,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X600104.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002241.SZ,X002463.SZ,X600584.SH,X600089.SH,X000977.SZ,X600703.SH,X600839.SH,X600372.SH,X000157.SZ,X002028.SZ,X002049.SZ,X002456.SZ,X002236.SZ,X600522.SH,X600183.SH,X000066.SZ,X600066.SH,X601877.SH,X600741.SH,X600460.SH,X002085.SZ,X002156.SZ,X002129.SZ,X600487.SH,X000661.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.395896963168937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209625537459311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991891248208438,-0.0385306459345686,0,0,-0.0553464202388731,0,0
X000858.SZ,0.332389635657084,0,0,0.0494259139338496,0,0,0.329723417509306,0,0,0,0,0,0,0,0,0,0,0.245344053696753,-8.67361737988404e-19,-3.46944695195361e-18,0,0,0,-0.0122662930796041,0,0,0,0,0,0,0,0,0.0263060583795214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435394204646288,0,0,0,0,0,0,0,0,0,0.00155677253338729,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586210670479663,0,0,0,0.706212218410466,0.109353951247946,0.0107632805272354,0,0,0,0,0,0,0,0,0,0.0158648822774776,0,0,0,0.0322693416685582,0,0,0,0,0,0,0,0,0,0,0,-0.048462999707169,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.115272624118068,0,0.0456904167720992,0,0,0,0,0,0,0.163346991307474,0,0,0.144905254371406,-0.0312907251742529,0,0,0,0,0,0,-0.019350699872498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107604249546131,0,0,0,0.0673006877778895,0,0,-0.0257536519420516,0,0,0,0,0.00561476677359862,0,0
X002415.SZ,0.00258047265793548,0,0,0,0,0.235729300824126,0.003938120974926,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0683041075778593,0.205460683177122,0,0,0,0,0,0,0,0,0,-0.026455953893661,0,0,0,0,0.13316670201017,0,0,0.0183940051711745,0,0.0307667621878624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.232141788223293,0,0,0,0,0,0.0570637947367697,0,0,0,0,0,0.0776187387987859,0.0259884274258063,0,0,0,0.064082020900516,0,0,0,0,0,0,0,0,0,0,0.0601730954738791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205813392462634,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.0584615610098698,0.605991568093592,0,0,0,0,0,0,0,0,0.14951858525034,0.0686383106364643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176525342138144,0,0,0,0,0,0,0,0,0,0,0,0,0.00141122326861182,0,0,0,-0.0248416778954702,0,0
X000651.SZ,0,0,0,0,0,0.395863218130265,0,0,0,0,0,0,0.0625958514579221,0,0,0,0,0.171772018421764,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674387958706347,0,0,0,0,0,0,0,0,0,0,0,0,0.0278796625424728,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.22276445776487,0,0,0,0,0,0,0,0.0248827538101876,0,0,0,0,0.0823627833741333,0.0690027497725768,0,0.205326627037838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160450668244516,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0328144112190937,0,0,0,0,0,0,0,0,0,0,-0.0469506297528393,0.0931498805451057,0,0,0,0,0,0,0,0.383699682878593,-0.0789950219469392,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138770769424618,-0.0638175911551037,0,0,0,0,0,0,0,0,-0.0615724981179655,0,0
X000568.SZ,0,0.164269799195806,0,0,0,0,0.488817184078848,0,0,0,0,0,0.00466251742048358,0,0,0,0,0.163794673370541,0,0.0624059013475374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275021997658445,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547588699456747,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0940742441156008,0,0,0,0,0,0,0,0.012412090374897,0.477262431201602,0,0,0,0,0,0,0,0.0236596988551157,0.0818774482456103,0,0,0,0,0.0247875962711148,0,0,0,0,0,0,0,0.00326024818065085,0,0,0,0,0,0,0,0,0,0,0,0,0.0671592888817482,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024847524496733,0,0,0,0,0.528381853515921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785609104524407,0,0,0,0.0706682488621659,0,0,0,-0.01979155325898,0.0050132279426661,0,0,0,0,0,0,-0.161617916393656,0.0428978352976158,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0581007279751769,0,0,0.0455059876013268,0,0,0.184355962592752,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.103186826631388,0,0,-0.0178758489662171,0,0.061538031980849,0,0,0,0,0,0,0.193766547449375,0,0,0,0,0,0,0,0,0,0,-0.00944896975357709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0.0324052475308761,0,0,0,0,0,0.115238726812769,0,0,0.109886443384637,0,0.0330983331763182,0,0,0,0,0.0606441120294566,0.0160241757158125,0,0.0175386966395944,0,0,-0.0148040932089439,0,-0.0144631582334559,0,0.052853451505914,0,0,0,0,0.0962729186127498,0,0,0,0,0.113183408988876,0,0,0.0435353808191,0,0,0,0,0,0,0.0207118207536022,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.172974135858849,0.0783154750198855,0,0,0,0,0,0.025099589775079,0.0340645929672661,0,0,0,0,0,0.136044336565433,0,0.00808850700465222,0,0,0,0,0,0.108020761419247,0,0.0483976064407999,0,0,0.236006384442568,0,0,0,0,0,0,0,0,0,0,0,0.0601240544402268,0,0,0,0,0.129288470644541,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146229165542631,0,0,0.120626006802916,0,0,0,0,0,0,0.0237726284887852,0,0,0,0,0.217722765219638,0,0,0.0872074836206744,0,0,0.00134926493889539,0,0.0899519794367288,0,0,0,0,0,0.106697706421391,0,0,0,0,-0.026504934828809,0,0,0,0,0,0,0
X002304.SZ,0,0.524838056198914,0,0,0,0,0,0,0,0,0,0,0.0116765170825776,0,0,0,0.160677247412696,0,0.0554028017615043,0,0,0,0,-0.00961704172377425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711417140607766,0,0,0,0,0,0,0,-0.0720530016736829,0,0,0,0,0,0,0
X000338.SZ,0,0.132966192621789,0,0,0,0,0,0,0,0.019573589902028,0.171946179108629,0,0,0,0,0,0,0.0699869719642073,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.295981798467035,0,0,0.0764489792557967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.616362109022859,0,0,0,0.167618209088146,0,0,0,0,0.11750479820107,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0136918427248969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696811358325787,0,0,0.00177331530029911,0,0,0,0,0,0,0
X300014.SZ,0,0,0.265040311462957,0.112916537782161,0,0,0.0666846895550419,0,0,0,0,0,0.254499578097932,0,0,0,0,0,0,0.0632090158799676,0,0.184116639853882,0.145057782744906,0,0,0,0,0.111734043419793,0.00739866430490362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208977623477071,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.495651770766457,0,0,0,0,0,0,0.0498581479742311,0,0.0550569956237505,0,0,0,0,0,0,0.178088571611254,0,0,0,0,0.0723229355375784,0,0,0,0,0,0,0.0771064846623824,0,0,0,0,0.0665385112897909,0,0.00213553867886479,0,0,0,0,0,0,0,0,0,0.00745271030513815,0,0
X002179.SZ,0,-1.0842021724855e-19,0.00689218615696375,0,0,0,0,0.0801882586310644,0,0,0,0,0.0467715191056395,0,0,0,0,0,0,0,0.1455874486706,0,0,0,0,0,0,0,0,0,0,0.36180881481025,0,0,0,0.0701921030447918,0,0,0,8.67361737988404e-19,0,0,0,-0.0119875004819468,0,0,0,0.023050145357841,0,0,0,0,0,0,0,0,0,0,0
X600418.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077853415558535,0.0667184781345617,0,0,0,0.241365560142792,0,0,0,0,0.0541372852527182,0,0,0,0,0.0486604974067224,0,0,0.138296138930619,0,0,0,0,0,0,0,0,0,0,0,0,0.0279238447731887,0,0
X002241.SZ,0,0,0.404506865417422,0,0,0,0,0,0,0,0.0622044901315831,0,0,0,0,0,0,0.157807150968894,0,0.0206240667899004,0,0,0,0,0,0,0.0912524805626759,0,0,0,0.119775245336369,0,0,0,0,0.0241301616312514,0,0.0636615093948717,0,0,0,0,0,0,0.0294705384078606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0.205348630676554,0,0,0,0,0,0,0,0,0,0,0,0.023263781073828,0,0,0,0,0,0.0187717328604801,0,0,0,0.0359095515673358,0,0,0,0.052505749936985,0,0,0,0.966657981738983,-0.212686066177116,0,0,0,0,-0.0133865857729928,1.38777878078145e-17,0,0,0,0,0,0,-0.00335548775262703,-4.33680868994202e-19,0,0,0.0420096414299386,0,0
X600584.SH,0,0,0.271380351360952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282858878049199,0,0.217895591412818,0,0,0.108668424960886,0,0,0,0,0,0.249176911408389,0,0,0,0,0.0998635700038424,0,0,0,0,0,0.0242773450939445,0,0,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0.0807508959980441,0,0,0,0,0,0,0,0,0.150943095521811,0,0,0.244279515160613,1.73472347597681e-18,0,0.177332164160425,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0.0868855199567929,-0.0721031742137945,0,0,0.156882972330818,0,0,0,0,0,0,0,0,0,0,0,0,0.0760658445079955,0.112375115406623,0,0,0,0.12359713747375,0,0,0,0.0642954687820562,0.0716292100296875,0,0,0,0,0,0,0,0.0117881430922127,0,0,0.100344160116525,0,0,0,0,-0.0235952182952762,0,0,0,0,0.061331008426412,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215437457807742,0,0,0.0479969702829285,0,0,0.096814544796374,0,0,0,0,0,0,0,0.154753669020668,0.0379005454691102,0,0,0,0,0,0,0,0,0.000751879250811387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522690144057549,0,0,0,0,0,0,0,0,0,0,0.483887709609624,0,0,0,0,0,0,0,0,0,0,0.270355750136519,0,0,0,0,0,0,0,0,0,0.0542021441962039,0,0
X600372.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.195888763253757,0,0.0952397420020121,0,0,0.0576731168741148,0,0,0,0,0.157646414968067,0,0,0.00359178221343806,0.0324870263864136,0,0,0,0,0,0.0226695653626649,0,0,0,0,0,0,0,0,0.0326564958126758,0,0,0,0,0.0132240401661696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0.016510875354074,0,0,0,0,0.0817120665736154,0,0,0,0.0864001369452818,0,0.0170163806026654,0.205968138200742,0,0,0.0678964052170615,0.0430196686563865,0.226808835932967,0,0.00686084421496287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X002028.SZ,0,0.0386905020045342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00900794285882965,0,0,3.46944695195361e-18,0,0,0.0378588636580338,0,0.0363609557178919,0,0,0,0,0,0,0,0,0,0.0705399349191018,0,0,0,0,0,0.314540854330228,0,0,0,-0.0263111868772981,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0142055155840595,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.244842082665965,0,0,0.0552742001274916,0,0,0,0,0,0,0,0,0,0,0.186665877982571,0,0.180217051107818,0.13593971433232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350210681925122,0,0,0,0,0.0937765215510011,0,0,0,0,0.0060964990862184,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13542907863576,0,0,0.198616174463648,0.226402816328018,0,0,0,0,0,0.155076911995899,0,0,0,0,0,0.369263799420824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135611079058286,0,0
X002236.SZ,0,0,0.129526572681949,0,0,0,0,0,0,0,0,0,0.136114614293908,0,0,0.121306870227734,-1.73472347597681e-18,0,0,0,0.126449447030065,0,0,0,0,0,0,0,0,0,0.02430732996689,0,0.0407586764645248,0,0,0.0692027207974597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110052238893334,0,0,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.199529079616162,0,0,0,0,0,0,0,0.144839759974096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363810289615845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600183.SH,0,0,0.0668779334605618,0,0,0,0,0,0,0,0,0,0.0961184575843292,0,0,0.0253840070230031,0,0,0,0,0.179388585118198,0,0,0,0.133793396948355,0.0872563071499761,0,0,0,0,0.0736050280578548,0,0.0308598589094936,0,0,0,0,0,0,0.0275308061606879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434011699567191,0,0,0,0,0.0642137517993855,0.223631440955776,0,0,0,-0.0203389818441979,0,0,0,0,0.0794308217012535,0,0,0,0,0,0.0281131614244397,0,0,0,0,0,0,-0.0145952873832828,0.138675846540259,0,0,0,0,0,0,0,0,0,0,0,0.276992339756906,0,0
X600066.SH,0,0,0.304551990177867,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.125384267596645,0,0,0.0335300933727763,0.0102745797926707,0,0,0,0,0.0590197576891241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562893423958117,0,0,0,0,0.0845921460022576,0,0,0,0,0,0,0.0296389319576817,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0512134314275617,0,0,0,0,0,0,0,0.295991240396814,0.00226668023125375,0,0,0,0.017123767007498,0,0.0834468187692977,0,0,0,0,0.0435197113279929,0,0,0,0,0,0,0,0,0,0,0,0,0.0108783372397243,0,0,0,0,0,0,0.0184409943142161,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.106116331064102,0,0,0,0,0.0374205490080381,0,0,0,0.0943306806176967,0.011343634728523,0,0,0.153913694252466,0,0,0,0,-0.0899898473355794,0,0,0,0,-0.0817648691611858,0,0,0.0685695603069365,0,0,0,0,0,0,0.0200939603396679,0,0,0,0,0,0,0,0,0.0257075180778495,0,0,0.0407254715575084,0,0,0,0,0,0
