,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002371.SZ,X000063.SZ,X000661.SZ,X600703.SH,X000625.SZ,X000338.SZ,X002129.SZ,X002241.SZ,X000596.SZ,X003816.SZ,X300142.SZ,X000100.SZ,X002049.SZ,X002179.SZ,X600702.SH,X000799.SZ,X600460.SH,X600779.SH,X002074.SZ,X002007.SZ,X600741.SH,X601877.SH,X002236.SZ,X000157.SZ,X600584.SH,X601799.SH,X002414.SZ,X600089.SH,X600183.SH,X300003.SZ,X300146.SZ,X600884.SH,X000800.SZ,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0580304416643697,0,0,0,0.144166627520984,0.0310294226383478,0,0.173911548881687,0.109349719398844,0,0,0,0,0,0,0,0,0,0,0,0.0268893229376899,0,0,0,0,0,0,0,0.0665193460936903,0.0241802206106934,-0.0221686540994777,0,0.00803070279968513,0.00294463790479461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477545417102469,0,0,0,-0.0302669204441761,0,0
X000858.SZ,0,0,0,8.67361737988404e-19,0,0.250333481440984,0,0,0,0,0,0,0.0389109633209379,0,0,0,0,0,0,-0.00207426067945857,0,0,0,0,0,0,0,0,0,0.0762394642220686,0.0962034952235517,-0.00360616436366055,0,0,0,0,0,0,0,-0.013264766587201,0.032202694688629,0,0,0,0,0.044774683977991,-0.0331653439890483,0,0,0,0,-0.0622833623896314,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.181783702648953,0,0,0,0,0.178035252760182,0,0.0572260161270632,0,0,0.011237388398019,0,0,0,0,0.0687763848156691,0,0,0,0.0372657626963771,0,0,0,0,0,0,0.0894027844954789,0,0,0.0361656539730448,0,0,0,0,0,0,0.0255533903531609,0,0,0,0,0,0,0,0,0.0775958363463341,0,-0.00726987610595118,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0918020489862055,0.129804725527124,0,0,0,0,0,0,0,0.129597713312637,0,0,0,0,0,0,-0.0896263275661819,0,0,0,0.0592432057613384,0,0.00917864664116811,0,0,0.450335147550881,-1.73472347597681e-18,0.0967461490638446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281065553909537,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0137613531931917,0,0,0,0,0,0,0,0,0,0,0.201652519750317,0,0,0,0,0,0,0,0,0,0,0.0700389062361373,0,0,-1.73472347597681e-18,0.0709268958639097,0,0,-0.0400341966202254,0,0,0,0,0,0.153413675008005,0,0,0,0,0,0,0,0.0174706633747255,0,0,0.0155231686689639,0,0,0.057472434715228,0,0,0,0,0,0
X000568.SZ,0,0.759461852872329,0,0.0426741437654079,0,0,0.100915746563109,0,0,0,-0.199791719827714,0,0,0,0,0,0,0,0,-0.0137619856380363,0,0,0,0.135931297204925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439873586061979,0,0
X002304.SZ,0,0,0,0.206124155902095,0,0.244204986425382,0,0,0,0,0,0,0,0,0,0,0.0711862655016025,0,0.171265287103039,0,0,0,0,0,0,0,0,0,0,0,0,0.0443583110614238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116423289429435,0.0742292081340484,0,-0.116315481466726,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.010359988683694,0.0987858197832487,0,0,0,0,0,0,0.19157406809839,0,0,0,0,0,0,-0.11947871482983,0,-0.0083435601736453,0,0,0,0.104576443767327,0,-0.00711368982028988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117850407817792,0,0,0.0649424239684858,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.358110556343143,0,0,0,0,0,0,0.0328429258459808,0,0,0,0.048496881528826,0,0,0.0471647924609739,0,0,0,0.145790985592367,0,0,0,0,0.134783161900312,0.0434886805854264,0,-0.0729068135357394,0.00776254707333408,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0694220954366111,0,0,0,0,0,0,0,0,0.017651840668852,0,0,0,0,0,0,0
X600690.SH,0,0,0.293540021506631,0,0.169861624980122,0,0,0,0,0,0,0,0,0.15986125797337,0.0108276922256449,0,0.0605179600698021,0,0,0,0,0,-0.0137803811667699,0,0,0,0,0,0,0.00879600083532396,-2.16840434497101e-19,0,0,0.032694606069413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445587645366903,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0779067562972908,0,0,0.00390886507263061,0,0,8.67361737988404e-19,0.0914446174224084,0,0,0,0,0,0.174027185504392,0,0,0,0.0218311188726172,0,0,0,0,0,0,0,0,0,0,0,0,0.0577067610050066,0,0,0,0,0,0,0,0,0.0798043977118142,0,0,0,0,0,0,0
X300014.SZ,0,0,0.0549609868863742,0,0,0,-0.0909250309510994,0,0,0,0,0,0,0,0.344673160100323,0.0857092532533484,0,0,0,0.234402352259027,0,0,0.213866245848478,0,0,-0.0266649935189106,0,0,0,0,0.0109109864327352,0,0,0.0398109406663751,0,0,0,0,0,0,0,0,0.374712777471835,0,0,0,0.0232454582828901,0,0,0.0997600538161467,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.000148174599899709,0,0,0,0,0.0476326330068073,0,0,0,0.0571374089437905,0,0,0,0.0300616471980816,0,0,0,0.155921917435593,0,0,0,0,0.0431370007334384,0,0.074132548816682,0,0,0,0.0294664772081328,0,-0.159271656639333,0,0,0,0.0113014965317407,0,0,0.0117624684908573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223688027608314,0,0
