,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X300003.SZ,X600031.SH,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X601877.SH,X002456.SZ,X600271.SH,X600066.SH,X000625.SZ,X600487.SH,X002294.SZ,X000100.SZ,X000596.SZ,X600566.SH,X002241.SZ,X300136.SZ,X000661.SZ,X000981.SZ,X300142.SZ,X000050.SZ,X002508.SZ,X002180.SZ,X000157.SZ,X002007.SZ,X002179.SZ,X002038.SZ,X600522.SH,X600498.SH,X000869.SZ,X000977.SZ,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0171540113447614,0.284715730474443,0,0,0.018669421015487,0,0,0.0216999473655057,0.0602211068333039,0,0,0,0,0,0,0,0,0,0.0329414777384051,0,0,0,0,0,0,0.00815702927510916,0,0,0,0.0133328336232514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424578063265908,0.0548514049201155,0,0,0,0,-0.0011690386142969,0.00621273660580151,0,0,0,0,0,0
X600104.SH,0,0,0,0.106706137741379,0,0,0.321366141035093,0,0,0,0,0,0.0317480174339608,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0849290288099608,0,0,0,0,0,0,0,0,0.0600512753724147,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0256008582024295,0,0,0,-0.0265875108017945,0,-0.0390938684003286,0,0.00165093250898545,-0.0379463187219636,0,0,0,0,0,0
X002415.SZ,0.0951621525156573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23689380263672,0,0,0.0254217295931329,0,0,0,0,0,0,0,0,0.0929869025233444,0,0,0,0.199743853366052,0.260420840427216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170997468727344,-0.0208640741539986,0,0,0,0,0,0
X000858.SZ,0.269017391423915,0.010233263251815,0,0,0.0103400027077221,0.190386105829833,0.0390918908868402,0,0,0,0.325836013223445,0,0,0,0,0,0,0,0,0.109181564467356,0,0,0,0,0,0,0,0,-0.0881313766174996,0,0,0,0,-0.0239526666734453,0,0,0,0,0,0.0188306175974665,0,0,0,-0.0215222877149174,0,0,0,-0.0256089190460068,0,-0.00751984199853419,0,-0.0107492880127126,-0.00962669021141419,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0772588114792755,0,0,0,0,0,0.342079887791813,0,0.0388489886996758,0.0548786121032273,0.12806967278358,0,0,0,-0.137158020889485,0,0,0,0.0989060729044461,0,0,0.189108855225925,0,0,0.152775669802304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318335100961114,0.0336678161143469,0,0,0,0,0,0
X000651.SZ,0,0,0,0.227055103367557,0,0,0,0,0,0.64376536032602,0,0.0391225163548456,0,0,0,0,-4.33680868994202e-19,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163250215515977,0,-0.0104745369534814,0,-0.0271239898121576,0,0,0,0,0,-0.0762136722365923,0,0,0,0.0237592492763119,0.0586965884432489,0,0,0,0,0,0
X002304.SZ,0,0,0.0741622355095228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060502278128,0.222652830877984,0,0,0,0,0,0,0,0,0,0,0,0,0.0166835453550794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369092677862633,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0706565345684011,0,0,0,0,0,0,0,0,0,0.0473793305219427,0,0,0,0,0,0,0,0,0,0.0900997586219295,0,0.0726960240540966,0,0,0,0,0.138226917051966,0.0673347077696133,0,0,0,0,0,-0.121774182997855,0,0,0,0,0.0277185564241597,0,0,0,0,0,0,-0.00599790913845371,0.0207712609317312,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379161034474639,0,0,0,0,0,0,0.014073195752,0,0,0,0.0102907741609384,0,0.00407546632642766,0,0,0,0.0221602900975914,0,0.0352685664472566,0,0,0,0,0,0,0,0,0,0.0984839340590813,0,0.00254913704387488,-0.0674523897722275,0,0,0,0,0,0
X600690.SH,0,0,0,0.434386676213767,0,0,0.139790575928172,0,0,0,0,0,0.0173460791634675,0,0,0,0,0,0,0.0871874426215961,0.00103890069919533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00685781449999597,-0.00839581032283859,0,0,0,0,0,0
X000568.SZ,0.361290528510615,0,0,0.232010515676484,0.170945790411597,0,0,0,0,0.010029458261948,0,0,0,0.0363294744725946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350005906773164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433575923358568,0,0,0,0.14621492877488,0,0,0,0,0,0,0,-0.123691167175624,0,0,0,0,0,0,0,0,0.081420096041598,0,0,0.126681777777598,0,0,0,-0.0137155945330831,0,0,0,0,0,0,0
X600741.SH,0,0.475379682493658,0,0.0930763317239711,0,0,0,0,0,0.161878683657018,0.00599475998138831,0,0,0,0,0,0.0936449542943344,0,0.0541040710803817,-8.67361737988404e-19,0,0.0151715743851213,0,0,-0.059860044815172,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0787531830019108,0,0,0,0,0,0,0,0,0,0,0.0265353331972855,0,0.0259652587288602,-0.00969167145479996,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493222707730528,0,0,0,0,0,0,0.0770279798001505,0,0,0.141919160685593,0,0,0,0,0,0,0,0.0949879219143783,0,0,0,0,0,0,0,0,0,-0.000335906822592911,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.122337761492933,0,0,0,0,-0.0506033449200345,0,0,0,0,0.176747919107407,0,0.0278173687068842,0,0,0,-0.00497719265807041,-8.67361737988404e-19,0,0,0.0207334037140782,0,0,0,0,0,0.0323294516467048,0,0,0,0,0,0,0,0,0,0,0.0635737577988819,0,0,-0.0465624478735075,0,-0.0095120528814392,0,-0.0218544435754911,-0.000327855467798332,0,0,0,0,0,0
X002236.SZ,0,0,0.582272140157294,0,0,0,0.0452563833325417,0,0,0,0,0,0,0,0,0,0,0,0.047773822704459,0,0,0.0198951832607341,0.111273002270178,0.221939653550077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713743131588186,0,0,0,0,-0.0515804278047679,0,0.0565684082442019,0,0,0,0,0,0,-0.0101333201022427,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.126797864715126,0,0,0,0,0,0.0493862389785259,0,0.0728370782382435,0,0,0,0,0,0.000595016938791328,0,0,0.312930892261457,0,0,0,0,0,0,0,0,0,0,0,0,0.0419883959639185,0,0,0,0,-0.0668526614341848,0,0,0,0.0220083436677608,0,0,0,0,0,0,0,0.00212726654022393,-0.0176158872500985,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0100626695422759,0,0,0,0,0,0.187995846993852,0,0,0,0.212241693576919,0,0,0,0,0,0,0,0,0.032523179245562,0,0,0,0,0,0,0,0,0.0621450359987655,0.118558083233727,0,0,0,0,0,0,0,0,0,0,0,0,-0.074630548835833,0,0,-0.00618608685895734,0,0,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0.0143968303147146,0,0.334728127721503,0,0,0,0,0,0,0.000784029078427827,0,0.258038109659457,0,0,0,0,0,0,0,0.103106418555379,0.184391271300962,0,0,0,0,0,0,0,0.0431609412933584,0,0,0,0,0,0,0,0,0.00947807069720246,0.357445966291766,0,0,0,0,0,0,0,0,0,0.0012489018355049,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.11025039362727,0,0,0,0,0.400118913024195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609537560231911,0,0,0,0.0586126551620461,0,0,0,0,0.00526779603582497,0.0245625619385258,0,0,0,0,0,0,0.0879016429217197,0,0,0,0,0,0,0,0,0,-0.00604481189707957,-0.0215047279850551,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30204257603571,0,-0.0894176907215661,0,0,0,0,0,0,0,0,0,0,0.0839122426793287,0,0,0,0,0,-0.0392216198484263,-0.061564431120781,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,-0.0375099522117741,0,0,0,0,0,0,0,0,0,0.441397233523091,0,0,0,0,0,0,0.0506320326192255,0,0,0,0,0,0,0,0,0,0,0.155345913523327,0,0.0997062750715523,0,0,0,0,0.0187816083439203,0,0,0,0,0,0,0,0.108971874336235,0,-0.0112483907778304,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685241539334497,0,0.207286650798162,0.255952854514502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895116533557051,0,-0.0585995883262509,0,0.0900278144676498,0,0,0,0.0895294911843064,0.0971983158067699,0,0,0,-0.020760842393556,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0404363698328917,0,0.393929814953481,0,0,0,0,0,0,0,0,0.0656328212630009,0,0,0,0,0,0,0,0,0,0.045158120626924,0.31714349938205,0,0,0,0,0,0,0,0,0,0,0.0479288976819652,0,0,0.10643782079728,0,0,0,-0.0049331287783955,0.00394385061230906,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.252074333315553,0,0,0,0,0,0,0,0,0,0,0,0,0.416123946645484,0,0,0,0,-0.076693685591124,0,0.245020382922192,0,0,0,0,0,0,-0.0186033867698838,0.236038439675279,0,-0.10022876027651,0,-0.0415934327484425,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,5.42101086242752e-20,0,-3.46944695195361e-18,0,0.221842952462184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409796708216238,-0.106009779208752,0,0,0,0,0,0,0,0,0,0,0,0.0379302407849435,0,0,-0.111030809907345,0,0,0,0,0,0.00364459276717536,0,0.098631724368838,0,0,0,0.0043594875630344,0,0,0,0,0,0,0
