,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X601877.SH,X000157.SZ,X300014.SZ,X300124.SZ,X600183.SH,X300142.SZ,X000066.SZ,X002007.SZ,X000625.SZ,X002371.SZ,X002456.SZ,X300136.SZ,X002008.SZ,X002179.SZ,X600271.SH,X002463.SZ,X000977.SZ,X600584.SH,X002180.SZ,X000050.SZ,X600177.SH,X002129.SZ,X002049.SZ,X600498.SH,X600066.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.170359562002921,0,0,0,0,0.0766742886552626,0,0,0.257137168525527,0,0,0,0.0448410279260393,0,0,0.0132322962248218,0.128088326779386,0,0,0,-0.0466775701126065,0,0.000756482038673385,0.0359134079861511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230475322336792,0,0,0,0,0,0,0,0,0,0.0175206964259767,0,0
X000858.SZ,0,0,0,0.0310133459777431,0,0,0.0609474766902079,0,0,0,0,0,0,0,0.512163609328079,0,0.0250017271233087,0,0,0.00942786164084942,0,2.16840434497101e-19,0.0438600869320466,0,0,0,0,0,0,0,0.0174916242355455,0,0,0,0.00561385497404902,0,0,0,0,0,0.0237090812157981,0,0,0,0,0,0,0,0,0,0,-0.0119750735068169,0,0,0,0,-0.00792632777890336,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.30256815018653,0,0,0,-0.105436614465158,0,0,0,0.111685867197363,0,0,0,0,0,0,0,-0.088687241342757,0,0,0,0,1.73472347597681e-18,0,0.0613357220531346,0,0,0,-0.0608287761389709,0,0,0,0,0,0.0645828049829718,0,0,0,0,0,0.00654649060569177,0,0,0,0,-0.0276272560451686,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372593194731713,0,0,0,0.0780326252889366,0,0,0.0630695249870253,0,0,0,0,0,0,0,0.0194134684705414,0,0.00856173454319773,0.0279695758734269,0,0,0,0,0,0,-0.0660469056963404,0,0,0,0,0,0.00446696575117306,0,0,0,0,0,-0.0348859577267255,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0616305922948396,0,0,0,0,0.0608963140004048,0,0,0.0608210961756417,0,0,0,0,0,0.00295307304028047,0,0.559513362685752,0,0,0,0.0514389526377917,0,0.0349692574414835,0,0,0.0323398617505541,0,-0.0546646828116102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403657827782074,-0.050223947743413,0,0,0,-0.0434037184291015,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116108821963341,0,0,-0.0279775079019523,0,0,0,0,0,0,0.00436571155705295,0.00547366180465095,0,0,-0.0213614659777753,0,0.0236526531156389,-0.0632245281090768,0,0,0,0,0,0.0257992025940275,0,0,0,0,0,0.075396767542723,0,0,0,0,0,0,0,0,0,0,-0.00373118707267231,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.10933401591533,0.0220397228579479,0,0,0,0,0.0847203382901059,0,0,0,0,0,0.155181306060346,0,0,0,0,0,0,0.0119435016395507,0,0,0,0.113077278456374,0,-0.0208433619857283,0,0,0,0.379205716189156,0,0,0.0902303369487487,-0.029624745859848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190997015182297,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.160418767324104,0,0.0800236213095899,0,0,0,0,0,0,0,0,0.0393777184213291,0,0,0,0,0,0,0,0,0,0,0,-0.0901399050250118,0,0.114950830795382,0,0,0,0.00235072318432769,0,0,0,0.244776220187286,0,0,0,0,0,0,0,0.0417234462791436,0.0183192938912632,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222939910979414,0,0,0,0,0,0.0343342570787312,0,0,0,0.0279274882721164,0,0,0,0.0126214867499894,0.0163319074799206,0,0,0,0.0612847898664174,0.033725517838792,0.120866324074687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273903158466853,0,0
X002304.SZ,0,0,0.0177847997054756,0,0,0,0,0.0874869215904894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220744648697976,0,0,0,0,0,0.0391747620359594,0,0,0.0567727203092827,0,-0.0218759870828563,0,0,0,0,0,0.00742511167396566,0.0320469606137248,0,0,0,0,0,0.0270554676399484,0,0,0,0,-0.00967193195700532,0.0116405220088406,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0116475464117428,0,0,0,0,0,0.0769974471027732,0,0.0612154724669484,0,0,0,0.000699041885664067,0,0,0,0,0,0,0.0560340294002316,0,0.0211453539449816,0,0,0,0,0,0,0.0214034139573385,0,0,0,0,0.0995881636170191,0.164948552736184,0,0,0,0.160384523326624,0.00486873449146729,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0
X600031.SH,0,0,0,0,0,0,0.118946162932788,0,0,0,-0.0197432695508384,0,0,0.0649226111388436,0,0,-0.0175503417228265,0,0.185290370580528,0.0660989157377933,0,0,0.0655152118869322,0,0,0,0.0158336946831033,0,0,0,0,0,0,-0.0848296746585674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025462619077806,0,0,0,0,0,0
X600690.SH,0,0,0.0938842737739926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783636738888698,0,0,0,0,0,0,0.165653857305709,0,0,0,0,-0.0659040253883523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222440958466346,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.159714631891553,0,0,0,0,0.0378362539568264,0,0,0,-0.0335069605121327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056317605867086,0,0.00363953464916087,-0.0217606754254888,0,0.0453262149706997,0,0,0,0.0821498503229367,0.0607269248545105,0,0,0,0,0,0,0,0,0,0,0.0536799644373405,0.0618980296697164,0,0,0,0,0,0
X000568.SZ,0.217737988871451,0.421625928754963,0,0,0,0,0.0193879929237264,0,0,0,0,0,0,0,0,0,0,0,0.0687177139344138,0,0,0,0,0,0,0,0,0,0,0,0.0523824766470631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782256946425548,0,0,0,0,0,0
