,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X600031.SH,X002304.SZ,X600809.SH,X000725.SZ,X000063.SZ,X003816.SZ,X000661.SZ,X600690.SH,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X000100.SZ,X300124.SZ,X300014.SZ,X002007.SZ,X600741.SH,X300142.SZ,X002371.SZ,X000625.SZ,X002129.SZ,X002049.SZ,X002236.SZ,X000157.SZ,X601877.SH,X000800.SZ,X300003.SZ,X002414.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X601799.SH,X000977.SZ,X600118.SH,X002456.SZ,X002185.SZ,X002008.SZ,X002294.SZ,X000050.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0913292880088729,0,0,0,0,0,0.187827281828255,0,0,0.0959759886880012,0,0,0,0,0,0,0,0,0.0409964730418604,0,0,0,0,0,0,0,0.0266031980459853,0,0.0423173695872403,0,0,0,0,0,0,0.0137271924439662,0,0,0,0,0,0,0,0,0,0,0.0986484081750171,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0445732807824826,0,0.0636961827903297,0.300408334595666,0,0,0,0,0,-1.73472347597681e-18,0,0,0.102038191933888,0,0,0,0,0,0.0239023931249066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102647187510138,0,0,0.0190996225821507,0,0,0,0,0.00995461741955619,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0505760569719684,0,0.0828946731260194,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034033843644851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170558892569505,0,0,0,-0.00580347389446828,0.00552680157080151,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378276279666871,0,0,0,0.083872727994033,0,0,0,0,0,0.0546615137760935,0,0.0219906404015089,0,0,0,0,0,0,0,0.00256467600730341,0,0,0,0,0,0,0.0435888434323143,0,0.148937569412106,0,0.0489965467568241,0,0,0,0.0107074593478018,-0.00457292139720966,0,0,0,0,0,0
X002415.SZ,0,0,0,0.137506195323414,0,0,0,0,0,0,0,0,0,0,0,0,0.00731222429845272,0,0,0,0,0,0,0,0,0,0,0,0,0.0695810730570189,0.109179568724683,0,0,0,0,0,0,0,0,0,0.128497013347105,0,0,0,0,0,0,0,0,0,0,0,0.00662216385618342,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.031243627679166,0,0,0.0900853414508782,0,0.0688141408454998,0,0,0,0,0,0.137652627656491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302517938982527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163536786393479,0,0,0,0,-0.0400528878578454,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.00362626720167935,0,0,0,0,0,0,0,-0.010162288824849,0.0776800040660546,0,0,0,0,0,0,0.0194244815838472,0,0,0,0,0,0.0530813209773812,0,0,0.0871001690060187,0,0,0,0,0.0669254772515512,0,0.10672833322812,0,0,0,0,0.0792270735512696,0,0,0,0,0,-0.00115539060907391,0.00915453985470552,0,0,0,0,0,0
X000568.SZ,0,0.460507976103993,0,0,0,0,0,0,0,0.164528342077619,0.0522069212214485,0,0,0,0,0,0,0,0,0.0503867952540073,0,0,0,0.0392151103109158,0,0.0123940527394252,0,0,0,0,0,0,0,0,0,0,0.059861395226432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111126323585581,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0148264148361217,0,0,0,0,0,0,0,0.205292624077104,0,0.122526840351579,0,0,0,0,0,0,0,0,0,0,0,0.183466660604947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00728663119706453,0.0246459709254274,0,0,0,0,0,0
X002304.SZ,0,0.147925885853139,0,0,0,0,0,0.311134320235868,0,0,0.126396067933743,0,0,0,0,0,0,0,0,0.0935133554151851,0,0,0,0,0,0.0114406712899784,0,0,0.0304689633130993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000124170485986197,-1.73472347597681e-18,0,0,0,0,0,0,0.0116153001400028,0,0,0,0,0,0,0
X600809.SH,0,0.697959907520531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011601667088488,0,0,0,0.132606934825995,0,0,0,0,0.0331439591338866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558775268675174,-0.0021119220075352,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396020740994216,0,0,0,0,0,0,0,0.148379935574365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457634157595001,0.0828050034252657,0,0,0,0.0322434660994339,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.364053270446458,0,0,0,0.127225445798682,0,0,0.125206617373157,-0.028476886213285,0.0295047945178827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0156021952196368,0.0448930554685566,0.0258552127914172,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.00561889429339601,0,0.00198427050274041,0.105473683061731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112513029644184,0,0.0181645702660438,0,0,0.0583065913486488,0,0,0,0,0,0,0.0337500694605264,0,0,0.0764058107686821,0,0,0.0137381544413491,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.141824182142799,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.167472611966813,-0.146151416145312,0,0,0,0,0,0,0.0711184720302654,0.223240973423271,0,0,0,0.226571639694047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896524421068283,0,0,0,0.0123607303340912,-0.0449134788370359,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.166141461000676,0,0.0214053629711641,0.0240498849846359,0,0,0,0,0,0.105053705996075,0.0230915837596403,0.0663592708590311,0,0,0,0,0,0,0,0.145604383798075,0,0,0,0,0.0634809011063315,0,0,0,0,0,0,0,-0.00642092567358389,0.00766645817431666,0,0,0,0,0,0
