,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X002371.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X600460.SH,X000100.SZ,X000661.SZ,X600089.SH,X300142.SZ,X002074.SZ,X002180.SZ,X600702.SH,X600522.SH,X600884.SH,X000157.SZ,X000733.SZ,X002236.SZ,X000799.SZ,X002008.SZ,X002414.SZ,X600584.SH,X000977.SZ,X600779.SH,X600563.SH,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.513800167395834,0,0,0.0758734845648371,0.00394731772557112,0,0.030398433418209,0,0,0,0,0,0,0,0,0.0294008906176363,0,0,0,0,0,0,0.0342231935218673,0,0,0,0,0,0,0,0,0,0,0,0.103881345600485,0,0,0,0,0,0,0,0,0,0,0.00727183933117331,-0.00458438775312988,0,0,0,0,0,0,0,0,0.0251557592275771,0,0
X000858.SZ,0.0188982516610808,0,0,0,0.228562175676161,0.0520427967507963,0,0.0241063783915005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157729635792222,0.0215975764249966,0,0,0,0,0,0,0,0,0,0,0,0.08792862048207,0,0,0,0,0,0.0927406329535081,0,0,0,0,0,0,0,0,0,0.0111157604753222,0,0,0,0,0,0,0
X002415.SZ,0,0.0157372351577436,0,0,0,0.0750100131085599,0,0,0,0,0,0,0,0,0,0.0533139833907006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051034365375677,0,0,-0.0289297899880628,0,0,0,0,0,0.122985959813894,0,0,0,0,0,0.19162672323384,0,-0.0188697391198838,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0168576304648119,0,0
X600809.SH,0,0,0,0,0.117068653430701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182329156053418,0.106525515366165,0,0,0,0,-0.0987531572501096,0,0,0,0,0,-0.108719687573803,0,0,0,-0.0422645992448627,0,0,0,0,0.136269478406459,0,0,0,0,0.147934320521981,0,-0.00380325072019737,0,0.0523148389667917,0,-0.00191057803017416,0,0,0,0,0,0
X000568.SZ,0.274173067989034,0.00262564881504448,0,0,0,0,0,0,0,0,0,0,0,0.025457660841827,0,0,0,0,0,0,0,0,0,0.187939674157049,0,0,0,0,0,0,0.039878686047946,0,0,0,0,0,0,0,0,0,0,0.037095047086553,0,0,0,0.0662495098792013,0.143388316996324,0,0,0,0,0.0096606124394269,0,0,0,0,0,0,0
X002475.SZ,0.0167689531439668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342560340894212,0,0.291038018042577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461566433279503,0,0,0,0,-0.0188302986136375,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411159317010342,0,0,0,0,0,0,0
X600276.SH,0.0956128011248665,0,0.0682221941703926,0,0,0,0,0,0.248017722165235,0,0,0,0,-0.111153269999338,0,0,0,0,0,0.309941288259494,0,0,0,0,0,0,0,-0.0628128781426524,0,0,0,0,0,-0.0111949306558826,0.0129760280223281,0,0.0247958678792581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192504798165781,0,0,0,-0.0262159482954596,0,0
X002304.SZ,0,0.148848257970876,0.0382168460031865,0,0,0,0,0,0,0,0,0,0,0,0,0.152562169299864,0,0,0,0,0,0.0434876629149357,0,0.133801655455209,0,0,0,0,0,0.0174841095817794,-0.0929493943041033,0,0.0164055600973954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163378177292725,0.0701256473047016,0,0,0,0.0856662779300021,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.144283420340688,0,0.0747046941051583,0,0,0,0,0,0.151388103216157,0,0,0.0175207082153649,0,0,0,0,0.0109865125684242,0,0,0,0,0.210322693214037,0,0,0.0687520252399786,0,0,0,0,0.0995652063516223,0,0,0,0,0.0596898583816531,0,0,0,0,0,-0.00490685543850859,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00168673646135424,0,0,0,0.0176820881689333,0,0,0,0.134254729219043,0,0.10697948188646,0,0,0,0,0,0,0,0,0.00705706838947192,0,0,0,0,0,0.128246878761838,0,0,0,0,0,0,-0.0342601992299174,0,0,0,0,0,0,0.00891269891345983,0,0.102834478863284,0,0,0,0,0,-0.00653564001880685,0,0,0,0,0.0231678345160594,0,0
