,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600066.SH,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X002456.SZ,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X002085.SZ,X002007.SZ,X600089.SH,X000981.SZ,X300003.SZ,X002294.SZ,X600699.SH,X002508.SZ,X600867.SH,X000559.SZ,X000066.SZ,X002180.SZ,X002292.SZ,X600498.SH,X002074.SZ,X000623.SZ,X002426.SZ,X300136.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0851494191265904,0.144473712437554,0,0,0,0,0,0,0,0,0,0.104681656553385,0,0,0,0,0,0.217796525932533,0,0,0,-0.0209011217457073,0,0,0,0,0,0.0172851206129818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190826714835348,0,0,0,0,-0.00144390633398775,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.00753939909207908,0,0,0,0.547179067828458,0,0,0,0,0,0,0,0,0,0,0.113970344674466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175875073281728,0,-0.0156232677859816,-0.00280252601767314,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.103538708452372,0,0,0,0,0,0,0,0.0355157102492542,0,0,0,0.172034156137516,0,0,0,0,0,0,0,0.0751452955042006,0,0,0,0,0.215166416052677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350072992501607,0,0,0,0,0,0,-0.0347345465586095,-0.00488601765239616,0.00521400886196181,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.210749614538597,0,0,0.234763716119198,0,0,0,-0.0579003059567377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325095794102112,0,0.0881910998122105,0,0.377798141161848,0,0,0,-0.0926194271044947,0,0.0163501002459125,0,0,0,0,0,0
X000858.SZ,0.156106317352771,0,0,0,0,0,0,0,0.0301909424519636,0,0,0,0,0.193697924674673,0.255021915639399,0,0,0,0,0,0,0,0,0.124230409000065,0,0,0,0,0,0,0,0,0,-0.0855635645172881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533462355238845,0,0,0.00946063319551203,0.00101614341999261,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.111265709107967,0,0,0,0.2812524209008,0.0988237031503259,0,0,0.00362535916472099,0,0,0,0,0,0,0.0484892854323502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426752684033394,0,0,0,0,0.0161400668695009,0,0,0,0,0.00440343122064968,5.42101086242752e-20,0,0,0,0,0,0
X000725.SZ,0,0,0,0.169270703569528,0,0,0,0,0,0,0,0,0,0,0.060554504136696,0,-0.161456430205021,0,0.141647045276339,0.00929822896048729,0,0,0,0,0,0.0709866533934847,0,0,0,0,0,0.121557171472382,0,0.054368502652508,0,0,0,0,0,0,-0.0952193707412059,0,0,0,0.0538834903964892,0,0,0,0,0.0492843991081716,0,-0.0186952745658211,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0563049367739321,0,0.0811686783497619,0,0,0,0,0.187735822293894,-0.0729714594872754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365748683713553,0,0,-0.000843010281761918,0,0,0,-0.00659219938468365,0,-0.0889494689837476,0.0239166975750933,-0.00347869876168312,0,0,0,0,0,0
X000625.SZ,0.0452702683153257,0,0,0.0733373620709373,0.020453511146122,0,0,0,0,0,0,0,0.109745721415261,0.351366591321983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654068065983039,0,0,0,0,-0.00559642860141175,-0.000820226909594438,0,0,0,0,0,0
X000063.SZ,0.117911666422047,0,0,0.0661879691199847,0,0.0152901778876202,0.0242736192815141,0,0,0,0,0,0,0,0,0.123404475186027,0,0,0,0,0,0,0,0,0,0.134690471553145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275578876870668,0,0.0174194657096918,0,0,0.134128752906742,0,-0.0769846054875724,0,0,-0.012073609662153,0.0142058794531551,0,0,0,0,0,0
X600690.SH,0,0,0,0.214988585549852,0,0,-0.0146133019994932,0,0,0,0,0,0,0,0,0,0,0.119486844745946,0,0,0,0.0145661308535902,0,0.0306310758923902,-0.0383847942904694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140420058081983,-0.0434011599343493,0,0.00929880063500519,-0.00349462261422747,0,0,0,0,0,0
X600703.SH,0,0,0.120340698469077,0,0,0.198380001052801,0,0,0,0,0,0,0.094516822228994,0,0,0,0,0,0,0,0,0,0,0.195622548352322,-0.180600147305162,0.127197875203094,0,0,0,0,0,0,0,0,0,0,-0.039795243783042,0,0.22839210717893,0,0,0,0,0,0,0,0,0,0,0.215082670756683,0.0175318509302135,-0.00556248557608404,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0130446775010326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60719387564692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112286535592294,0,0,0,0,0,0
X600741.SH,0,0.438645303767956,0,0,0.0144033108977278,0,0,0,0.176438168771698,0,0,0,0,0,0,0.141599445940371,0,0.0305182459234848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00811660147382843,0.00275177363199454,0,0,0,0,0,0
