,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X300014.SZ,X003816.SZ,X000100.SZ,X000063.SZ,X600703.SH,X000596.SZ,X000157.SZ,X002241.SZ,X002129.SZ,X600741.SH,X002371.SZ,X000625.SZ,X002179.SZ,X601877.SH,X002236.SZ,X002007.SZ,X300142.SZ,X002049.SZ,X600584.SH,X002414.SZ,X000799.SZ,X600183.SH,X300003.SZ,X601799.SH,X000800.SZ,X002074.SZ,X300146.SZ,X002008.SZ,X000066.SZ,X600707.SH,X600089.SH,X000977.SZ,X002294.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.241588469875495,0,0,0,0.123621056393458,0,0,0.0730453327223488,0,0,0,0,0.0420511568601656,0,0,0,0,0,0,0,0,0.0433878554449112,0,0,0,-0.115694494511881,0,0,0,0,0,0,0,0,0,0.14579911815089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167226627002834,0,0,0,-0.0346207798806242,0,0
X000858.SZ,0,0,0,0,0,0.360242315112772,0.167991134856978,0,0,0.0689434893020123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112822848902297,0,0,0,0,0.0257223314229806,0,0,0,0,0,0,0,0,0,-0.00824307094854954,-0.0201363080413948,0,0,0,-0.032757185038312,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.13201840970199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135829160352723,0,0.249955319666709,0.223541845380679,0,0,0,0,0.0874373772395218,0,0,0,0,0,0.0828899595125689,0,0,-0.0123849268406254,0,0,0,0,0,0.0534067838344977,0.00164962187758383,0,0,0,-0.0157483138976979,0,0
X600276.SH,0,0,0,0,0,0.0249477073647643,0.0797943843059922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100092076666229,0,0,0,0,0,0.138903549390769,0,0,0.0359271921328494,0,0,0,0,0,0,0.0335208042353325,0,0,0,-0.153969839506647,0,0,-0.0186193127252191,0,0,0.0209232710224935,-0.0149784035359001,0,1.80804248437949e-05,0,0,0,0,-0.0112848241574163,0,0
X000651.SZ,0,0,0,0,0,0,0.0373847049607401,0.202429277545597,0,0.095504173101753,0,0,0,0,0.023482919724285,0,0,0,0.00936029604484974,0,0,0,0,0,0.100522825433368,0,0,0,0,0,0,0,0,-0.0455729282658586,0,0,0,0,0,-0.0552729536604715,0,0,0,0,0,0,0,0,0,0,-0.0810617595443985,-0.0341871046072241,0.00458390674929342,0,0,0,-0.0314716881721895,0,0
X000568.SZ,0.0658272712317393,0.492271542300537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704977772572485,0,0,0,-0.034638492694349,0,0,0,0,0,0,0,0,0,0,0.0372176286133681,0,0,0,0,0.324471876808857,0,0,0,0,0,-0.00676408627723755,0,0,0,0,0,0,0,0,0,-0.0320060735972068,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.111623833551932,0,0,0,0,0,0.0590350141390652,0,0.0527852750397501,0,0,0,0,0.0104191414816865,0,0,0,0,0,0,0.132536214620552,0,0,0,0,0,0,0,0.117679639732061,0,0,0.326137106451042,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707079776666409,0,0,0,-0.0382748311159156,0,0
X600690.SH,0,0,0.115608706768885,0,0,0,0.184446678722599,0,0,0,0,0,0,0.122983245080919,0,0,0,0,0.028955437010056,0,0,0,0,0,0,0,0,0,0.132684844412734,0,0,0,0,0,0,0,0,0,0,0,0,0.0467915937936867,0,0,0,-0.0373206373142671,0,0,0,0,0,0,0.0222190562898009,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.194812648464751,0,0,0,0,0,0.0271256666564099,0,0.0211708474426405,0,0,0,0,0,0.0648936913167038,0,0.0854215423393423,0,0.151934170801087,0,0,0.08244048752312,0,0,0,0,0,0.024920285201423,0,0,0,0,0,0.0878081538183117,0,0,0,0,0,0,0,0,0,0.0570247454300401,0,-0.0295254009433143,0,0,0,0,0.0236074654646454,0,0
X002304.SZ,0,0.342556961716982,0,0,0,0,0,0.0672560020786397,0,0,0,0,0,0,0.0273287977099253,0,0,0,0,0,0.0250512001576099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543250907538057,0,0,0.0689327368696393,0,0.158409190260874,0,0,0,0,0,0,0,0,0,-0.0186634573974774,0,0,0,0,-0.0890418780240405,0,0
