,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X000100.SZ,X002241.SZ,X000338.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X002085.SZ,X600177.SH,X000157.SZ,X002456.SZ,X600372.SH,X002007.SZ,X300124.SZ,X600699.SH,X300003.SZ,X002294.SZ,X000559.SZ,X600089.SH,X002292.SZ,X600867.SH,X002180.SZ,X600522.SH,X002426.SZ,X002074.SZ,X002506.SZ,X002508.SZ,X600498.SH,X000623.SZ,X002465.SZ,X000536.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.279946958044773,0.0818453815820019,0,0,0.0460369287653888,0,0,0,0,0,0.0154061129164274,0,0,0,0,0.0546577562776705,0,0,0,0,0.0903463260136516,0,0,0,0,0,0,0,0.0345382154448253,0,0,0,0,0,0,0,0,0,0,0,0,0.0354285370707284,0,0,0,0,-0.00373743886351734,0.00574861846567329,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.982944849392588,-0.0139751021823355,0,0,0,0,0,0,0,0,0,0,-0.0676710487908191,0,0,0.0464369641944897,0,0,-0.168538815339883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363061799192117,0,-0.0868199048249864,0,0,-0.00480597970145847,0,0.0260237035000852,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.383177607604549,0.714952174199363,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426358069264157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183749332734782,0,0,0,0,0,0.0583039352077858,0.221692539983944,0,-0.0174196571166154,0,0,0.00597125441491858,0.036604010929225,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.113807507693847,0.0226383136783277,0,0.112781832496991,0,0,0,0,0.0568506545821195,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.151036062052336,0,0,0,0.159121942412275,0,0,0,0,-0.0517576495841581,0,0,0,0,0,0,0,0,-0.0189315193327565,0.0132777417749848,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.119567622487085,0,0,0,0,0.0116386212330565,0.373652380093025,0,0,0,0,0,0,0,0,0.0962856462710433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00944128254633353,0,0,0,0,0,0
X000725.SZ,0,0,0.133865317965679,0,0,0,0,0,0,0,0,0,0,0,0.0248807957757539,0,0,0,0.0221140725848857,0.0402480206085451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715692115652461,0,0.319711522171431,0,0,-0.000906457972170567,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410058380305787,0,0,0,0,-0.0776114581403933,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283711647635085,0,0.0409842477228616,0,0,0,0.107246718081458,0,0,0,0,0,0,5.42101086242752e-20,0,-0.00851003034462287,0,0,0,0,0.0128584960831817,0,0,0,0,0,0
X002304.SZ,0,0.140558064948809,0,0,0,0,0,0,0.0518844784959848,0,0,0,0.184466859998091,0,0.160438072354958,0,0,0,0.0549343644394915,0.0130730646819308,0,0,0,0,0,0,0,0.000317138275216486,0,0,0.00610926818011832,0,0,0,0,0,0,0.0838517254219095,0,0,0,0,-3.46944695195361e-18,0,0,1.73472347597681e-18,0,0,0,0,0,0.00548968966016363,0,0,0,0,0,0
X000625.SZ,0,0.164950800193227,0.115038524588064,0,0.160172668718345,0,0,0.0116163908986216,0,0,0,0,0.0977576030262702,0.0884948658989354,0,0,0,0,0,0,0,0,0,0.0769335509205712,0,0,0,-0.0549806562214861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00384582993337372,-0.00807104237496612,0,0,0,0,0,0
X000063.SZ,0,0.035302181595272,0.07704511131712,0,0,0,0,0,0,0,0,0,0,0.0813726775527335,0,0,0,0,0,0.0309449099750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151912058892241,0,0,0,0,0,0.0499656155347368,0,0.065073700082927,0,0,0,0.206737376002211,0,0,0,0,0,0.00144258617469312,0,0,0,0,0,0
X600690.SH,0,0,0.179895477709123,0,0.039614709054872,0,0,0,0,0,0,0,0,0,0,0.022788196700664,0,0,0,0.0394669149135468,0,0,0,0,0.0210201137330959,0,0,-0.0703086954505795,0,0,-0.033852936557082,0,-0.0226331804297888,0,0,0,0,0,0,0.0808576359290757,0,0,0.059738654193791,0,0,0,0,0,0,0,0.016200132810116,-0.0190822636641666,0,0,0,0,0,0
X600703.SH,0,0,0,0.155485903938519,0,0,0,0,0,0,0,0,0,0.0717640796117235,0,0,0,0,0,0,0,0,0,0.0144470700161366,0,0,0,0,0,0,0,-0.0911586245043133,0,0,0,0.117544538808393,0,0.0474029854586866,0,0,0.186033720239119,0,0,0,0,0,0,0.16371907936065,-0.0133527434073266,0.22639177824001,0.0211776145891856,0,0,0,0,0,0,0
