,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002371.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X002007.SZ,X300014.SZ,X600183.SH,X300142.SZ,X600741.SH,X300003.SZ,X300124.SZ,X000977.SZ,X601877.SH,X002129.SZ,X000157.SZ,X002236.SZ,X600584.SH,X000800.SZ,X000625.SZ,X002049.SZ,X300136.SZ,X002456.SZ,X002414.SZ,X002463.SZ,X000066.SZ,X600118.SH,X002179.SZ,X002185.SZ,X600522.SH,X002074.SZ,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.326613016783727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02205430997319,0,0.125082217815705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397563487254995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223031586816635,-0.0184568530174029,0,0,0,0,0,0
X000858.SZ,0.226806871267125,0,0.0264789351928179,0,0,0.00420597721221164,0,0,0,0,0,0,0,0.250412508106353,0.392172724111292,0,0,0,0,0,0.117973963939854,0.00244094893654299,0,0,0,0.00883309967018254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085768337483734,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0709256663008176,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.176744203910346,0,0.108989061038527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0022283803444267,0.00188192619234741,0,0,0,0,0,0
X000651.SZ,0,0.09603571599152,0,0,0,0.0360346526004143,0,0,0,0,0,0,0,0,0,0.192637080086296,0,0,0,0,0,0,0,0.0124987298869435,0,0,0.0341514896899384,0,0,0,0,0,0,0,0,0,0,0.0500457429270273,0,0,0,0,0,0,0,0,0,0,0,0,0.016531012982715,0.011580950005028,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0303352445636941,0,0.159805969426248,0,0,0,0,0,0,0,0,0,0.0652794207297198,0,0,0,0,0,0.0419681261848134,0,0,0.110927812487722,0,0,0,0,0,0,0,0,0,0,0.141114833721738,0.0011147179018555,0,0,0,0,0,0,0,0,0,0,0,0,0.0100772569554676,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111590296901768,0.126962107917064,0,0,0.0641209629201541,0.142470758446122,0,0,0,0,0,0,0.0156598737289264,0,0,0,0,0,0,0,0.126147910598009,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0148237596567375,-0.00933210250897529,0,0,0,0,0,0
X600104.SH,0,0.100349394833611,0,0,0,0.00916664516575549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148989966912745,0,0,0,0,0.289843069749478,0.107172689930886,0,0.130786456250609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139942915404958,-0.018438117734971,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0594417737125205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154685142247155,0,0.177414478159276,0,0.0537900886608315,0.401762456468275,0,0,0,0,0,0,-0.041673658505188,0,0,0.0192362354477663,0,0,0,0,0,0,0
X002304.SZ,0,0.181566590582299,0,0,0,0,0,0.000486486344335143,0,0,0,0,0,0,0,0,0.162640134619897,0,0,0,0,0,0,0,0,0.0748934829405999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00566809368577422,0,0,0,0,0,0,0,0.0714096759165417,0,0.00535046643182234,0.00411241371737636,0,0,0,0,0,0
X600031.SH,0,0.0326837719985259,0,0,0,0.173775711132317,0.0846342833765537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132085974312564,0,0.0894005644254834,0,0,0,0,0,0,0,0,0,0,0.0104777818548365,0,0,0,0.0444655889006125,0,0,0,0,0,0,0,0,0,0.0104494248589524,0.0180068755541961,0,0,0,0,0,0
