,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000977.SZ,X000157.SZ,X002074.SZ,X000733.SZ,X000799.SZ,X600522.SH,X600460.SH,X600584.SH,X300003.SZ,X000066.SZ,X600779.SH,X600183.SH,X002236.SZ,X600884.SH,X002294.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.165507686746298,0.0855091278282249,0.109021641843669,0,0,0.137392580704392,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325624598278646,0,0,0,0,0,0,0,0,0,0.00777541922406947,0,0,0,0.00175870456486208,0,0,0,0.0771926159344123,0,0,0,0,0,0,0,0,0,-0.0207132037935012,0,0,0.00915315031997091,8.67361737988404e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0.163264649097172,0.0881141363217156,0,0.603847072760507,0.0948446701131089,0,0,0,0,0,0,0.0406914777490534,0,0,0,0,0.000555431661459915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705898672260548,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197891281906749,0.000677563350340112,0,0,0,0,0,0
X000568.SZ,0,0.525154641884854,0,0,0,0,0.166150159137699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111301614668226,0,0,0,0,0,0,0,0,0.0707171684704506,0,0,0,0,-0.00927293223330241,0.127298385309774,0,0,0,0,0,0,-0.00603014140806712,0,0,0,0,0,0,0
X600809.SH,0,0,0.309943765531247,0,0,0,0.0880573909307824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164278422764993,-0.0100390009152933,0,0,0,-0.0256335091526669,0.13979069053987,0,0,0,0,0,0,0,0.00805224736241893,0,0,0,0,0,0
X002415.SZ,0,0.221119365374469,0,0,0,0,0,0,0,0,0,0,0.0761517533506035,0,0,0,0.0318300652612804,0,0,0,0.0662070233887003,0,0,0.020465667842999,0,0,0,0,0,0,-0.0753168626633501,0,0.0486829379254044,0,0.163390922254616,-0.107413176578774,0,0,0,-0.0345356637370804,0,0,0,0,0,-0.0134239045039896,0,0,0,0,0,0,-0.0209553671842429,0,0,0,0,0,0
X600276.SH,0,0,0.0395333925999627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701013937572487,0,0,0,0,0,0.0481527505827474,0,0.0650060879961266,0,0,0,0,-0.000924459442031348,0,0,0,0.0822353676841477,0,0,0,0,0.0613737366883783,0,-0.0351297818969824,-0.0138319712461497,0,0,0,0,0,0,0
X002304.SZ,0,0.416848858698077,0.327192997896274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00965967544103188,0,0.0518930067503008,0,0,0,0,-0.0528698097627993,0,0,-0.0148613355322313,-0.103418107645759,0,0,0,0,0,0,0,-0.0146825479819739,0.00968368243760268,0,0,0,0,0,0
X600690.SH,0,0,0.094267233352335,0,0.0166409666386642,0,0,0,0,0,0,0,0,0,0.0525585512491417,0.218698740305541,0,0,0,0.0603947742359188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204681446321929,0,0,0,0,0.0649632394593731,0,0,0,0,0.00561076676044523,0,0,-0.000710881271368017,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0758811422580038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191649441630209,0,0,0,0,0,0,0.0569552561686383,0,0.0669299977970514,0,0.0595653439593883,0,0,0,0,0.0345287387308433,0.0286703204143114,0,0.0792663452044108,0,0,0,0,0,0,0,0,0,0,0.0368699149181929,0,-0.023693000080433,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.136472224931541,0,0,0,0.183688585017934,0,0,0,0,0,0,0.0214233001525826,-0.0140426953238343,0,0,-0.305215440178148,0,0.128993438450606,0,0,0,0,0.184157597593145,0,0,0,0.013516589836994,0,0.0430838840508338,0,-0.0386748412465169,0,0,0,0,0,0,0,0,0,0,0,0.026631363636817,-0.0197567153252106,0,0,0,0,0,0,0
X000651.SZ,0,0.222104557242208,0.0723388914636672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308833623255015,0,-0.0107243921746034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600104.SH,0,0,0.0333516287364051,0,0,0,0,0.140501536054493,0,0,0,0,0,0.168035977256828,0,0.0458994632626314,0,0,0,0.07131523411567,-0.100892848549119,0,0,0,0,0,0,-0.000651907724921296,0,0,0,0,0,0,0.0115194931830017,0,0,0,0,0.0202263925020671,0,0,0,0,0,0.0519198884276506,0.0386200001885498,0,-0.0438390261669404,0,0,0.0160229127671282,-0.00182203560467324,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0.310633282867911,0,0,0,0,0,0,0,0.228130450413067,0,0.0847142788545219,0,0,0,0,0.137369278490642,0,0,0,0,0,0.0197546330602476,0,0,0,0,0,0.0675557520949225,0,0,0,0,0,0,0,0,0,0,0.257664866997657,-0.182244356895723,0,-0.0779393603321998,-0.0437882898392014,0.00904383711583329,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00739381157528011,0,0,0.063663870020367,0,0.140052604601865,0,0,0,0,0,0.0453699970038241,0,0,0,0,0,0,0.114123567895363,0,-0.00394172084071662,0,0,0.0590012134767713,0.0955749417540225,0,0,0,0,0.00659116146171045,0,0,0,0,0,0
X000596.SZ,0,0.0674526424823169,0.000862934829354831,0.00728485636311106,0,0,0.12412429727498,0.0431491447392656,0,0,0,0,0,0,0,0,0,0,0,-0.00662212497142797,0,0,0,0,0,0,0.168882430884887,0,0,0,0,0.10743609154796,0,0,0,0,0,0,0.189817604370705,0,-0.0582182361824604,0,0,-0.0778079447087141,0,0,0,0,0,0,0,-0.00443772423709883,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.380866296033324,0.0826541894120668,0,0,0,0,0,0,0,0,0,0,0,0.0080889000179719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208594389107873,0,0,0,0,0,0,0,0.026138609193482,0,0,0,0.0092559286381886,0,0,0,-0.00052489074471206,-0.00205711210658604,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0807428021216277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164700784361515,0,0,0,0.112975586583785,0,0,0,0,-0.00540657955375155,0,0.0708158584605837,0,0,0,0,0.183643203996871,0,0,-0.0361921326770937,0,0.00699888991235171,-0.0104126424223119,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0490784242843585,0,0,0,0,0,0,0,0.147553309126735,0,0,0,0,0,0,0.0024416562435333,0,0,0,0.0133482873035914,0.0363019064296358,0,0.0650860069889719,0,0,0,0,0.381288305405717,0,0,0,0,0,0,0,0,-0.0222077484745092,-0.0947241024722715,0,0.0327118860614566,0.00612833142072411,0,0,0,0,0,0
