,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X300014.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X002371.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X600703.SH,X000338.SZ,X003816.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X002129.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X002074.SZ,X300142.SZ,X600460.SH,X000100.SZ,X600089.SH,X600741.SH,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X000157.SZ,X600884.SH,X601799.SH,X600584.SH,X000733.SZ,X002180.SZ,X002414.SZ,X600563.SH,X600183.SH,X600522.SH,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.441121252435445,0,0.0502242286398677,0.0584365042980272,0,0,0,0,0,0,0,0,0,-0.0759620538922986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0042131610696609,0,0,0,0,0,0.0464191611024256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00805824269253783,0,0,0,0,0,0
X000858.SZ,0.0736267472532144,0,0,0.25958181290111,0.0728436179788364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025838976934432,0,0,0,0,0,0.154492011578533,0,0,0,0,0,0,0,0,0.092466177193479,0,0,0.157391706753451,0,0,0,0,0,0,0,-0.060409952847199,0,-0.0160642740249385,0,0,0,-0.0140896134933639,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.151793333724303,0.103717215667872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0677301949475489,0,0.0498319011932362,0,0,0,0,0,0,0,0,0,0.00917147932032997,0,0,0,0,0.0158928984709822,0,0,-0.0254930831818842,0,0,0,0.00965660850316611,0,0,0,0,0,0,0
X600809.SH,0,0.250498979653177,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330466522230835,0,0,0,0,0,0,0,0,0,0.0671956901923967,0,0,0,0,0,0,0,0,0,0.302529811572597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276575922264135,-0.0131132480454969,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,-0.0276872623649752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223530994840192,0,0,0,0,0,0,0,0,0,0,0,0,0.204162063167055,-0.0339753428920666,0.187311514035625,0,-0.111111825233571,0,0,-0.128101842742482,0,-0.00561127432281248,0,0,-0.12991975733684,0,0,0,0,0.029654480856359,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.0597866777573395,0,0.0867811659082101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333226252802594,0,0.0838398540071287,-0.0838190881579257,0.0600052387283133,0,0.0699201216398812,0,0.168943122454018,0,0,0,0,0,0,0,-0.104945185432678,0,0,0,0,0,0,0,0,0.041669389729977,-0.20592121308238,-0.0164047820985061,0,0,0,0,0,-0.0288945977499637,0,0
X300014.SZ,0,0,-0.324640668558185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485330718885296,0,0,0,0,0,0,0,0.110663242240105,0.153238588703957,0,0,1.73472347597681e-18,0.0500505985048922,0,0,0,0,0.002735282120295,0,0,0,0,0.0843655357134075,0,0,0.0293554812293272,0,0,0,0,0,0,0,0,-0.0307106025393344,0.0912798196148003,0,0,0,0.0343145197968006,0,0
X002475.SZ,0.0795715132051639,0.149393904126236,0,0,0,0,0,0,0,0,0,0,0.118480669088391,0,0,0,0.059846477717366,0,0,0,0,0,0,0,0,0.0326636952515716,-0.00703028236666706,0,0,0,0,0.0504545968765174,0,0,0,0,0,0,0,-0.0907886834876623,0,0,-0.132699527799225,0,0,0,0,0.140323839902156,0.0941745711358451,0,0,-4.33680868994202e-19,0,0,0,0,0.0871575828455756,0,0
X600690.SH,0,0,0,0,0,0.0524727942234797,0,0,0,0,0,0,0,0.0611299368385949,0,0,0,0,0,-0.0301331588292238,0,0,0.00931648009029956,0,0,0,0,0,0,0.0105689419667756,-0.138605847450175,0.125213368194193,0,0,0,0,0,0,0,-0.013780461279619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0853855749416957,0.178509306607134,0.263108619344904,0,0,-0.0437084710553404,0,0.144320713212211,0,0,0,0,0,0,0,0,0,0,-0.116289322073094,0,0,1.73472347597681e-18,0,0.153777554825695,0,0,0,0,0,0,0,0,0,0,0,0.0470597734584716,0.120664310023,0,0,0,0,0,0,0,0,0,-0.0574783298399647,0,0,0,0,0,0,0,0,-0.058375477407347,0,0
X600104.SH,0,0,0,0,0,-0.0525076285555142,0,0,0,0,0,0,0,0,0,0.0693140763294061,0,0,0.112551387466792,0,0,0,0,0,0.0675853705823587,0,0,0,0,0,0,0,0.0168709206339968,0,0,0,0,0,0,0.0471007011823528,0,0,0,0,0,-0.0565558282962697,0,0,0,0,0,0.0282331116444817,0,0,0,0,-0.0121807007584178,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0162838717222685,0.26596855817352,0,0,0,0.0884210945960862,0,0,0.0871365368439268,0,0,0,0,0,0,0,0,0,0,0,-0.0350275833682658,-0.0337297688727465,-0.0739315623787259,0,0,-0.0736187512892049,0,0.152593688641685,0,0,0,0,0,0,0,0,-0.0134213112876937,0,0,0,0,0.0279849227266615,0,0,0,0.0196540796127319,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0490957691412064,0,0,-0.153284996375694,0,0,0,0,0,0,0,0,0,0,0.301528614469702,0.133490160745941,0,0,0.0297925862185131,0,0,-0.102045475292583,0,-0.0100254536345161,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.379674439937745,0,0.261323113280795,0,0,0,0,0,-0.0967574283905291,0,0,0,-0.0218158338133661,0,0,0,0,0.387725385377635,0,0
X600031.SH,0,0.015563107930167,0,0.0123955274997429,0,0,0,0.0697363039740667,0,0,0,0,0,0,0,0,0,0,0.10499000249909,0,0,0,0,0,0,0.00651891121020624,0,-0.0725737980050908,0,0,0,0,0,0,0.0661833731389704,-8.67361737988404e-19,0,0,0.555701695207581,0,0,0,0,0,0.0883144420680321,0,0,0,0.0574665959195265,0,0,0,0.0231094487767457,0,0,0,0.0176919028380279,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0711804698999583,0,0,-0.0126655874089953,0,0,0,0,0.0100630094101614,0,0,0,0,0,0,0.00503786992024871,0,0,-0.019024696656144,0.0336329779817193,0.0332040759676854,0,0.269223316433692,0,0,0,0,0.0559925604816157,0,0.0224509013231918,0,0,0,0,0,0,-0.0078998908057827,0,0.00652101457169413,0,0.0733267121968736,0,0,-0.0231258978588779,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.132025299862187,0,0,0,0,0,0,0,0,0,0.00764273438257671,0.222959940453368,0.11629537688831,0,0,0,0,0,0,0,0,0,0,0.0823818451908733,0,0,0,0,0.132136675200087,0,0,0,0,0,0,0,0,0,0,0,0.0435342220658077,0,0.218978394244246,0,-0.00227449602992906,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.17774408123227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261223958663188,0,0,0,0,-0.0143313126107876,0.102195788888399,0,0,0,0,0,0,0,0.181726768003646,0,0,0,0,0,0,0,0,-0.0470740791525023,0,0.120520001622559,0,0,-0.040535384777172,0,0,0,0,0,0
