,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X002371.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X300014.SZ,X600741.SH,X600183.SH,X300124.SZ,X300003.SZ,X000977.SZ,X601877.SH,X002129.SZ,X000625.SZ,X000157.SZ,X002236.SZ,X000800.SZ,X600584.SH,X300136.SZ,X002456.SZ,X002049.SZ,X002414.SZ,X002463.SZ,X000066.SZ,X600118.SH,X002179.SZ,X002185.SZ,X600522.SH,X000021.SZ,X600498.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.248500132980653,0,0,0,0,0,0,0,0,0,0,0,0.0198325205490686,0,0,0,0,0.058515396208214,0,0,0,0.149056746665276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297603943714111,-0.0147754937872752,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268215129593013,0.34901112599088,0,0,0,0,0.0914134666779374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544949083978725,0,0,0,0.0168566680193835,-0.0187437647947158,0,0,0,0,0,0
X600276.SH,0,0.254297979245582,0,0,0,0,0,0,0,0,0,0,0.197750005631074,0,0.0630061585788574,0,0,0.017611600271639,0,0,0.0243391564602593,0,0,0,0,0.0961406864985868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136363895649205,-0.00382651668902644,0,0,0,0,0,0
X000651.SZ,0,0.126056150993704,0,0,0.0343136516668732,0.0265001355751475,0,0,0,0,0,0,0,0,0,0,0.165066342107008,0,0,0,0,0,0.0313037407239266,0,0,0.0489452691554839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500294025469866,0,0,0,0,0,0,0,0,0,0,0.0039084649680777,0.00535054667830375,-0.0102177032093367,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328039038288441,0.171959591780169,0,0,0,0,0.0637257117432284,0,0.100042307711139,0,0,0,0,0.0910267248329183,0,0,0,0,0,0,0.174844841308559,0,0,0,0,0.0871729662123388,0,0,0,0.00182514800271728,0,0,0,0.0146721596082946,-0.0186267828584904,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.104442399984211,0,0,0,0,0,0,0,0,0,0,0,0,0.0188309572769654,0,0,0.0323953454857666,0,0,0,0.158117491296302,0.0246320519114837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118171620980225,0,0,0.0219422654124605,-0.00931509555989842,0,0,0,0,0,0
X600104.SH,0,0.0119764810307455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127878783350875,0,3.46944695195361e-18,0.22661184274972,0,0,0.0541203865953789,0.0975936947369996,0,0.0464449669089136,0.163824512757522,0,0,0.117881734162476,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253838853294651,0,0,0.0221865145708827,0.0181936088528953,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587223609810197,0,0,0,0,0.031540189148717,0,0,0,0,0,0,0,0.0748474462956821,0,0,0,0,0.0559588453419956,0,0,0.11887177513032,0,0,0,0,0,0,0,0.291020285509027,0,0,0.0311380658197546,-0.00471741043736487,0,0,0,0,0,0
X600031.SH,0,0.133152299421196,0,0,0,0,0.17651802620931,0,0,0,0,0,0.0613459864816366,0,0,0,0,0,0,0,0,0,0,0,0.00153599895528548,0,0.167226087954421,0,0,0,0,0,0,0.138143553092615,0,0,0,0,0,0.0489335421378882,0.0335177287318802,0.0322284074423708,0,0,0,0,0,0,0,0,0,0.000475441837773096,0.0063315755287959,0,0,0,0,0,0
X002304.SZ,0,0.272684809447804,0,0,0,0,0,0,0,0,0,0,0,0.00153413472675404,0,0.191203160219652,0,0,0,0,0,0,0,0.0760366391726455,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0258008277426445,0,0,0,-0.00705201895017547,0,0,0,0,0,0,0,0,0,0,0,0.0276423442637874,0,0,-0.00160872130281102,0.00541045405848232,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0431105046192585,0,0,0,0,0,0,0,0,0,0,0.0216579768957559,0,0,0.417316230975252,0,0,0,0,0,0,0.2450377242052,0,0,0,-0.0572103094761508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605740075841813,0,0,0.0471260877742483,0,0,0,0,3.37800060211269e-05,0,0,0,0,0,0,0
