,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X000100.SZ,X002236.SZ,X000581.SZ,X600118.SH,X002475.SZ,X000559.SZ,X000050.SZ,X601877.SH,X600839.SH,X000550.SZ,X002294.SZ,X600066.SH,X600271.SH,X000568.SZ,X002129.SZ,X002456.SZ,X600435.SH,X002292.SZ,X300124.SZ,X000869.SZ,X300003.SZ,X000400.SZ,X002007.SZ,X000800.SZ,X002038.SZ,X000623.SZ,X000977.SZ,X002049.SZ,X002008.SZ,X600177.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.0239390576364958,0,0,0,0,0,0,0,0,0,0,0,0.383771443272616,0,0,0,0,0,0,0,0,0,0,0.0247617769939492,0,0,0,0,0,0.0661140248960198,0,0,0.0914450401387065,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00660036858234685,0.00747345004746308,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0.255032455313025,0,0,0,0,0,0,0,0,0,0.0267847006924595,0,0,0,0,0,0,0,0,0,-0.00671851054727787,0,0,0,0,0,0,0.00083601994031193,0,0,0,0,0,0,0,0,0,0,0,0.0796994792552028,0,0,0,0,0,-0.0348400446430574,0,0,0,-0.0655111352996661,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181471673490242,0.268834125177992,0.0653659460813619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124608579677846,0,0,0,0,0,0,0,0,0,0,0,0.0325217232973676,-0.0546656700558064,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0138801029527092,0,0,0.228632354780123,0,0,0,0,0,0,0,0,0.0259257027285255,0,0,0,0,0,0,0.15777934099163,0,0,0,0,0,0,0,0,0,0.0845058211132109,0,0.02101637966115,0,0,0,0,0.00609201220760822,0,0,0,0,0,0,0,-0.00186605056480731,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0749886126202015,0,0,0,0,0,0,0,0.179223950401085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263397187327323,0.0969061118101379,0,0,0,-0.014728360791635,0.0316866023647768,0,0,0,0,0,0
X000625.SZ,0.180283302016303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131132795601887,0.106581650061711,0,0,0,0,0,0,0.0242102931353139,0,0,0.0458256528498375,0,0,0,0,0,0,0.119880743071678,-0.00994505745035658,0,0,0,0,0,0,0.145973986943941,0,0,0,0,0.0406333305471967,0,0,0,-0.00474912912800082,-0.00888043888933352,0,0,0,0,0,0
X000858.SZ,0.0664938761809841,0,0,0,0,0,0,0,0,0,0,0,0.0551894492971367,0,0,0,0,0.0325577566778445,0,0,0,0,0,0,0.0756995597960077,0,0,0,0.0640013412640667,0,0,0,0.232583349458299,0,0,0,0,0,0.136186007799905,0,0,0,0,0,0,0,0.0272807113928123,0,0,0,0,0.00187593770666085,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.048796079982881,0,0,0,0,-0.0685343141306259,0,0,0,0,0,0,0,0,-0.0944606634261171,0.109292189548488,0,0,0,0,0,0.276469261704274,0.0528657993389462,0,0,0,-0.0135754087803981,0.0765619436398353,0,0,0,0,0.237107790238522,0,0,0,0,0,-0.00624837076969314,0,0.00855485968736309,0.0349637761697277,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00984879205926294,0,0,0,0.138857903427811,0,0,-0.0895831081115961,0,0,0,0,0,0,0,0,0,0,0,0.0469388194210884,0,0.0997398016149383,0,0,0,-0.0193210149058722,0,0,0,0,0,0.0130696865293171,0.00517234444884638,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0648369437204552,0,0,0,0,0,0,0,0,0,0,0,0,0.0801170456653383,0,0,0.0513847570183239,0,0,0,0,0.00706973048742717,0,0,0,0,0,0,0,0,0.144067060072048,0,0,0,0,0.0927417700569887,0,0.0795774922612815,0,0,0,0,0,0,0,0,0,0.00394115927516528,0.000415625028498623,0,0,0,0,0,0
X600690.SH,0.29111282503198,0.206601288598849,0,0.121537080925095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358901076146686,0,3.46944695195361e-18,0,0,0,0,0,0,0.1001989099505,-0.088914273138018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508690369444166,0,0,0,0,0.0136247979021361,0,-0.0542743850505472,0,0,0.0479340501698578,0,0,0,0,0,-0.0759963619547844
X600031.SH,0,0,0,0,0,0.00900394887128272,0,0,0,0,0.140687803107862,0,0.015812704375688,0,0,0.506290080542259,0,0.00519109766122086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197407262180696,0,0,0.0645427322640443,0,0,0,0,0,0,0.028232415106262,0,-2.16840434497101e-19,0,0,0,0,0.00813385864569308,-0.0141701597274728,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0.142740649389564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206031687250022,0,0,0,0,0,0,0,0,0.118522274488217,0,0.203724904217855,0,0,0,0.152933853609157,0,0,0,0,0,0,0,0.0342238666496217,0,0,0,0,0,0,0.0651910521439034,0,0,0,0,0,0
X002241.SZ,0,0,0,0.117001232054331,0,0,0,0,0,0,0.0416798353423635,0,0,0,0.0463816857923906,0,0,0.0962730869051033,0,0,0,0,0,0,0,0.00711291340270824,0,0.0637833250701233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258766247641288,0.1930000235955,0,0.0403137535778155,0,0.117236370449344,0,-0.0100618156836793,0.0176467167418852,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0817750675637115,0,0,0,0,0,0,0.064571079571561,0,0,0,0,0,0,0,0,0.091319770422566,0.0443885918803512,0,0,0,0,0.154865205913762,0,0,0,0,0,0.147129965711248,0,0,0,0,0,0,0,0,0.0971932181039216,0,0,0,0,-0.0155052287400693,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.0342750431034563,0,0,0,0.430046925089385,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0132078785825403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194859141939349,0,0,0.0249548546432467,0,0,0,0,0,0,0,0,0,0,0,0.0202568920740524,0,0.00129140944572424,0,0,0,0,0,0,0
