,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X300014.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X002371.SZ,X002241.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X600089.SH,X002179.SZ,X000661.SZ,X601877.SH,X300142.SZ,X002074.SZ,X600741.SH,X600522.SH,X002180.SZ,X600460.SH,X000733.SZ,X600702.SH,X000100.SZ,X000799.SZ,X600884.SH,X000157.SZ,X002236.SZ,X600584.SH,X601799.SH,X000800.SZ,X002176.SZ,X600779.SH,X002414.SZ,X002007.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.216426282322661,0.112279660868163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327995783840258,0,0,0,0.0194853256394103,0,0,0,0,0,0,0,0,0,0,0,0,0.0720345472478388,0,0,0.099749442422547,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118294806270013,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.145517118000257,0,0,0,0,0,0,0,0,0,-0.0134443353431617,0,0,0,0,0,0.185537431712884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090562172835313,0,0.156794505892706,0,0,0,0,0,0,0.00119451381654555,0.105688501608155,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.173949729703692,0,0.03607073970097,0.0050558807729453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507687665990579,0,0,0,0,0,0,0,0,0,0,0,0,0.0616209274669498,0,0.00944549283762305,0,0,0,0,0,0,0
X002415.SZ,0,0,0.00104657703119977,0,0,0,0,0,0,0,0,0,0,0,-0.154357907966762,0,0,0,0,0.0900094902734739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936555991125288,0,0,0,0,0,0,0,0,0,0.0390031389677008,0.0115425165543892,0,0,0,0,0,0
X000568.SZ,0,0,0.134368989925373,0,0,0.0225640401953422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461888328535973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371255118687275,0,0.109686387606655,0,0,0,0,0,0,0,0,0,0,0,0,-0.00851399853290093,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.147086982561211,0,0.0382131416909995,0,0,0,0,0,0,0,0,0,0,0,0.0603003106098637,0.0235682222825353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278035693269496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.202169685048728,0,0,0,0,0,0,0,0.110230990721593,0.088785130160405,0,0,0,0,0,0,0,0.00403989269142761,0,0.00461405386330973,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0468138253482137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389895751428629,-0.0217568222212412,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869301045068684,0.414110367354702,0.0547954414773078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194514644067423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.211751511546163,0,0,0,0,0,0,0.153676862372307,0,0,0,0,0,0,0,0,0,0.059134906112517,0,0,0,0,0,0.0758467725917367,0,0,0,0,0,0,0,0,0.0195978163178969,0,0,0,0,0.056501554887181,0,0.301182278439633,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112584654367053,0,0,0,0.00360448038907701,0,0,0,0,0,0,0,0,0,0,0,0,0.164115650330457,0,0.0441121815820096,0,0,0,0,0,0,0,0,0,0.0463878926470954,0.0750676495948077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0467181331395713,0,0.0127798340740204,0.058104288863617,0,0,0,0,0.163788590416,0,0,0,0,0.0227719326533919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027335853133861,0,0,2.16840434497101e-19,0,-0.00753851648758676,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0395381329074992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129985237951792,0,0.376522174067605,0,0.0772571198213337,0,0,0,0,0,0,0,0,0,0,0.0896171799446902,0.0730743785624444,0,0,0.0643346113598069,0,0.0476694456016154,0,-0.019616079417077,-0.0515744148469625,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744455864354449,0,0,0,0.0120364705099027,0,0,0.10390528127686,0,0,0,0,0,0,0,0.198934415996025,0,0.0688740184614192,0,0,0,0.124171356215406,0,0,0,0,0,0,0,0,0.00754692503372318,0,0,0,0.00550541189663553,0,0,-0.0319561200443714,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098526911242815,0,0,0,0,0.0552700394626709,0,0,0,0,0,0,0,0,0,0,0.0231221180538779,0,0,0,0,0,0,0,0,0,0.495728461452548,0,0,0,0,0,0.136799899028783,0,0,0,0,0.0132208275250585,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295707979012197,0.388415167399706,0,0,0,0,0,0,0,0.225199940839321,0,0.1102938174719,0,0,0,0,0,0.0211731991828075,0,0,0,0,0.0858481742409374,0,0,0,0.0771087517814218,0,0,-0.0420890466319041,0,0,0,0,-0.238745789144643,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0502618544575323,0,0.174461654535604,0,0,0,0,0,0,0,0,0,0,0,0,0.244475003966234,0,0,0,0,0,0,0,0,0,0.00601266780091578,0,0.0351851364618556,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0421260880659189,0,0,0,0,0,0,0,0.135753174542247,0,0.0147281487066138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261906509005561,0,0,0,0,0.0489384220808111,0.194707017139544,0,0.0591209830623255,0,0,0,0,0,0,0,0,0,0,0,-0.0198941881448876,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0.134512901867879,0,0,0,0,0,0.0662821788389365,0,0,0,0.0836620485794464,-0.0126223686050458,0,0,0,0,0,-0.0570367778895031,0,0,0,0,0,0,0,0,0,0,0,0.0373675472575639,0.0679888607390644,0.0246580447625551,0,0,0,0,0,0,0,0,0,0,0,0.028939411235467,0,0,0,0,0.00403686010850191,0.0122689757814744,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0835581490233311,0,0,0,0,0,0,0,0,0,0,0,0.167348845829729,0,0,0,0,0.379290782623885,0,0,0,0,0,0,0,0.183346294666248,0,0.301280868289177,-0.0886098113661505,0,0,0,0,0,0,0,0,-0.023235488639812,0,0,0,0,0,-0.0427700166338693,-0.0238900521882751,0.170408609803617,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.279483770265676,0,0,0,0,0,0,0,0,0,0,0.14852910943498,0,0,0,0,0,0,0,0,0.0562029490631022,0,0,0,0,0,0,0.357832966437664,0,0,0,0,0,0,0,0,0,0,0.0208596130554449,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.142216641045408,0,0,0.144010350468084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263033231860955,0,0,0,0,0,0,0.0462525142634517,0,0.0135746716108541,0,0,0,0,0,-0.0176513157672845,0.0895708021293645,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0939571080867038,0,0,0,0.0857923930150971,0,0.0795234035881797,0,0,0,0,0,-3.46944695195361e-18,0.0529461365049668,0,0,0,0,0.0054888675256994,0,0,0,0,0,0,0.125052682897865,0.079989217314544,0,0,0,0,0,0.0169837833500295,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.012177440776664,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0.153810065196941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517237932360015,0.360800208465008,0,0,0,0,0,0.0310523308553861,0,0,0.200829702659079,0,0,0,0,0,0.00619008589705234,0,0,0,0.12345274189716,0,0,0,0,0,0.00390802733543587,0,0,0,0,0,0,0
