,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X002475.SZ,X600066.SH,X000100.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X002236.SZ,X600118.SH,X600271.SH,X002085.SZ,X600177.SH,X000157.SZ,X002007.SZ,X600372.SH,X300124.SZ,X300003.SZ,X002294.SZ,X000559.SZ,X600867.SH,X002292.SZ,X600089.SH,X002180.SZ,X002426.SZ,X002506.SZ,X600522.SH,X002508.SZ,X002074.SZ,X000623.SZ,X300136.SZ,X601877.SH,X600498.SH,X000536.SZ,X000981.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0550706077090022,0,0.335070560068476,0,0,0.0564963378525772,0,0,0,0,0,0,0.0162931956430403,0,0,0,0.0191112276518244,0.0702599402111687,0.0191780526758806,0,0,0,0.00382922032858856,0,0,0,0,0,0,0,0.0187983216530757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288118054901028,0,0,0,0,0,0
X600104.SH,0.0170511349182386,0,0,0,0,0,0,0,0,0.0444166488132394,0,0,0.511970088666479,0,0.0873358796550694,0,0,0,0,0,0.155261369491033,0,0,0,-0.0689923693380822,0,0,0,0,-0.0653956206344366,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113913357958864,0,0.0462741784735701,0,0,0,-0.0239316876338149,0,-0.00616193855540762,0.0801356425623334,0,0,0,0,0
X000651.SZ,0,0,0,0.023794239631144,0,0,0,0,0,0.505245991614419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.154051131152533,0,0,0,0,0,0.324264004510785,0,0,-6.93889390390723e-18,0,0,-0.0772674750597114,-0.254137477071617,0,0.0184957639984801,0,0,0,0,0,0
X002415.SZ,0,0,0.0449096079205527,0,0,0,0,0,0,0,0,0,0,0.0736238916542425,0,0,0,0,0.0617585761287125,0,0,0,0,0,0.0505242027906349,0,0,0,0,0,0.0489616933722765,0,0,0,0.116537139807246,0,0,0,0,0,0.0980104190859577,0,0.0465901808720475,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0192105955964707,0,0,0,0,0,0,0,0.170779235634562,0,0.0814926670610336,0.107950046176034,0,0,0.424455053943541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237221970937407,0,0,0,0.0421965371128585,0,0,0,0,0,0,0,0.00940825996044924,0,0,0,0,0,0
X600276.SH,0,0,0,0,-1.73472347597681e-18,0,0,0.00305194461040282,0,0,0.0239539073180367,0,0,-0.0429305792271229,0,0,0,0,0,0,0,0,0.0630165980330844,0,0,0,-0.0751338772287016,0,0,0,0,0.0865675710362241,0,0.0088953620046676,0,0,0,0,0,0,0,0,0,0.0597294607286876,0,0,0,0.0496591151369878,0,0,0,0.0170122269116338,0.0951630943558074,0,0,0,0,0
X002304.SZ,0,0,0,0,0.052062948249869,0,0,0,0.0943097960079292,0,0,0,0.198437421892049,0,0.197046850281585,0,0,0,0.0472690586651553,0.0272282333380089,0,0,0,0,0.0126816796867258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958751467695794,0.0202729618527714,0,0,0,0,0,0,0,0.00556977556402965,0,0,0,0,0,0
X000725.SZ,0,0,0.0973014008608205,0,0,0,0,0,0,0.17945157377447,0,0,0,0,0,0,0,0,0.105692517340699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545795616587779,0,0,0,0,0.195105228284022,0,0,0,-0.0095564313861718,0,0,0,0,0,0
X000625.SZ,0,0.17953465004236,0.173792163966503,0,0.0612404261393346,0,0,0,0,0,0,0,0.0399797366271509,0.0350706428584846,0,0,0,0,0,0,0,0,0,0,0.081777567669191,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0473838397200876,0,0,0,0.0342586811914999,0,1.35525271560688e-20,-0.0073523457110772,0,0,0,0,0,0
X000063.SZ,0,0.0658626212932795,0.0980145749476637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30758654044453,0.0248895746857629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170881688582394,-0.0765540140941325,0,0,0,0,0,0,0.00263034064395056,0,0,0,0,0,0,0
