,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X000100.SZ,X002236.SZ,X000625.SZ,X300003.SZ,X600809.SH,X600487.SH,X002008.SZ,X600498.SH,X000596.SZ,X000661.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X300146.SZ,X600177.SH,X600089.SH,X600066.SH,X002456.SZ,X002180.SZ,X002506.SZ,X600867.SH,X600522.SH,X002508.SZ,X600372.SH,X002129.SZ,X300136.SZ,X002241.SZ,X002223.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,1.0842021724855e-19,0.146011140280811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402094658309744,0.0967830003197336,0,0,0,0,0,0,0,0,0,0,0.0557725034043152,0,0,0,0,0,0,0.0312110695240681,0,0,0,0,0.0782500480471706,0,0,0,0,-0.0378178967827445,0.0377834363131247,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175353067798571,0,0,0.059767240235796,0,0,0.131392866971218,0,0,0,0.0869896986136996,0,0,0,0,-0.0399406678753891,0,0,0,0,0,0,0,0,0,0,0.016811518371679,0,0,-0.00634510195768618,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.164087945665669,0,0,0,0,0,0,0,0,0.0741499038194383,0,0,0,0,0.682387932060465,0,0,0,0,0,0,0,0.0284067032589566,-0.115895981489956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089787209707379,-0.0108934700276092,-0.00386329177012984,0,0,0,0,0,0
X000651.SZ,0,0,0.0735323178245083,0,0,0,0,0.143517410087337,0,0,0,0,0,0,0,0,0,0,0,0.0309532281803312,0.0187210749116761,0,0.021204307101904,0,0.0258291438691402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00430324863139912,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0.0564567402141649,0,0,0,0,0.0721095244533468,0.0488301911728185,0.0271770590715145,0,0,0,0,0.0283447424761682,0,0.271656624335055,0,0,0,0,0,0,0,0.0166680818324346,0.0768829998000428,0,0.0193802101576612,0,0,0,0,0,0,0,0,0,0,0,0,0.013546808822712,0,0,0,0,0,0,0,0.0192601556191511,0,0,0,0,-0.00529502285202221,0,0,0,0,0,0,0
X600276.SH,0.148128903686602,0,0.0800548394968408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381865722917312,0,0,0,0,0,0.00779141946760999,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0656672489321704,0,0,0,-0.139164969465184,0,0,0,0,0,0.0202160718445033,0.034532360558299,0,0,0,0,0,0
X002304.SZ,0.144899848222726,0,0,0,0.206745532758094,0,0,0,0,0,0,0,0,0,0.152748603555593,0,0,0,0,0,0,0,0.175374340980715,0,0,0,0,0.278460254938036,0,0,0,0,0,0.00639697226023775,0,0,0,0,0,0,0,0,-0.0192800051702839,0,0,-0.0877914282623396,0,0,0,0,0,-0.00439537105730757,-0.00972720249348593,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0681194443825275,0.13694926621577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734750210591422,0,0,0,0,0.0018459133681424,0,0,0,0,0.0850636652960605,0,0,0,0,0,0,0,0,0,0,0,0,0.042997202410342,0,0,0,0,0,0.146166628518474,0,0.0213883802589225,-0.0433993034499074,0,0,0,0.0316459312895731,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.108398755484836,0,0,0,0,0,0.0295518218594216,0,0,0,0.17328852817794,0.0775239438844082,0.0166721127583889,0,0,0,0,0,0,0,0,0,0,0,0.0759129353401482,-0.0110118965216267,0,0,0,0.071670324205454,0,0,8.67361737988404e-19,0,0,0,0,6.93889390390723e-18,0,0.0276245172720662,0,0,0,0.0154235358565897,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690030118796272,0,0,0,0.0515334316711851,0,0,0,0.332153567204182,0,0.208091494488079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467651147988948,0,0,0,0,-1.35525271560688e-20,-0.0137727315083552,0,0,0,0.0431790642037339,0,0
