,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000100.SZ,X600066.SH,X002456.SZ,X000338.SZ,X002508.SZ,X601877.SH,X300124.SZ,X002085.SZ,X600177.SH,X600271.SH,X300003.SZ,X300136.SZ,X600118.SH,X000157.SZ,X002008.SZ,X600089.SH,X002007.SZ,X600522.SH,X002294.SZ,X600867.SH,X600372.SH,X600699.SH,X600487.SH,X000066.SZ,X002180.SZ,X600809.SH,X600566.SH,X300115.SZ,X000559.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0918082696499747,0,0,0.0527303570669921,0,0.179597222800418,0,0,0,-0.107833247711011,0,0,0,0.041512811107829,0,0,0,0,0,0,0,0,0,0,0,0,0.0620761731391396,0,0,0,0,0,0,0.0754653111489849,0,0,0.138900821455622,0,0,0,0,0,-0.00673532931853051,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.201314587383071,0,0,0,0,0.297087942560141,0,0,0,0,0,0.0567358253655098,-0.0714789190814518,0,0.038210240221786,0,0,-0.0634640017525257,0,0,0,-0.0882288486276321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0668681141270438,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0709334256264189,0.10112566342078,0,0,-0.0386569576411312,0,0,0,0,0,0,0,0,0.28172959733299,0,0,0,0,0.0857047514421506,0,0,0,0,0,0,0,0,0,0,0.0571096919151174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000155986975314027,0.022865109120015,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.105661613955884,0,0,0,0,0,0.0303943569996086,0.0679765195781462,0,0,0,0,0.0262484327956039,0,-4.33680868994202e-19,-0.0360715263204595,0,0.0250504169652141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0718377355053702,0,0,0,-0.0167502800282962,0,0.154579019628646,0,0,0,0,0,0.0268711889634134,0.00315758550640005,0,0,0,0,0,0
X000858.SZ,0,0,0,0.091397152863896,0,0,0,0,0,0,0,0,0.403958889653649,0,0,0,0,0.0594343436163722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243024039390904,0.0650385373008473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00131244434182865,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0790092966727255,0,0,0,0,0,0,0,0.0310267170588018,0,0,0,-0.240060975785939,0,0,0,0,0,0,0.15485193062458,0,0,0,0,0,0.3856300689565,0,0,0,0,0,0.0417908317501719,0,0,0,0,0.0271526154210946,0,0.0211594413641594,0.0601763817779325,0,0,0.316611571963579,0,0,0,0,-0.0174099363192703,0.00644026803486483,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.056069940274189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150032784182499,0,0,0,0,0,0,0,0,0,0,-0.0229539809078867,0,0,0,0,-0.0812554342899187,0,0.0109517206814546,-0.0346476957840769,0,0,0,-0.0628733880683146,0,0,0,0.00981525206970812,0.00149417309019713,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.293893549682922,0,0,0,0,0,0,0,0.0556821157509442,0,0,0,0.100651403311799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213014771123167,0,0,0,0,0,0,0,0.0170393457988679,0,0.193424031680119,0.227296152334606,0,0,0,0,0,0.0039200036298491,0.000462618521881843,0,0,0,0,0,0
X600690.SH,0,0.162398928343827,0,0,0,0,0,0.13356730109411,0,0,0,0.209721332875972,0,0.0225549342245246,0,0,0,0.0486555418725122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0925643759021347,0,0.0881527071978481,0,0.02426542724829,0,0,0,0.00259390154194376,-0.00332206178474249,0,0,0,0,0,0
X000063.SZ,0,0,0.0519672772201676,0,0,0.135358482169925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945408873472796,-0.156557293263481,0,0,0,0,0,0,0,0,0,0,0,0,0.0610473873066599,0,0.0834513934099194,0,0,-0.0659639837532716,-0.0194645461911595,0.0884435590925945,0,0.0204693462196627,0,0.00641961288883483,-0.0129614369717243,0,0,0,0,0,0
