,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002241.SZ,X600177.SH,X002292.SZ,X000338.SZ,X600372.SH,X002007.SZ,X000559.SZ,X002475.SZ,X002456.SZ,X600522.SH,X000157.SZ,X002074.SZ,X600867.SH,X002180.SZ,X300003.SZ,X002506.SZ,X300124.SZ,X002294.SZ,X002085.SZ,X002426.SZ,X600089.SH,X002508.SZ,X000869.SZ,X601877.SH,X000981.SZ,X600498.SH,X000050.SZ,X002465.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.179303378455568,0,0.0812643901635174,0,0,0,0,0.138920961659945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842520080059836,0.0127992202053548,0.171956345489104,0,-0.0973561432371549,0,0,0.0422055698646332,0,0.0567502917815746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938027300988967,0,0,0,0,0,0,0
X600104.SH,0.163594734480004,0,0,0,0,0,0,0.307335595667,0.0210354594536701,0,0.149335150666753,0,0,0,0,0,0,0,0,0,0,-0.00933845747328046,0,3.46944695195361e-18,-0.0316261147685957,0,0,0,0,0,0,0,0,0,-0.0188516663365301,0,0,0,-0.0209138686371655,0,0,0,0,0,0.0243710893482515,0,0,0,0,0,0.0320281937778046,0,0,0,0,0,0,0
X002415.SZ,0.0609430618590228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876362261243828,0,0.114691932567301,0,0,0,0.0164915259370438,0,0,0,0,0.0309316341199979,0,0,0,0,0.0850304993661428,0.118715791427738,0,0,0.0915739751276125,0,0,0,0,0,0.0247278637366026,0,0,0,0,0,0,0
X000858.SZ,0.078011472131143,0,0,0,0.307689716569055,0,0,0,0.245413336349071,0,0,0,0.00142077985549848,0,0.214351799345799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144539105561873,0,0,0,0,0,0,0,0,0,0.0254685745172692,0,0,0.105127149211161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.512408131156038,0,0,0,0,0,0,0,0,0,0,0.163591075129359,0,0,0,0,0,0,0,0,0.114277465096388,0,0,0,0,0,0,0,0,0.0387566843848963,0,0,0,0,0,0,0,0,0,0.0454051890682489,0.0342533307096767,0,0,0,0,0,0,0.00525761917030908,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.157900854164697,0,0,0,0.102894507389005,0.0899679220905652,0.0322972110021225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273431396252097,0,0.0330169295606122,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225515442204031,0,-0.0297831649857119,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.00821760195235186,0,0,0,0,0,0.037651680384916,0,0,0.0577063498169911,0,0,0.0106150156110872,0,0.20047028657425,0,0,0,0,0,0.105218391612462,0,0,0,0,0,0,0,0,0,0,0,-0.00399185818543054,0,0,0,0,0,0,0,0,0,0,0.136158267195326,0,0.0103182041827014,0,0,-0.0372313636702922,0,0,0,0,0,0,0
X000625.SZ,0,0.218799044224594,0,0,0,0,0,0,0,0,0,0,0.115226106637194,0.0295202104721248,0,0.00281900081373536,0,0,0,0,0,0,0,0.00514950678535338,0,0,0,0,0.0229933580330358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071265790995,0,0,0,-0.0190703846662611,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.133777789902944,0,0,0,0,0,0,0.0450954451327919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151132198024059,0,0,0,0.0488380170932813,0,0,0,0.0159157222793039,0,0,0,0,0,0,0,0,0,0,0,0,0.0827984595992632,0,0,0,0,0,0.080329542250035,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0326242189447124,0,0,0,0,0,0,0,0,0,0,0.00991147221277643,0,0,0,0,0.118075121820787,0,0,0,0.0615707587385342,0,0.0273338976682304,0,0.0960309180221787,0.0652545143564742,0,0,0,0.0680936379266904,0,0,0,0,0,0,0,0,0,0,0.0808432104143696,0,0.00709405448729424,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.522689083868932,0,0.156244601539114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499875309264352,0,0.120066486813097,0,0,0.0464310424802262,0,0.0488967946497111,0,0,0,0,0,0,0,0,0,0,0.135811393973914,0,0,0,0.0420795346479643,0,0,0.0102478581859122,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.153904015058858,0,0,0,0,0,0,0,0,0,0,0,0,0.139378082993187,0,0,0,0.144613930039853,0,0,0,0,0,0,0,0,0.00348782351592888,-0.147835734536036,-0.0128643716116078,0,-0.0102105205359621,0,0,0,0,0,0,0,0,0.0655747325961404,0,0,0,0,-0.00306102385708467,0,0,0,0,0,0,0
