,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600031.SH,X000568.SZ,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X600703.SH,X003816.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002007.SZ,X000157.SZ,X002129.SZ,X002179.SZ,X601877.SH,X002049.SZ,X600584.SH,X002414.SZ,X002236.SZ,X600183.SH,X000799.SZ,X300142.SZ,X601799.SH,X000066.SZ,X002008.SZ,X000800.SZ,X300003.SZ,X002074.SZ,X000977.SZ,X002185.SZ,X000547.SZ,X600779.SH,X600089.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.427270719273219,0,-0.16985577527679,0,0,0,0,0.156071763265092,0,0,0,0,0.00627320614804855,0,0,0,0,0,0,0,0,0,0,0,-0.0191926549582996,0,0,0,0,0,0.0522597368925484,0,0,0,0.0858385059874538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159465169172437,0.0337482917913392,0,0,0,0.00472920555793784,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.30495630612792,0.0334627222236541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462374215371096,0.00417801186813125,0,0,0.0334543164040465,0,0,0,0,0.0605318398582115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373700834866238,0,0,0,-0.00466037398247174,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00539440230437481,0.0206139682705066,0,0,0,0.1112556591748,0,0.0522889276455549,0,0,0,0,0,0,0.00471383219001583,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107081859172376,-2.16840434497101e-19,0,0,0,0.00491778794407578,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00550689639423128,0,0,0,0,0,0,0,0,0,0,0,0.0737196179208694,0,0,0,0,0,0.0399244392456921,0,0.225745478517227,0,0.18915917836904,0.0348707450131498,0,0,0,0,0,0,0,0,0,0,0,0.00314713329706601,0,0,0,0,-0.00516916491862599,0,0
X002475.SZ,0,0,0,0,0,0,0.0286445252894652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333544338693235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268427361748998,8.67361737988404e-19,0,0,0,0.00865992000098807,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0428582847677119,0,0.188499827338477,0,0,0,-0.0903135190997856,0,0,0,0,0,0,-0.052461950689356,0,0,0,0,0,0,0.214043329633311,0,0,0,0,0,0,0,0,0,0.0384294945531258,0,0,0,0,0,0.156914662481914,0,0.12051640701622,0,0,0,0,0,0.00925631798098131,0,0,0,0,-0.0132313025326732,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0144258620510222,0,0,0,0,0,0,0,0,0,0.0471276594786625,0,0,0.027428909236092,0,0,0,0,0,0.177901795396948,0,0,0,0,0,0,0,0,0.0385737282492847,0,0.0322068886041714,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465228862959335,0,0,0,0,0.0371647808438187,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.384741384313809,0,0.177904253255088,0,0,0,0,0,0,0,0,0,-0.000157319926765622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968446496195077,0,0,0,0,0,0,0,0,0,0,0.0777624927838613,0,0,0,0,-0.0171031157658477,0,0,0,0,0,0
X600809.SH,0,0.0815889166146747,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0113437573369461,0,0,0,0,0,0,0,0,0,0,0,0.276814251502769,-0.0579406788042477,-0.0209193984989767,0,0,0,0,0,0,0,0,0,0,0,0.109434385618787,0,0,0,0,0,0,0,0,0,0,0.0166188463016732,0,0,0,-0.0187943067939259,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.00323318810819089,0,0,0.0483828390539097,0,0.297989835691042,0,0,0.0837607145197653,0,0,0,-0.0252555987402127,0,0,0,0,0,0,0,0,0,0.0355674758019426,0,0,0,0,0,0,0,0,0,0,0.102600715779167,0,0,0,0,0,0,0.0133686040779543,0,0,0,0,0,0,0,0,0.032993224643168,0,0,0,-0.0152235625798453,0,0
