,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X002028.SZ,X000977.SZ,X600066.SH,X600183.SH,X600418.SH,X600522.SH,X002236.SZ,X600741.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002223.SZ,X002180.SZ,X601799.SH,X000661.SZ,X002074.SZ,X600487.SH,X000921.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.28531893002241,0,0,0,0,0,0,0.129414731601865,0,0,0,0,0,0,0,0,0.0337418224645509,0,0.126516206610451,-0.0143388874064729,0,0,0,0,0,0,0,0,-0.072152483596271,0,0,0,0,-0.0247641298383015,0,0,0,-0.00767594645956637,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624547859279924,0,0,0,0.0103475122576533,0,0
X000858.SZ,0.12323799973669,0,0.0345794844768893,0,0,0,0,0,0,0.291365435860902,0,0,0,0,0,0,0,0,0,0.162666090147669,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248187727726382,0,0,0,0,0.0631977764184187,0,0,0,0,0,0,0,0.0353369007485551,0,0,0,0,0,-0.00467454703342031,0,0,0,0,0.0186666406555866,0,0
X600276.SH,0,0,0,0,0,0.0693323309711934,0,0,0,0,0.0246749398709636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480203579961048,0,0,0,0,0,0,0,0,0,0,0.0207368330090578,0,0,0,0,0,0,0.341457818241798,0,0,0,0.00398569037319574,0,-0.0551576926530936,0,0,0,0,-0.00206352867333751,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273985941793653,0,-0.0314129682907241,0,0,0.470408734312495,0,0.0147408566131792,0,0,0.234659353088015,0,0.0475559007158873,0,0.103524434280533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034358655000153,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.168211678881837,0,0,0,0,0,0,0,0,0,0,-0.133063687613025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109666041616666,0,0,0,-0.0820486849127656,0,-0.0126753845822736,0,0,0,0,-0.280336440145593,0,0,0,0,0,0,0,0.174931676991939,-0.112020607353985,0,0,0,-0.0661063181824836,0,0
X002415.SZ,0,0,0.00629125429089641,-0.0268226968882273,0,0,0,0.0861772639460274,0,0,0,0,0,0,0,0,0,0,0,0,0.0289098902229572,0.14076176915759,0,0,0,0,0,0,0,0,0,0,0,0,0.0441940348315759,0,0.197878294102784,0,0.0860038959311104,0,0,0,0,0,0,0,-0.137164750922861,0.109173315794897,0,0,0,0,0,0,0,0,0.0130460388853776,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0762624811143861,0,0,0,0,0,0,0,0,0,0.030171969532702,0,0.0404813385277281,0,0,0,0,0,0,0,0,0,0,0,0,0.0576043054332491,0,0,0,0,0,-0.000464766406154313,0,0,0,0,0,0,0,-0.057730095896602,0,0.126475626258036,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.306304118646947,0,0,0,0,0,0.0437827945907076,0,0,0,0,0,0,0,0,0,0,0,0,0.106403746692657,0,0,0,0,0,0,0,0,0,0.159854690662763,0,0,0,0,0,0,0,0,-0.0140182275070257,0,0,0,0.11145375995309,-0.0720630859414635,0,0,-0.0638439188156449,0,0,0,0.0128782390081058,0,0
X600809.SH,0,0,0,0,0,0,0,0.0816125186228236,0,0,0.036976286854601,0,0,0,0,0,0,0.0820516862530663,0,0.457587085457179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152046223202748,0,0,0,0.015125880383747,0,0,0,0,0,-1.73472347597681e-18,0,0
X000568.SZ,0.565664711706665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263376706580824,0,0,0,0,0,0,0,0.0217462562523729,0,0,0,0,0,-0.0537310337976253,0,0,0,0,0,0,0,0,0,0,0,0.0531761912978323,0,0,0,-0.0268392786988772,0,0,-1.73472347597681e-18,-0.0338671853846318,0,0,0,0,0
