,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X000338.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600118.SH,X002456.SZ,X600271.SH,X601877.SH,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X002085.SZ,X600089.SH,X002007.SZ,X000981.SZ,X300003.SZ,X002508.SZ,X002294.SZ,X600867.SH,X600699.SH,X000559.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X300136.SZ,X600498.SH,X000623.SZ,X002426.SZ,X002074.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0922758459816049,0.0301825349763372,0,0,0,0,0.0240427258349596,0,0,0,0.225589214161519,0,0,0,0,0,0,0.233812361464029,0,-0.0372599795733288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00060576313920326,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.0233604672771764,0,0,0,0,0,0,0.55775703041819,0,0,0,0,0,0,0,0.0946423137754046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138672181476713,0,-0.00206580935128082,0,0,0,-0.0356376744724204,-0.000637712737726503,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0968218257315288,0,0,0,0,0,0,0,0,0,0,0,0,0.0445836688495948,0,0,0,0.145804194180527,0.0332182692386336,0,0,0,0,0,0,0,0,0,0,0,-0.132328986047485,0,0,0,0,0,0,0.0323063531268245,0,0.245137728737907,0,0,0,0,-0.0553586157003351,0,-0.00768672398713442,-0.0111297157446619,0.00872757533789193,0,0,0,-0.0347459653921541,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0310620715926301,0.0375239154109752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827481104862072,0,0,0,0.162103870153909,0.504599291881559,0,0,0,-0.100295678965588,0,0.0202703714991477,0,0,0,0,0,0
X000858.SZ,0.0821565618000249,0,0,0,0,0,0,0,0.0501966658111226,0,0,0.0916347218087673,0,0.247802362908002,0,0,0,0,0,0,0,0,0,0,0.143136594736896,0,0,0,0,0,0,0,0,-0.0684666359306972,0,0,0,0,0,0,0,0,0,0.0831066152678226,0,0,0,0,0,0,0.00310630441799449,0.00542759243767267,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0255766228268939,0,0,0,0.404137185583074,0.265761009487992,0,0,0,0,0,0,0,0.0098485330049026,0,0,0,0,0,0,-0.0233804268801675,0,0,0,0,0,0,0,0,0,0,0,0.0909845129419516,0,0,0,0,0,0,0,0,0.00350350876173231,-0.00219370570655412,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0174580744687631,0,0,0,0.197039578482036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041255863703314,0,-0.0217391350431038,0,0,0,0,0,-0.107476503331525,0.0202472908104519,-0.000693179437490465,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0812600098864303,0,0,0,0,0,0.140069328363605,0,0,0,0.105161203683585,0,-0.297086103164581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431451441555223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224816133101475,0,-0.0180263415890412,-4.33680868994202e-19,0,0,0,0,0,0
X000625.SZ,0,0.090117632010492,0,0.102369256935344,0.011636175031911,0,0,0,0,1.73472347597681e-18,0,0,0.0880347039383808,0,0.19124079601611,0,0,0,0,0,0,0.0390295498537689,0,0,0.00625939818473447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531883547086047,0,0,0,0,-0.0141660390556363,0.00589540448445481,0,0,0,0,0,0
X000063.SZ,0.0402295737012983,0,0,0.098949265048171,0,0,0,0,0,0,0,0,0,0,0,0,0.116970484514051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428951211669991,-0.0234936804690251,0,0.168398650819791,0,0,-8.67361737988404e-19,0,-0.011320567052327,0.0124495247813645,0,0,0,0,0,0
