,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000661.SZ,X000725.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X000338.SZ,X600703.SH,X002007.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X002371.SZ,X000100.SZ,X002049.SZ,X600741.SH,X601877.SH,X002236.SZ,X300003.SZ,X000157.SZ,X600584.SH,X000800.SZ,X002129.SZ,X300136.SZ,X002414.SZ,X600183.SH,X000625.SZ,X002179.SZ,X000977.SZ,X000066.SZ,X002456.SZ,X600118.SH,X601799.SH,X002185.SZ,X002008.SZ,X000050.SZ,X002508.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.148343344633781,0,0.0268647063768247,0,0,0,0.104107043012955,0,0,0,0,0,0,0,0,0.0405832675391569,0.0908370192800711,0,0,0.000766507529057074,0,0,0,0,0,0.0214437975058127,0,0,0,0,0,0.0328570943744143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.265097219306721,0,0,0,0,0,0.160836303750016,0,0,0,0.162719260822262,0,0,0,0,0,0.00502256645999517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521122427580273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.073446524085612,0,0,0.144157373374572,0,0,0,0,0,0.0228059088351407,0,0,0,0,0,0,0,0,0,0.0401133990873501,0,0,0,0,0,0.0138196578082431,0,0,0,0,0,0,0,0,0,0,0,0.0506963217148907,0,0,0,0,0.110473158645629,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264057056035348,0,0,0,0.00547395396595474,0,0,0,0,0.00400548930809242,0,0,0,0,0,0,0.154678785867899,0,0.0487490420695519,0,0,0,0,0,0,0,0.0407900204593828,0,0,0,0,0,0,0.128401094226596,0,0,-0.0201146521413561,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.112082517507018,0,0,0.166867441700205,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.0059502275478266,0,0,0.0632778043769219,0,0,0,0,0,0.0534208731178529,0,0.101330014202966,0,0,0,0.0582030979906699,0,0,0,0,0,0,0,0,0,0,-0.00533038534600813,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0552072268512043,0,0,0.0696422449995394,0,0,0,0,0.0425576563364165,0,0,0.140337380265379,0,0,0.0514980245820233,0,0,0,0,0,0,0.0695610651377147,0,0,0,0.051317327542452,0,0,0,0,0,0,0,0,0,0,0,0,0.0751214205757918,0,0,0,1.0842021724855e-19,0,0,0,0,-0.00838006305211163,-0.00832597472655214,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181972875762584,0,0,0,0,0,0,0,0.0827603708050464,0.00345954270951288,0,0,0.0151524716237283,0.132075778390531,0,0,0.0372442833550571,0,0.144109819918611,0,0,0,-0.0524862920237055,0.00607490609946966,0,0,0,0,0,0
X000568.SZ,0,0.380113531116425,0,0,0,0,0,0,0.0665433792722004,0,0,0,0,0.0370778530673315,0,0,0,0.174111550699268,0,0,0,0,0,0.0232566022345648,0,0,0,0,0,0,0,0,0.0259524123151604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319606111446588,0,0,0,0,0,0,0
X002304.SZ,0,0.149938397458607,0,0,0,0,0,0.386668941975375,0,0,0,0,0,0.00271955380826924,0,0,0,0.0824976299120195,0,0,0,0,0,0.0316555049282186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108386133886935,0.000843395621830895,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.018352874624815,0,0,0.0826864491867315,0,0,0,0,0,0,0,0,0.091186431138737,0.571033083685965,0,0,0,0,0,0,0,0.0413298400288793,0,0,-1.73472347597681e-18,0,0.0327194798986706,-0.0316345177886131,0,0,0.0165592953932029,-0.0300753450912594,0,0.0137881310577763,0,0,0,0,0,0,0,0,0,0,0,0,-0.00988291556074485,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.238992498411728,0,0,0,0,0,0,0,-0.067164342243194,0,0,0,0.0688157164445609,0.0438098861266685,0,0,0,0.220227440482097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213380874916214,0,0,0,0,0,0,0,0,0,0.0350652357281019,0,0,0.0028864383780577,0,0,-0.0284214210503596,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.115398180446117,0,0,0,0,0,0,0.00136353745982309,0,0,0,0,0,0,0,0,0,0.412235499122441,0,0,0,0,0,0,0,0,0.0298665529828588,0,0,0.146217622483345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349832364561158,0.0219827475085147,0,0,0,0,0,0
