,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X002463.SZ,X300003.SZ,X601877.SH,X002007.SZ,X000157.SZ,X000066.SZ,X300142.SZ,X002179.SZ,X600271.SH,X300124.SZ,X002008.SZ,X000625.SZ,X600867.SH,X002371.SZ,X002129.SZ,X000977.SZ,X300136.SZ,X002049.SZ,X002506.SZ,X600498.SH,X002456.SZ,X600177.SH,X600584.SH,X002180.SZ,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.302306202361615,0,0,0.0938143291557612,0,0,0,0.0617181346394814,0,0,0.02420326950574,0,0,0,0,0.00142765086841687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235771295825573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0510229587752732,0,0,0,0,0,0,0.00161917774874056,0,0,0,0.400848522209267,0,0,0,0,0.245314227282224,0,0,0,0,0,0,0,-0.0319945002933959,0,0,0,0,0,0,0,0,0,0,0,0,0.0386725511370963,0.0259289347941213,0,0,0,0,0,0,0,0.0427197708161873,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0415884675939883,0,0,0,0,0,0,0.058634737543101,0.0773232189539822,0,0,0.214810640058342,0,0,0,0.0408059391178769,0,0,0,0,0.0127804446272799,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.00839218910882327,0,0,0,0,0,0,0.104508882229108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178728956505032,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.150739454264226,0,0,0,0,0,0,0,0,0,0,0,0.233783627615396,0,0,0,0,0,0,0,-0.0221767382942922,0,0,0.00440471224852505,0,0.0655710582324967,0,0,0,0,-0.000433204440325055,0,0,0,0.0203264089722311,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107340861763694,0,0,0,0,0.0254520802701994,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.218812880025306,0,0,0,0,0,0,0,0,0,0,0,0,0.147040564399881,0.136378828673398,0,0,0,0.0201837804593773,0,0,0,0,0,0,0,0,0,0,0,0.0437370667510729,0,0,0.0117986230965908,0,0.0231236724965668,0,0,0.0534947983670832,0,0,0,0,0,0,0,0,0,-0.00533758525875029,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663893033719272,0.18884405836768,0,0,-0.00227574018253038,0,0,0,0,0,0,-0.0303550947863238,0,0,0,0,0,0,0,0,0,0.0940417639777414,0,0,0,0.0298701689387589,0,0,0,0,0,0,0,0,0,0,0,-0.0048699578824301,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00144950460482037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309343610605909,0,0,0,0.137500463387486,0,0
X002304.SZ,0,0,0.043852999339368,0,0,0,0.0623750334978358,0,0,0,0.00934596898359031,0.204243802583539,0,0,0,0,0,0,0,0,0.156913496714397,0.0634082583625483,0,0,0,0,0,0,0,0,0,0,0,0,0.124236091008122,0,0.0212010105617034,0,-0.0418097634011331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102305555405747,0,0
X002475.SZ,0,0.172289962488921,0,0,0.0608622790427336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109041638125447,0,0,0,0,0,0,0,0,0,0,0,0.118429919177746,0,0,0,0,0,0.0848564428670551,0.0193565086910639,0,0,0.0288056880637906,0,0.041136570280014,0,0,0,0,0.0103903532118679,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.319620005834657,0,0,0,0,0,0,0,0,0,0,0,0.110565325420201,0,0,0.172953110685222,0,0.0588199844246807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140820103194911,0,0,0,0,0,0,0,0,0,0,0,0,0.0111606619878536,0,0,0,0,0.0139922182716384,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0610327464889208,0,0,0,0,0,0,0,0,0,0,0,0,0.00526031825497553,0.128460496007601,0,0,0,0,0,0.030829793254458,0,0,0,0,0,0,0,0,0,0,0.0508402178536047,0.0843095235159744,0,0,0,0,0.0462202739379579,0,0,0,0,-0.0276151439830802,0.0416230403669453,0,0,0,-4.33680868994202e-19,0,0
X000568.SZ,0,0.529369761147766,0,0,0,0,0,0.251056540832998,0,0,0,0,0.0577138062209661,0,0,0,0,0.0474519813753258,0,0,0.126875558977968,-0.0649371551958133,0,0,-0.00185851714446727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215143236897044,0,0,0,0,0,-0.146346508477318,0.000465059924430656,0,0,0,-0.00297000824466953,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.100908054493661,0,0,0,0,0,0.0813346335325178,0,0,0,0,0,0,-0.0317912511538443,0,0,0.027581626229304,0,0,0,0.166886092773564,0,0,0.0208485351885052,0,0,0,0,0,8.67361737988404e-19,0,0.12547180259049,0,0,0,0,0,0,0,0,0,0,0,0.00976105299552685,0.0026014625653107,0,0,0,-0.0119130525998086,0,0
