,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X600741.SH,X600031.SH,X000338.SZ,X300003.SZ,X000063.SZ,X002236.SZ,X600809.SH,X002008.SZ,X600271.SH,X601877.SH,X000596.SZ,X002456.SZ,X600867.SH,X300124.SZ,X600487.SH,X000100.SZ,X000625.SZ,X600566.SH,X600066.SH,X002294.SZ,X000661.SZ,X300136.SZ,X002179.SZ,X300142.SZ,X000157.SZ,X000977.SZ,X002180.SZ,X600498.SH,X002241.SZ,X002007.SZ,X000981.SZ,X000869.SZ,X000050.SZ,X600522.SH,X002508.SZ,X002049.SZ,X300146.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.329452497134958,0,0,0,0,0,0.0600350126168588,0,0,0,0,0,0.0079982294284114,0,0,0,0.0696191654781062,0,0,0,0,0,0,0,0,0,0,0.00951553063758739,0,0,0.00367852725491694,0,0.136425525372132,0,0,0,0,0.0235561556025205,0,0,0,0,0,0,0,0,0.0170819711878201,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.182107448673106,0,0,0,0,0.00830887828972747,0,0,0,0.133828304954343,0.119617620285259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103828292313912,0,-0.0959748518736242,0,0,-0.209244332115749,0,0,0.00438841516387237,0,0,0,0,0,0,0,0,0.0351427731890326,0.0236186107392391,0.042396634724107,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103652369002306,0.154097206031654,0,0.0483817340442282,0,0,0.000953514908279184,0,0,0,0.0668079839076313,0,0,0,0,0,0,0.109458698631295,0,0,0,0,0,0,0,-0.0202090136908387,0,0,0,0,0.151851078673178,0,0,0.0370311246694744,0,0.00608931858644569,0.0128342308402569,0,0,0,0,0,0
X000858.SZ,0.0720040193433731,0,0,0,0,0.0623543421668018,0.0866591220849104,0,0.189361044409182,0,0,0,0,0,0,0,0,0.048300966289269,0,0.0320555713162142,0,0,0.136961624358547,0.0819945733565955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135787381321861,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0911558755590781,0.0292957228236817,0,0,0,0,0,0,0,0,0,0,0.0700722710479591,0,0,0.00679399200540259,0,0,0,0,0,0,0,0,0,0,0,0,0.00105354378086933,0,0,0,0,0,0,0,0,0.00314167365173957,0,0.0351974215948871,0,0,0,0,0.0315015831628961,0.0225200962067075,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.193658719486197,0,0,0,0.0738768662382965,0,0,-0.0445159534946641,0,0,0,0,0,0,0,0,0.129111830753387,0,0,0,0.128549741667692,0,0.0955574273578938,0.22498538960035,0,0,0.055642097781037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238909166172968,0.00548080757243528,0,0,0,0,0,0
X002304.SZ,0,0,0,0.274951648167327,0,0,0,0,0.242201568408765,0.0361348860758506,0,0,0,0,0,0.0763722123172506,0,0,0.186278987601723,0,0,0.0884031427860976,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058631999412033,0,0,0,0,0,0,0,0,0,0,0,0,-0.105930746259147,0.0549756478151275,0,0.00564634357640684,0.0260284016143461,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0374319084873897,0,0,0,0.130617557936152,0,0,0.052359630735561,0,0,0,0.00866331752534757,0.197273557357269,0,0.0394256644133966,0,0,0,0.023760097347252,-0.0167487543059569,0,0,0,0,0,0
X600690.SH,0,0,0,0.479974367140385,0,0,0,0,0,0,0,0,0,0,0,0,-0.00241904818048106,0,0,0,0,0,3.46944695195361e-18,0,0.130458488374884,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376931988881093,0,0,0,0,0,0.00488788353821435,0,0,0,0,0,0,0,0,0.0172942860298733,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0310377027768244,0,0,0.11964745911916,0,0,0,0,0,0,0.0686850454052504,0,0,0,0,0,0,0,0,0.295435714354437,0,0,0,0.0740432482784709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975676252619028,0,0,0,0,0.0312129655358099,0.0032591876834112,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.010259588541116,0,0,0,0,0,0,0,0,0,0.0251695821702215,0.049015018876715,0,0,0.0334904361450412,0,0,0,0.0675375866245011,0.0805409345153479,0,0.248414817713817,0,0,0,0,0,0.0199914605168885,0,0,0,0,0,0.113024594024148,0,0,0,0,0,0,0,0,0,0,0,0,0.000573172801067498,0,0,0,0,0,0,0
X002475.SZ,0,0.202151148194146,0,0.0410723798834229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269394021597008,0,0,0,0,0,0.576439688077553,0,0,0,0,0,0,0,0,0,0,0,0.0277895626766157,0,0,0,0,0,0.0567721483942181,0,0,0,0,0,0,0,0,0,0.0120754203484067,0,0,0,0,0,0,0
X600741.SH,0,0.12190177923348,0,0,0,0,0,0,0.0352012049857994,0,0,0.0127730495193521,0,0,0,0,-0.0211258926161501,0.0529066653582326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691541106457385,0,0.0385352951149217,0.00726426383148571,0,0,0,0,0,0
X600031.SH,0,0.327886068816804,0.00341314695151523,0,0,0,0,0,0,0.0147518997338663,0,0,0,0,0,0,-2.71050543121376e-20,0.11277626953247,0,0,0,0,0,0,0,0,0.196462563675301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0611060666896351,0,0,0,0,0,0,0,0,0,0.00951914224819909,-0.0292178214559412,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.184451922381081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412869650471997,0,0,0,0.144798942121072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503791168807472,0,0.179853695292986,0,0,0,0,0,0,0.0303206201274103,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.287771822272836,0.0945384229638572,0,0,0,0,0,0,0,0,0,0,0,0.00791966164570195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602161168563613,0,0,0.250651865922898,0,0,0,0,0,0,0,0,0.117423927752128,0,0,0,0,0,0,-0.0300215259818892,-0.038846167234832,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.125409729415305,0,0,0,0.248101196540301,0,0,0,0,0,0,0,0,0,0,0,0,0.191982082707777,0,0,0,0,0,-0.204283689426621,0,0,0,0.225414944992905,0,0,0,0.140334281769372,0,0,0,0.0571003931391313,-0.0335864418471963,0,0,0,0,0,-0.113893616901878,0,0,0.139245227213776,0.00329578128348968,0,0,0,0,0,0
X002236.SZ,0,0,0.33028505651961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13723983296601,0,0.129447808455478,0.0270910095676356,0,0.0514074751063843,0,0.308640159956443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112560219233251,0,0,0,0,0,0,0,0,0,-0.00302520080474397,0.0309714703877855,0,0,0,-0.035752489674084,0,0
X600809.SH,0,0,0,0,0,0,0.311778587882304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244270374334879,0,0.00957139938405341,0,0,0,0,0,0,0.0783271276780471,0.0590709300763507,0.10688930918782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25067110000427,0,0.0167311705947248,0.00278768381614387,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0.174236730547649,0.022438394923367,0,0,0,0,0.033771582313192,0,0,0,0,0,0.244828730354923,0,0,0,0,0,0.0267287258838194,0,0,0,0,0,0,0,0,0,0.212935463516311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592916864873996,0.0102541670209335,0,0,0,0,0,0,0
X600271.SH,-0.154238791709586,0,0,0,0,0,0,0,0,0,0,-0.195687905520592,0,0,0,0,0.0582857586175536,0.135002058487098,0,0,0,0,0,0,0,0,0.0294144793314687,0,0,0.106851889484512,0,0,0,0,0,0,0,0.162311007552981,0.242567081765923,0,0.372793478652993,-0.075415946488806,0.091890463436258,0,0,0,0,0,0,-0.0115565616398325,0,-0.00940328722413599,-0.0378355529215305,0,0,0,0,0,0
