,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X300014.SZ,X000651.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X002371.SZ,X600703.SH,X000338.SZ,X003816.SZ,X000063.SZ,X000596.SZ,X002129.SZ,X002049.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X300142.SZ,X002074.SZ,X600741.SH,X000100.SZ,X600089.SH,X600702.SH,X600460.SH,X000799.SZ,X002236.SZ,X002180.SZ,X000733.SZ,X000157.SZ,X600779.SH,X601799.SH,X002008.SZ,X600522.SH,X002414.SZ,X600584.SH,X600183.SH,X600884.SH,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.562874263181924,0,0,0,0,-0.0318707929034321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138032007425705,0,0,0,0,0,0.00385888812524332,0,0,-0.0122954199492946,0,0.025063377840898,0,0,0,0,0,0,0,0,0,0,-0.0442460868433952,0,0,0,0,0,0,0,0,-0.00293875257745818,0,0,0,0,0,0
X000858.SZ,0.350923836985382,0,0,0.21070010526168,0,0,0,0,0.211959739310534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301344681722843,0,0,0,0,0,0,0,0.0422929784472486,0,0,0,0,0,0,0,0,0,-0.0277646353571805,0,0,0,0,0,0,0,0.00422266805472593,0,0,0,0,0,0,0
X002415.SZ,0,0.0336921312164099,0,0,0,0.075741388170064,0,0.175281250289069,0.0730569887917418,0,0,0,0,0,0,0,0,0,0.0307097790458875,0,0,0,0,0,0,0,0,0,0,0,0,0.0871684032710195,0,0,0,0,0.146420314010941,0,0.0254750010571224,0,0,0,0,-0.0140667935736952,0.0288526534556549,0,0,0,0,0,0,4.33680868994202e-19,0.0138878065066876,0,0,0,0,0,0
X600809.SH,0,0.269595244781031,0,0,0,0,0,0,0,0,-0.0512070351435867,0,0,0,0,-0.150295223308575,0,0,0,0,0,0,0,0,0,0.0693973439960836,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0680782836889734,0.404949518215766,0,0,0,0,0,0.019943595183996,0,0,0,0,0,0.00264499963734834,0,0,0,-0.0114412467632543,-0.0351430130962087,0,0,0,0,0,0
X000568.SZ,0,0,0,0.188517089614299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322114388372683,0,0,0.282132035074462,0,0,0,0.215030423432789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842177556319677,-0.18585366455405,0,0,0,0,0.0319077469723408,0,0.00105897450088631,0.0297830321781349,0,0,0,0,0,0
X002475.SZ,0.105328478840333,0.183081045645636,0.10664583801044,0,0,0,0.201932812815261,0,0,0,0,0,0,0,0.038829853381098,0.0909430487667964,0,0,0,0,0,0,0,0,0,0,-0.0032015008653217,0,0,0,0,0,0,0,0,0,0,0,-0.0881612286248601,0,0,0,0,0.0984839366372855,0,0,0.077116981251665,0,0,0,0,0.00650075270987181,0,0,0,0,0,0,0
X600276.SH,0,0,0.158363347443698,0,0,0.00347041274354896,0,0,0,0,-0.0295769054420146,0,0,0,0,0,-0.0276980861742741,0,-0.0125230138159937,0,0,0,0.00485402497255118,0,0,0.04552564523961,-0.107142855684145,0.0967031194092934,0,0,0,0.137656511918996,0,0,0,0,0,0,0,0,0,0,-0.120566252951212,0,0,0,0,-0.140875219115598,0.250714432433166,0,0,-0.0040952568457043,0,0,0,0,0,0,0
X600690.SH,0,0,0.128264248487706,0,0,0,0,0,0.078212478495193,0,0,0.103628127414816,0,0,0,0,0,0,0,0,0,0,0,-0.0211743281383015,0,0,-0.0619793932457291,0,0,0,0,0.243459144314291,0,0,0,0,0,0,0,0.107860768431463,0,0,0,-0.0118942342194754,0,0,0,-0.0448196953617759,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.292639266231016,0,0,0,0,0,0.0386188904468545,0,0,-0.0154823534886466,0,0,0,0,0,0,0.110460425494925,0,0,0,0,0,0,0,0,0,0.0394347879497739,0,0,0,0,0,0,0,0,0,0,0,0,0.203937913673921,0,0,-0.129540494257166,0,0,0,0,0,0,0,0,-0.0120246956067021,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.041190794267778,0,0,0,0,0,0.143225586350316,0,0.0577752652714375,0.0407846188792819,0,0,0.110543632984473,0.0106988325731064,0,0,0,0,0,0,0,0,-0.00523833369840005,0.0146263592209483,0,0,0,0,0.052321791791675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279116402394505,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798313965878593,0.153246268068474,0,0,0,0.191724080162371,0,0,0.0480158093020327,0,0.101048125209267,0,0,0,0,0,0,0,0,0.00694294935968915,0,0,0,0.129128027118421,0,0,0,0.0385740372722683,0,0,0,0,0,0,0
X000651.SZ,0,0.139565788753789,0,0,0.00921593686393228,0,0,0.191927513875011,0,0,0,0,0,0,0,0.0469327418123196,0,0,0,0,0,0,0,0,0,0,0,-0.0659498328316981,-0.0947498312992216,0,0,0,0,0,0,0,0,0,-0.0819173824676535,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162306274312189,0.022728559514301,0,0,0,-0.0387717948545544,0,0
