,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X000100.SZ,X600031.SH,X600372.SH,X600271.SH,X000157.SZ,X000338.SZ,X000559.SZ,X002241.SZ,X002292.SZ,X600066.SH,X002129.SZ,X600089.SH,X600741.SH,X002475.SZ,X002236.SZ,X601877.SH,X600839.SH,X000547.SZ,X600177.SH,X300124.SZ,X002465.SZ,X000568.SZ,X600435.SH,X000016.SZ,X600582.SH,X300003.SZ,X000800.SZ,X002294.SZ,X600252.SH,X002456.SZ,X000977.SZ,X002276.SZ,X002179.SZ,X002008.SZ,X000066.SZ,X002242.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0755337190043164,0,0,0,0,0,-8.67361737988404e-19,0,0.0297629721222458,0,0,0,0,0,0,0,0,0,0,0.0463989536021336,0,0,0,0,0,0,0,0,0,0,0,0,0.0956938094526505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192078056011697,0,0,0.00165989673793029,0,0,0,0,0,0
X600104.SH,0.410120189850672,0,0,0,0,0,0.232795175670863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19989443043573,0,0,0.0301720132681605,0,0,0,0,-0.0108196423330091,0,0.0727692090619961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0641291216404665,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.057877388319085,0,0,0,0,0,0,0.0639724917273121,0,0,0.0341852637440865,0.029554738715208,0.0493625753930858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395905160907014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805482928265408,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0745673109159282,0.135748633628905,0,0.152902536177183,0,0,0,0,0.150458658297043,0,0,0,0,0,0,0,0.0144816240503419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611826969047646,0,0,0,0,0,0,0,-0.000207678482994039,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.166112161744348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625257650440949,0,0.103778127374078,0,0,0,0,0,0.0197786696442297,0,0,0,0.0123532634970323,0.0183338730855091,0,0,0,0,0,-0.0582002157527702,0.0166049529715978,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.268897849457764,0,0,0,0,0,0,0,0.106974228519276,0,0,0,0.0542373538145998,0,0,0,0,0,0,0,0,0,0,0,0,0.142532946045912,0,0,0.460185995621001,0,0,0,-0.0545985788134937,0,0,0,0,0,0,0,0,0,-0.0367716828969202,0,0.0129899870210938,0,0,0,0,0,0,0
X002304.SZ,0,0.104797270792589,0,0,0,0.374388189419565,0,0,0,0,0.1105223478957,0,0,0,0,0,0,0,0,0.0258975024067874,0,0,0,0,0,0,0,0,0,0,0,0,0.0552840563312588,0,0,0,0,0,0,0,0.0533887623386961,0,0,0,0,0,0,0,0,0,0.000777416818171625,0.0286743582413327,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0225508620321315,0,0,0,0,0,0.0688001175668888,0.138103136112216,0,0,0,0,0,0.0257236507785856,0,0,0.262205344779924,0,0,0,0,0,0.150973062203305,0,0,0,0,0,0,0,0,0.0359624771125597,0,0,0,0,0,0,0,0.133763030855888,0,-0.00220100044474255,0.0237233256487948,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.114259934598931,0,0,0,0.103894056463972,0,0,0,0,0,0,0,0,0.390836868163857,0.0608503017156135,0,0,0,0,0,0,0,0.0130483340538915,0,0,0,0,0,0,0,0,0,0.0307388250636825,0,0,0,0,0,0,0,-0.0211588826717037,0,0,0,0,0,0
X000625.SZ,0,0,0.0926675368291546,0,0,0,0,0.052501063382079,0,0,0.102455361898108,0,0,0.0140773964041672,0,0,0,-4.33680868994202e-19,0.0143324046094949,0,0,0,0.118228488467384,0,0.0452674786172376,0.113958189736426,0,0,0,0,0,0.00689552530327352,0,0,0.144655813162092,0.0278691581495005,0,0,0,0.0867851837036299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.219332276707862,0,0,0,0,0,0,0,0.0381663192114263,0.0595020170965321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188364255500398,0,0.112311073237583,0,0,0,0,0.10472420264459,0,0,0,0,0,0,0,0,0,0,0.0245726771297177,0.00147443673448329,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427626123316897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569082747780726,0,0,0,0.0660197174130465,0,0.304434986737984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.114920687343188,0,0,0,0,0,0.0662125724455647,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0859025404220243,0,0.101738388226627,0,0,0.068023939122566,0,0,0,0,0,0,0,0,0.185486929624605,0.133839807498347,0,0,0,0,0,0.0111309621876067,0,-0.012882771929119,-0.0233671577540329,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639305300789405,0,0,0.0609804385550493,0,0,0,0,0,0,0,0.14083337412808,0,0,0,0.166364320074518,0,0,0.0221549849430379,0,0,0,0,0,0,0.176344734466218,0,0,0,0,0,0,0.174990673555711,0,0,0,0,-0.0130083885392772,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.283035326472859,0,0.0398403442278588,0,0,0,0.0685066101078939,0,0.181978243548044,0,0,0,0,0,0.0131567261211013,0,0,0,0,0,0,0,0,0,0,0,0,0.0226795871933509,0.0350411475968557,0,0,0,0,0,0,0,0,0,0,-0.00725403791176881,2.16840434497101e-19,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0.308334525275549,0,0,0,0,0,0,0,0.277016901136694,0,0,0,0,0,0,0,0,0,0,0.00106070523857265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308781563598545,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.205540034535905,0,0,0.141560943722632,0.0316499003482935,0.0880685249769439,0,0,0,0,0,0.148020463094962,0,0,0,0,0.00930491220018689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120412146429295,-0.0266387120409628,0,0,0,0,0,0
X000157.SZ,0,0,0.0868469758992181,0,0,0.0578800940577448,0,0,0,0,0,0,0,0,0.29051081890257,0,0,0,0.0579065162445895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853126827566356,0,0,0,0,0.300377407903216,0,0,0,0,0,0,0,0,0,0,0,0.0144950432297713,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.140363487512035,0,0,0,0,0,0.0740299147364028,0,0,0.0926544179012765,0.00828197896048895,0,0.185179081549392,0,0.0306307770143834,0,0,0,0,0,0,0,0,0,0.127964319236174,0,0,0,0,0,0,0,0,0,0.101588692788018,0,0,0,0,0,0,0,0,0,0,0.00141132410265954,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20919499518281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262580422821058,0.0840979514706537,0,0,0,0,0,0,0,0,0.103665253292397,0,0,0,0,0,0,0,0,0,0,0,-0.00500301982083547,0,0,0,0,0,0
