,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X000157.SZ,X000100.SZ,X300003.SZ,X600703.SH,X002007.SZ,X002236.SZ,X300142.SZ,X600271.SH,X300124.SZ,X002179.SZ,X000625.SZ,X002008.SZ,X002506.SZ,X002241.SZ,X600183.SH,X002371.SZ,X600177.SH,X600498.SH,X600867.SH,X000050.SZ,X600487.SH,X000977.SZ,X300014.SZ,X600066.SH,X000066.SZ,X300146.SZ,X600118.SH,X600522.SH,X002049.SZ,X002129.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.19566092948149,0,0,0,0,0,0,0,0.135683602720934,0,0.0615991133175676,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0463770674262989,0,0.0882961655249603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111628018657244,0,0,0,0,0.0436495807291755,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.29915129469097,0,0.120979402499782,0,0.0184511297891286,0,0,0.16876554751996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311008182832588,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.0152770429742707,0,0,0,0,0,0,0
X000651.SZ,0,0.0145748050233619,0,0,0,0,0.143921513628976,0,0.115799167864313,0,0.130402595432938,0.164108230622056,0,0,0.0093575604455569,0,0,0.066333222228168,0,0,0,0,0,0,0,0,0,0,0,0,0.0141357567336933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.0181184173956098,0,0,0,0,0.00832967993895283,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.214670986862751,0,0,0.0356213250278713,0,0,0.132053803101556,0,0,0,0,0,0,0,0.128069290231985,0,0,0,0,0,0,0,0,0,0,0,0.0305804460133258,0,0,0,0.0493411605233972,0,-0.0367171363460138,0.0627282638634435,0,0,0.070827821005162,0,0,0.0805096890290009,-0.0125530897280395,0,0,0,0,0.0209959811050429,0,0
X600104.SH,0,0,0.0715964201506375,0,0,0.0243369873052363,0,0,0,0,0,0,0,0,0.195863865172493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2244520914946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00983288672717485,0,0,0,0,0.00253917045558323,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.340358415190785,0,0,0,0,0,0,0,0,0,0,-0.0456524047987375,0,0.56902513302659,0,0,0,0,0,0,0,0,0,0,0,0,0.00015644702100541,2.16840434497101e-19,0.135651402415927,-0.130100426574713,0,0,0,0,0,0,0,0,0,0,0.00767397392249654,0,0,0,0,0.0225676591170474,0,0
X002304.SZ,0,0.0845864935822952,0.205936319290068,0,0,0,0,0,0,0.0474112910006721,0,0,0,0,0,0.122729667459453,0.142102938063032,0,0,0,0,0,0.0168706776120396,0,0,0,0,0,0,0,0,0,0,0,0.0299061289099664,0,0,0,0,0.042219053419992,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852045943996723,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173230839744853,0,0.158631320166488,0,0,0,0.408292763469181,0.0795705391637016,0,0,0,0.0372932731790883,0,0,0,0.0318789340147769,0,0,0,0,0,0,0,0,0.0267167772782243,0,0
X000063.SZ,0,0.0750212669865643,0,0,0,0,0,0,0,0,0,0.110737345467076,0,0,0,0,0,0,0,0,0,0,0.0577544188416811,0,0,0,0,0,0,0,0,0.00866941046164243,0,0.179810518385973,0,0,0.300589513322442,0,0,0,0,0.0179388788685757,0,0.0366868969212141,0,0,0,0.00841680186595432,0,0,0,0,0,0,0,0,0.0431029528174603,0,0
X000568.SZ,0,0.435782485570115,0,0,0,0,0,-0.0399323799356885,0,0,0,0.0211079479673276,0,0,0.0448297066832466,0.195845827950294,0.0378360395528738,0,0,0,0,0,0.0145680627734263,0,0.0911487068463053,0,0,0,0,0.0168713019890847,0,0,0,0,0,0,0,0,0,0,0,0.0706045360530726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000429506423276411,0,0
X600031.SH,0,0.10623153402136,0.139703138873953,0,0,0,0,0,0,0,0,0.0157468753342375,0,0.133454288086121,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.104130424119912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930549877158796,0,0,0,0,-0.00646806035844958,0,0,0,0,0.0178953247371657,0,0
X002475.SZ,0.155347676099399,0,0.0257089695731194,0.141782406813393,0,0.169512256291165,0,0,0.197293268821576,0,0,0,0,0,0.246675817584426,0,0,0,0,0,0,0,0.161265551868572,0,0,0,0,0,0,0,0.0519064895629049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210630443440701,0,0,0,0,0,0,0
X600690.SH,0,0,0.0394686400839556,0,0,0.0630890081382842,0,0,0,0,0,0,0,0,0.224134020042501,0,0.180457900634306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588289899010601,0,0.0160315041796532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231648323720865,0,0
X000338.SZ,0,0.101953256094891,0,0,0,0,0,0.299586926804493,0,0,0.210179021638879,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0830856859693357,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0977878177146373,0.19386634068362,0,0,0,0,0.00940077203020924,0,0,0,-0.0292871512092855,0,0,0,0,0,0,0
X600741.SH,0,0,0.0850732891637004,0,0,0,0,0,0,0,0.0897095082282846,0.273340658810277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132533630468006,0,0,0,0.0111849890942669,0,0,0,0,0,0,0,0,0,0,0,0,0.0268057754591045,0,0,0,0.0362928918377068,0,0,0,0,0,0,0,0,0,0.0281938725720445,0,0
X600809.SH,0,0.418874622419839,0,0,0,0,0,0,0,0.0666254960822832,0,0,0,0,0,0,0.0764744826362961,0,0,0,0,0,0.054293350851702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052858826529773,0,0.0575956050024418,0,0,0,0,0,0,0,0,0,0,-0.0025108467487323,-0.0129170189172932,0,0,0,0.0363184756579904,0,0
X000596.SZ,0.197467818409252,0,0,0,0,0,0,0,0,0.19785324675466,0,0,0,0,0,0.310552599108262,0,0.139408129080021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218362252395653,0,0
X000661.SZ,0,0,0.138350932641697,0.204287430423642,0,0,0,0,0,0,0.0616336507099932,0,0,0,-0.0263281745559139,0,0.211124284667406,0,0,0,0,0,0,0.328295896124494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0.064270845952901,0,0,0,0,0,0,0,0.0438178191137016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599576281928419,0,0,0,0,0,0,0,0,0,0,0,0,0.160036082835446,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297381591283708,0,0,0,0.0270303270152461,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.172896594606627,0.0905045029091144,0,0,0.0806793585032061,0.0609134992369647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038226584009449,0,0,0,0,0.00148539970041864,0,0
X000100.SZ,0,0,0,0,0,0,0,0.153489325335985,0,0,0,0,0,0.110946275892445,0,0,0,0,0,0,0,0,0,0,0.072272135500398,0,0,0,0,0,0,0,0,0,0.0316652084611574,0,0,0,0.087047361241105,0,0,0.0253238790538431,0,0.027929046369181,0,0,0,0,0.0180581155973457,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0.0578961654147935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923148715142357,0,0.0292188653798732,0,0,0,0.0957247358895821,0,0,0.183257149410036,0.00289392534727564,0.0532287651593283,0,0,0.118584072112135,0,0,0.0209775957882586,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.035621808922104,0.0358308503098602,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.313268288470214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127876525948442,0.0626417951697732,0,0,0,0,0,0,0,0.134055819888141,0,0,0,0,0,0.0682497931831981,0,0,0,0,0,0.0464877286584496,-0.0914781587643405,0,0,0,-1.73472347597681e-18,0,0
X002007.SZ,0,0,0,0.428729184405132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180294457803004,0.0694917607058747,0,0,0,0,0,0,0.0209728515391686,0,0,0,0,0,0,0,0,0,0,0,0.127648979172551,0.103876429334548,0,0,0,0,0.0503095550813506,0,0,0,-3.46944695195361e-18,0,0,0,-0.013910933670627,-0.00272824326505777,0,0,0,0,0,0
