,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X600031.SH,X000651.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000100.SZ,X000596.SZ,X002241.SZ,X000157.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002007.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X300142.SZ,X600584.SH,X601799.SH,X000799.SZ,X600183.SH,X300003.SZ,X000066.SZ,X000800.SZ,X002074.SZ,X600089.SH,X002008.SZ,X600779.SH,X000050.SZ,X000977.SZ,X002185.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.102506552375011,0,0,0.0220771657793708,0,0,0,0.164057126491328,0,0,0,0,0,0,0,0,0,0,0,0.0258238750834533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02749688345405,0,0,0,0,0,0,0,0.0119011898241388,0,0,0,0.0585285502954176,0,-0.0159182200172661,0.0227186360711647,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.218768886595515,0,0,0,0.117478597578995,0.0795338282245638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262673531159423,0,0,0,0,0,0.00535402499707629,0,0,0,0.154582606686565,0,0,0,0,0.0284943189358013,0,0,0,0,0,0,0,0,-0.00613921282747125,-0.0173544516204586,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.114733152590976,0,0,0,0.0966575044778222,0,0,0.0536679625540882,0,0,0,0,0,0,0,0,0.106332152394121,0,0,0,0,0,0,0,8.67361737988404e-19,0.174479813589275,0.0956932616796775,0,0,0,0.00397574806226866,0,0,0,0.0334825975069004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.003860643974959,0,0,0,0,0,0,0,0,0,0,0,0.0477928926716646,0,0,0,0,0,0,0,0,0,0,0.0670320586841752,0,0,0.0210171792945512,0,0.0893580620610458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00596871104339219,0,0,0,0.0778941874671403,0,-0.0040495521663405,0,0,0,0,-0.00572242820833605,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.279076501019371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.155640742432074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00240069568673651,-0.0192863016766775,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.116457324632015,0,0,-0.0474146493384002,0,0,0.0614369537078578,0,0,0,0,0,0.0314382685101977,0,0,0,0.344743261233831,0,0,0,0,0,0,0,0,0,-0.0249140975389581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174307003314473,-0.0137797702829635,0,0,0,0.00487268238774531,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.115894308178026,0,0,0,0,0,0,0,0,0,0.0497550415882538,0,0,0.171080852209974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109587113680864,0,0,0.079519827622385,0,0,0,0,0,-0.0288161021494394,0,0,0,0,-0.00370001279051522,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.21175095979746,0,0,0,0,0,0,0,0,0,0,0,0,0.191095460190431,0,0,0,0,0,0,0,0,0,0,0.0161803502697105,0,0,0,0,0,-0.0147712713983137,0,0.0810820285713405,5.42101086242752e-20,0,0,0,0,0.208296560948027,-0.0200838259459098,0,0.00477839505722321,0,0,0,0,-0.0214148605552691,0,0
X600809.SH,0,0.180197749725815,0,0,0,0,0,0,0,0,0.203174167464809,0,0,0,0,0,0,0,0,0,0,0.0967118440617358,0,0,-0.0606279384983795,-0.0551547200685793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212879841383534,0,0,0,0,0,0.105940029516542,0,0,0,0.0396272179054153,0,-0.0278191683651206,0,0,0,0,-0.00517135250414159,0,0
X002304.SZ,0,0.177117104904383,0,0,0,0,0,0,0.193016387651683,0,0,0,0,0,0,0,0,0,0,0,0,0.0272332035166691,0,0,0,-0.0520170696362219,0,0,0,0,0,0,0,0,0,0,0.242630844355203,0.023801105349342,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043495147670771,0,0,0,0,0.0193440452609922,0,0
X600690.SH,0,0,0.109987706619751,0,0,0,0.087534005083783,0,0.31560712571104,0,0,0.0673037760231302,0,0,0,0,0,0,0,0,0,0,0,0.0275163378172276,0,0.0374291013605165,0,0,0,0,0,0,0,0,-0.0157688867044134,0,0,0,0,0,0,0,0,0,0,0.074683905707249,0,0,0,0,0,0,0.0373596862552304,0,0,0,-0.00998527312568887,0,0
X600104.SH,0,0,0,0,0,0.022307239634371,0.0239120125628525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00463611092773795,0,0,0,0,0.107958634670158,0.154685709241561,0,0,0,0,0,0,0,0.0375509151393911,0,0,-0.0582881260761799,0,0,0,0.245280670261269,0.244642638863847,0,0,0,0,0,0,0,0,-0.00821805023037385,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.16297669470844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303863187841579,0,0.0911879912418664,0,0.101339166794488,0.0932754038587591,0,0,0.0654720161529714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749343355257255,0,0,0,0,0,0,0,0,-0.0184696864450802,0,0,0,0,-0.00155467036945151,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148932022290446,0,0,0,0.091757761047561,0,0,0.239589254474672,0,0,0.0982467589432895,0,0,0,0,0,0,0,0,0.280784806130883,0,0,0,0,0,0,0,0.123344917580393,-0.00153306842011456,-0.0289630354281501,0,0,0,0,0,0
X000661.SZ,0,0,0,0.0581088758821942,0,0,0,0,0.0835454834523467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059922873047084,0,0,0.195128573948107,0,0,0,0,0,-0.0708383728749727,0.129688450450164,0,-0.0292835419652622,0,0,0,0,0.0100073595999731,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0710773894546005,-0.139366347023151,0,0,0,0,0.0663546018450268,0.209744726310185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497412664322962,0,0.0189537412808146,0,0,0.0871563909936533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504069600709245,0,0,0,-0.021076293518504,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0555278476436561,0,0.266766538451574,0,0,0,0,0.0779287701499308,0,0,0,0,0,0,0,0,0,0.0338514867820739,0,0,0,0,0,0,0,0,0,0,0,0.204640796803306,0,0.0658380290291334,0,0,0,0,0,0,0,0,-0.0385876460882023,0,0,0,0,-0.0146941175005312,0,0
