,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X002241.SZ,X000625.SZ,X002475.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X600809.SH,X601877.SH,X002008.SZ,X600487.SH,X002085.SZ,X300136.SZ,X002508.SZ,X600522.SH,X600089.SH,X300003.SZ,X600271.SH,X600177.SH,X000157.SZ,X600118.SH,X600699.SH,X600867.SH,X002294.SZ,X300115.SZ,X000050.SZ,X000559.SZ,X002074.SZ,X000981.SZ,X600372.SH,X600566.SH,X600498.SH,X600884.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0228984077896595,0,0.0955686420489089,0,0,0,0.0110236563968986,0,0,0.179245490263925,0,0,0,0,0,0,0,0,0,0.00207777068772894,0,0,0,0,0,0,0,0.0504148585222824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106099978482687,-0.0150890225904157,0,0,0,0,0,0
X600104.SH,0,0,0.0446700235432957,0,0,0,0,0,0,0,0,0.0126520894455508,0.0715338382034429,0,0,0,0.366913270956562,0,0,-0.0614591805944937,0,0,0,0,0,0,0,0,0.0499487918009089,0,0,0,0,0,0,0,0,0,0,-0.0674737999426128,0,0,0,0,0,0,0,0,0,0.125974200769077,0,-0.00882767620361015,0.0235526160047647,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0273315068623686,0,0,0.0789552700202548,0.220199312058784,0.0186648369910621,0,0,0.0375494101941283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640582006565858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027283205993173,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.146715132422381,0,0,0,0,0.281755499400452,0,0,0.0611810893464864,0,0,0,0,0,0.0523832499524359,0,0,0,0,-0.0177019517646744,0,-0.0029344585559916,0,-0.0328839477079463,0,0.141174351585335,0,0,0,0,0,0,0,0,0,0,0,-0.0158546213257993,0,0,0,0,0,0,0,0,0,0.00472293087348948,0.0121842986754141,0,0,0,0,0,0
X000858.SZ,0,0,0,0.183927675078021,0,0,0,0,0,0,0,0.456725737840482,0.0226174560292889,0,0,0,0,0,0,0,0,0,0,0.109596376344533,0,-0.0237078384402225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236723677969706,0,0,-0.0114701000297821,0.00630879671474477,0,0,0,0,0,0
X600276.SH,0,0,0,0.0249842637626053,0,0,0,0,-0.0419217681002821,0,0,0.0947531308555581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00855288783379516,0,0,0.0597319040779427,0,0,0.110536990719233,0,0,0,0,0,0,0.0520875997532695,0.0580913209462624,0,0,0,0,0,0,0.171145293634977,-0.00357924897681682,0,0,0,-0.00942745163090448,0,0,0,0,0,0
X000725.SZ,0,0.0130357737791549,0.190216570364422,0,0,0,0,-0.0739021498354449,0,0,0,0.105682670336423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648414290609473,0,0,0,0,0.238731959135956,0.122028877850155,0.12845210645218,0,-0.015076453316047,0.0248275601166251,-0.0215702543750898,0,0,0,0,0
X002304.SZ,0,0,0,0,0.126788800825215,0,0,0,0,0,0.0194226792069601,0.0649954255042939,0,0,0,-0.0276805413763125,0.0940248472482381,0,0.237386602637779,-0.128640907455745,0,0,0,0,0,0,0,0,-0.00286698077590148,0,0,0,0,0,0,0,0,0,0,0,0.186530338241435,0,0,0,0,0,0,0,-0.00380874050201326,0,0,-0.00825775367820553,0,0,0,0,0,0,0
X000063.SZ,0,0,0.159155309560085,0,0,0,0,0,0,0,0,0,0.113705245498514,0,0,0,0.0227431165947473,0,0,0,0,0,0,0.0177193389036545,0.0138123328636672,0,0.162046487644665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355705912128778,0.0813720129652347,0,0,0,0,0,0
X600690.SH,0,0,0,0.194077601612436,-4.33680868994202e-19,0,0,0,0,0,0.0145479285151204,0.145329191359609,0.0840821713340653,0,0,0,0.175830940372361,0,0,0,0,0,0,0.0402311783094325,0,0.0189628140644313,0,0.0811152498153493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104729893537026,0,0,0,0,0.163973541626414,0,0,0,0,0.00166776406745098,0.00817731667358348,0,0,0,0,0,0
