,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X000725.SZ,X003816.SZ,X300014.SZ,X600031.SH,X002371.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X300142.SZ,X600089.SH,X601877.SH,X600741.SH,X002180.SZ,X000661.SZ,X600460.SH,X000100.SZ,X000733.SZ,X600522.SH,X000157.SZ,X002074.SZ,X600702.SH,X600884.SH,X000799.SZ,X002236.SZ,X600584.SH,X600183.SH,X601799.SH,X000800.SZ,X002414.SZ,X000977.SZ,X600563.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.267792896809273,0,0.0811951451551937,0,0,0,0,0.0050157674516125,0,0,0,0,0,0,0,0,0.0523659089103038,0.0820232611202844,0.0107029636030189,0,0,0,0,0,0,0.0346546148095176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164250221479735,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0777415070471453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600357423949664,0.191898942857816,0,0.0110025050682212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340785185933295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0505805236507893,0.425912430136369,0,0,0,0,0,0,0,0,0,0,0,0.0236755719973673,0,0,0,0,0.0461824988738579,0,0,0.170190823794627,0.0119854557447205,0,0,0,0,0,0,0,0,0,0.0221205685225314,0,0.137203568443443,0.132471870543387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200598794059245,0,0,0,0,0,0
X002415.SZ,0,0,0.12945337442653,0,0,0,0,0.153425018221687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232718717848344,0,0,0,0.0539476702051546,0,0,0,0.0754164590453445,0,0,0,0,0,0,0,0,0,0.124237472458558,0.46144622909205,0,0,0,0,0,0,0,0,0.129431212642823,-0.0954376604278974,0.082802493423841,0,0,0,0,0,0
X000568.SZ,0,0.289399930995796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803907077370424,0,0,0,0,0.18041444030087,0,0,0,0,0.0241823645754627,0,0,0,0,0,0,0,0,0,0,0,0.163676350475847,0,0,0,0,0,0,0,0,0,0,0,0,0.0140451190937643,0.0405306007768719,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.210309205892138,0,0,0,0,0.110803273209602,0,0,0.0182371132935108,0,0,0,0,0,0.099407534960638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0141052140118486,-0.0226785969067612,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.177561996364611,0,0,0,0,0,0,0.150281974300421,0,0.279825162090731,0,0,-0.0023578481597586,0,0,0,0,0.193960937635129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088183977324951,0,0,0,0,0,0,0.112756208964446,0,0,0,0,0,0,-0.00630466280875281,0,0,0,0,0,0
X002475.SZ,0,0,0,0.00597960639462525,0,0,0,0,0,0,0,0,0,0,0,0,0.104454287008008,0,0.488423753281723,0,0,0,0,0,0,0,0.0235697209312234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765090850513922,0,0,0.0168721498090055,0,0,0,0,0,0,-0.0305593806651625,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0163622177774533,0.195977491166126,0,0,0,0,0,0,0.0740179750741545,0,0.0977091286119779,0,0,0,0,0,0,0.0276993734255323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429685808376488,0,0,0,0,0,0.0280106949220742,0,0,0,0.0120017568983777,0.0921185656186931,0,0,0,-0.0153487242696741,-0.0155786901108155,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846345467121049,0,0.0671738378810913,0,0,0,0,0,0,0.178959473020839,0,0,0,0,0,0,0.021897779244152,0.0430634330328243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298827724233881,0,0,0,-0.0135500260303882,0,0,0,0,0,0,0
