,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000568.SZ,X000338.SZ,X600741.SH,X600703.SH,X601877.SH,X000100.SZ,X000596.SZ,X000661.SZ,X600809.SH,X600271.SH,X002236.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X600487.SH,X000625.SZ,X300142.SZ,X002456.SZ,X600498.SH,X600867.SH,X600776.SH,X000157.SZ,X300146.SZ,X002180.SZ,X002241.SZ,X600177.SH,X002179.SZ,X002371.SZ,X000050.SZ,X000977.SZ,X600522.SH,X002508.SZ,X600089.SH,X600066.SH,X600118.SH,X000066.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.284714058676346,0,0,0.102696879303721,0,0,0,0,0,0,0,0,0,0,-0.0562399633047297,0,0,0,0.0102352221490414,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00660529642468827,0,0.0126302760435209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136837280933528,0.00901813465860772,0,0,0,-0.00736462201151922,0,0
X000858.SZ,0.0440721048216105,0,0,0,0,0,0.163275559772598,0,0,0,0,0,0.334482103644954,0,0,0.0134900170591988,0,-0.00430838652591815,0,0,0.120723649283221,0,0.0696026877135091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346736944385151,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154900536153668,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0153033929567362,0,0,0,0,0,-1.0842021724855e-19,0.0200735283562506,0.0494691042480768,0,0,0,0,0,0,0,0.0379875102801402,0,0.454204094940654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025193814453962,0.0174913649873237,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.248141824860082,0.0238141243334329,0,0.0335436501925036,0,0,0,0.0340612393709948,-8.67361737988404e-19,0,0.0285801648389428,0.101989816730424,0,0,0,0,0,0,0,0,0,0,0,0,0.0394042052205998,0,0,0,0,2.16840434497101e-19,0.096298153739296,0,0,0,0,0,0.00516997533717466,0,0,0,-0.036213844821898,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0773661303422422,0,0,0,0,-0.0628977481751608,0,0.105231247449937,0.151000528125793,0,0,0.238837068664353,0,0,0,0,0,0,0,0,0,0.0245211835584049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226553272535534,0,0,0,0,0,0,0
X000651.SZ,0,0.228609588371966,0.0894901728332069,0.00704597776091627,0,0,0,0,0,0.14336681738738,0,0,0,0.0378218376309894,0,0,0,0,0,0,0,0,0.03692538144663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00666872416199821,0.00180432459966489,0,0,0,-0.0072871647894877,0,0
X002304.SZ,0,0.0343756777377645,0,0,0,0,0,0,0,0,0.0680844748398011,0,0.261113494490168,0.021550820804804,0,0,0,-0.00947565384586454,0,0,0,0,0,0,0,0,0.0911103266835789,0,0,0.0292445184970018,0,0,0,0,0,0.122812950809204,0,0,0,0,0,0,0,0,0.1314873779764,0,0,0,0,0,0,0,-0.013913800932029,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146816016250944,0,0,0,0,0.0649334031790264,0.0706553511964585,0,0,0,0,0,0,0.138244953304745,0,0.0470370278313353,0,0,0,0,0,0,0.119955019048008,0,0.109060894170314,0,0,0,0,0,0,0,0,0,-0.0220219618534837,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113518965380682,0,0.0191672579801433,0,0,0,0,0,0.00101783792516905,0,0,0,0,0,0.263872984385255,0,0,0.0780683586016571,0.349685430750608,0,8.67361737988404e-19,0,0,0,0,0,0.066933835429773,0,0,0.146273125923636,0,0,0,0,0,0.015053570363351,0,0,-0.0130318745948486,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.11762068268991,0,0,0,0,0,0,0,0,0,0.0490274858026209,-1.38777878078145e-17,0,0,0,0,0,0.0239994445389708,0.0267018731994471,0,0,0,0,0,0,0.141200604814066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031269995859042,0,0.387726287051956,0,0,0,0,0,0,-2.11758236813575e-22,-0.0342237183646495,0,0,0,-0.0265810870271133,0,0
