,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002129.SZ,X002371.SZ,X300014.SZ,X003816.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X600703.SH,X000596.SZ,X002179.SZ,X000625.SZ,X300142.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X002180.SZ,X600741.SH,X000157.SZ,X600460.SH,X000733.SZ,X600884.SH,X000799.SZ,X600702.SH,X600522.SH,X002074.SZ,X002236.SZ,X002432.SZ,X600584.SH,X600779.SH,X002414.SZ,X000800.SZ,X000977.SZ,X600183.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.155521757208712,0,0.0207542172849004,0,0.131133794799722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212802405006023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506515730446124,0,0,0,0,0,0.0469565281573077,0,0,0.0203581933955191,0,0,0,0,-0.0328001962723236,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0301488314128303,0.184991892250305,0.059949568456457,0,0.114681936416608,0,0,0,0,0,0,0,0,0,0,0,0,0.0780221920393229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455838501875345,0,0.260161119183956,0,0,0,0,0,0,0,0,0.0133765571411855,0,0,0,-0.0244524314715738,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0906909597769719,0,0,0,0.00793252964653359,0.0363941724745479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496759333137289,0,0,0,0,0,0,0.18475946174112,0,0.0510726932555884,0,0,0,0,0,0,0.210944777097896,0,0,0.13971280305269,-2.16840434497101e-19,0.00633894689520942,0,0,0,0.000199209876312535,0,0
X600809.SH,0,0,0,0,0.667649467526745,0,0,0,0,0,0,0,0,0,0,0.00250461354980292,0,0,0,0,0,0.0693922976450504,0,0,0,0,0,0,0,0,0.0479728771211045,3.46944695195361e-18,0,0,0,0.00964871797986098,0,0,0.138512189373985,0.0610212576005498,0,0,-0.0553933803287738,0,0,0,0,0,0,0,0,0.025968669662313,-0.0132068406411841,0,0,0,0,0,0
X000568.SZ,0.220420977065648,0.196427658934477,0,0.0548123623763471,0,0,0,0,0,0,0,0,0,0,0,0.0612069912368307,0,0,0,0,0,0,0,0.175245605977449,0,0,0,0,0,0,0,0.0907204049935761,0,0,0,0,0,0,0,0,0,0,0.0121359516203878,0,0,0,0,0,0,0,0,0,0.0463550865722729,0,0,0,0,0,0
X600690.SH,0.015501200438376,0.145231890683992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165754566165469,0,0,0,0,0,0,0,0.0307616018287621,0,0,0,0,0,0,0,0,0,0.063615221692711,0,0,0,0,0,0,0,0.252969667117397,0,8.67361737988404e-19,-0.0153697790967303,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.23092234244196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222046215750063,0,0,0,0,0,0,0,0,0,0.0417690424664127,0,0,0,0,0,0,0.0119748321251896,0,0.0508714871084984,0,0,0.0485440257703849,0,0,0,0,0.0119882633520908,0,0.0336313310349037,0,0,-0.0163767768584199,0,0,0,-0.0607946917265376,0,0
X002304.SZ,0.0432970449607324,0.0722559295403133,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0488650530834138,0,0,0,0,0,0,0,0,0.0738563455757152,0,0,0.317299096552746,0,0,0,0.0414600026047624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02923470136232,0,0.0749415508548343,0,0.0111073617219488,0,0,0,0,0,0.000657873392454726,0,0,0,0.044188782357246,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131290691367174,0,0,0,0.476515786915354,0,0,0,0,0,0,0.0401081760303137,0,0,0,0,0,0,0,0,0,0,0,0.0304887959687818,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383187543834211,0,0,0,0,0,0,0
X600104.SH,0.0270960651356041,0,0,0,0,0,0,0.0916219884645922,0,0,0,0.0437234632970544,0,0,0,0,0,0.125969273271561,0.0322309968993082,0,0.0231120421563998,0,0,0,0,0.16543024850666,0,0,0,0,0,0.0201554572967056,0,0.0765036405085753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704174348281645,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.154232878427778,0,0,0,0.174535036737949,0,0.0687861919399231,0,0,-0.0108816943196179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340828579026213,0,0,0,0,0.179471878603554,0,0,0,0,0,-0.0303334096254125,0,0,0,-0.00243311058819032,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175333812607218,0,0.129639809434069,0,0,0.368895574458653,0,0,0,0,0,0,0,0.00503400905014094,0,0,0,0.0685710444436917,0,0,0,0,0,0,0,0,0,0,0,-0.00321909410169997,0,0,0,0,0.018493944828245,0,0,0,0,-0.0122881444039091,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211011142883414,0,0,0,0,0,0,0.141582012371866,0,0,0,0.112683618988502,0,0,0,0,0,0,0,0,0,0,0,0,0.0438633129878497,0,0,0.0467575820571669,0,0,0,0,0,0,0.00165079181532524,0,0,0,0,0,0
