,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X000725.SZ,X300124.SZ,X000338.SZ,X000625.SZ,X000596.SZ,X002304.SZ,X600031.SH,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X002179.SZ,X600089.SH,X002463.SZ,X600703.SH,X000977.SZ,X002236.SZ,X600372.SH,X600066.SH,X002241.SZ,X000921.SZ,X600741.SH,X002028.SZ,X002049.SZ,X600522.SH,X600584.SH,X600183.SH,X000661.SZ,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X601799.SH,X600566.SH,X600060.SH,X600177.SH,X002180.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.14016072480359,0,0.0349013996751957,0,0.167144612352886,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.113982445756401,0,0,0,0.0478658926943903,0,0,0,0,0,-0.0191916623568831,0,0,0,0,0,0,0,0,-0.0337359747156558,0.0838689911234367,0,0,0,0,0,0,0.00774437079416607,0,0,0,-0.037393489834582,0,0,0,-0.00154310701688269,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.277510960764219,0,0,0,0,0,0,0,0,0,0,0.17704553678948,0,0,0,0,0,0,0,0,0,0.008429198296198,0,0,0,0,0,0,0,0.0556009749372192,0,0.0428639015360369,0.0135859119845194,0,0,0.0534755425667756,0,0,0,0,0,0,0,0,0,-0.0406765744767807,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.291831595653783,0,0,0,0,0.150506560477982,0,0,0,0,0.0871712205466214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065275557209794,0,0,0,0,-0.0422669768137293,0.00145085003610477,0.0138617180309548,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.113150721544425,0,0,0,0,0,0,0,-0.00753692779621183,0.0442043455170115,0,0,0,0,0,0,0,0,-0.099804607828087,0,0,0,0.110446182499169,0,0,0,0,0,0,0.0510979662673493,0,0.0794057285507472,0,0,0,0,0,0,0,0,0.0170060448812468,0,0.065155517327004,0,0,-0.009845829058895,-0.0117072003760765,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397021196985036,0,0.20885433508258,0,0,0,0.013795078847605,0,0,0,0.0570966269006929,0,0,0,0,0,0.0413960463559388,0,0,0,0.0234315966522288,0,0,0.0997992199206224,0.15350368174963,0,0,0,0,-0.0209643909248834,0.031131680079722,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.11051169274203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903254594396704,0,-0.123273316777978,0,0,0,0,-0.0118020392645864,-0.0641638954045086,0.219303216898295,0,0,0,0,0.0431081607003799,0.0795973737687139,0,0,0,0,0,0,0.00733737156687518,0.0221078554305776,0,0,0,0,-0.0152767739456449,0,-0.0476659775491131,0,0,0,0,0
X000568.SZ,0,0.964016317273121,0,0,0,0,0,0,-0.0194323542525884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115331962499138,0,0,0,0.0316346420268499,0,0,0,0,0,0,0,0,0,0,0,0.0835224678693857,0,0,0,0,0,0,0,0,0,0.0131060510086657,0.0178433690384651,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0324619508790704,0.0208547755591266,0.0337040249119672,0,0,0,0,0,0,0.0669376809901035,0.040612255599434,-0.207121442479048,0.0771923321920815,0,0,0,0.082368037248431,0,0,0,0.059694967216469,-0.00872879135301441,0,0,0,0,0,0,0.202314849716968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,-0.00183517630798572,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287543582959633,0,0,0,0,0,0,-0.0213072923162941,0.373379171030446,0,0,0,0,0,0.0693977234062983,0.0888214146470306,0,0,0,0,0,0.0725470980074872,0,0,0,0,0,0,0,0,-0.16279606833092,0,0,0,0,0
X003816.SZ,0,0,-0.0951428558631261,0,0,0,-0.278558267891682,0,-0.0929167561923384,0,0,0,0,0,0,0,0,0,0,0.0838577354712037,0,0.158961136486,0.248828026784118,0,0,0,0,0,-0.0342219338703075,0.0964641771509015,0,0,0.0415949739492742,0,0,0.0011422120914841,0.053794885956012,0,0,0,0,-0.234440529957706,0,0,0,0.278259660398964,0,0,0,0,0,-0.0750707369634652,-0.0416877275701795,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0734406482863418,0,0,0,0.131348047274375,0,0,0,0,0,0.0133109316668927,0,0,0,0.0279130183168227,0,0,0,0,0.0400404575848491,0,0,0,0,0,-0.0337485670098221,8.67361737988404e-19,0,0,0,0.017394106668966,0,0,0,0,0,0,0,0,0,-0.0420054916151111,0.0271453373740697,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269994199866417,0,0.107570683516188,0,0,0,0,0,0,0,0,0,0.159925073498059,0.0154800886993681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578568645554029,0,0,0,0,0,0
X000725.SZ,0,0,0.0550234655800636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752814169377497,0,0.0550393308835327,0.128203394327476,0,0,0,0,0,0,0,0.0525733690923855,0,0,0,0,0,0,0,0,0,0,0,0,0.0717194847360273,0,0,0,0,0,0,0.0179285709565614,0,0,-0.0103046433248705,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.00573950687135856,0,0,0,0,0,0,0,0,0,0,-0.0314405477848621,0,0,0,0,0,0,0,0,0,0,0,0.0775441138762328,0,0,0.11609391512984,0,0,0,0,0.027132397108952,0,0,0,0,0,0,0,0,0,0,0.177084420821738,0,-8.67361737988404e-19,0,0,0,0.0479174206245655,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0549418388632092,0,0,0,0,0,0.0726417713524338,0,0,0,0,0,0,0.326291454278327,0,0,0,0,-0.000853792565251544,0,0,0.222887832984799,0,0,0,0,0,0.00434915079000636,0,0,0,0,0,0,0,0,0,0,0,-0.0594000145687453,0,0,-0.0448287314527757,0.00973361414409178,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220988099997257,0,0,0,0,0,0,0.127465180054817,0.133356698256061,0,0,0,0,0,0,0,0,0,0,0,0,0.578868409333892,0,0,0,0,0,0,0,0,-0.107108388136933,0.0766023330256301,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.561091433370157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462900907091756,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.00711612875134945,0,0,0,0,0,0,0,0,0,0,-0.0337663241820956,0,0,0,0,0,0
X002304.SZ,0,0.137734398985302,0,0,0,0,0,0,0.00577105107640464,0,0,0,0,0,0,0,0.290745103471972,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.239462729135801,0,0,0,0,0,0,0,0.0265726594442036,0,0,-0.0625961958192075,0,0,0,0,0,0,-0.0249202358388108,0.0738500005792162,-0.0961788955435583,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0349647063348882,0,0,0,0.156025154187343,0,0,0,0,0,0,0.291673019448634,0,0.0292816126358224,0,0,0,0,-0.102339196934479,0.0256081853493167,0,0,0,0,0,0,0.0011811540509489,0,0,0,0.0954626308618726,0,0,0.0104421847002334,0,0,0,0,0,0,-0.0624520169290329,0.000299706711649429,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,-0.0111750313297853,0,0,0,0,0,0,0,-0.102231623443991,0,0,0,0,0,0,0,0,0.109414248544321,0,0.138865511036462,0,0.125204278448141,0,0,0.0387061895635045,0,0.056552228534406,0.361459663589643,0.0141308208139547,0,0,0,0,0.014238658230602,0,0,0,0,0,0.212431721222021,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.612852616940164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348057972328222,0,0,0,0,0.035399797974995,0.0187603787885508,0,0,0,0,0,0,0,0,0.136268456446624,0,0,0.0530652155086631,0,0,0,0,0,0,0.0120273296047247,-0.0283544090867643,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.108538679185625,0,0,0.0689976772670245,0,0,0,0,0,0.012535008229813,0,0,0,0,0,0,0,0,0,-0.086086774011614,0,0,0,0,0,0.302470374384648,0,0,0,0,0,0,0,0,0.218022537656158,0.199870626512878,0,0,0,0,0,0,0.0793724534669329,0,0,0.0215005194797892,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269982735166032,0,0,0,0.179430874268415,0,0,0,0,0,0,0,0,0.0534912533190679,0,0,0,0,0.171399003766267,0,0,0,0,0,0,0,0,0,0,0,0,0.0586710365822483,0.0594983188912936,0,0,0,0,-0.0173374194878176,0,-0.0376090343797742,0,0,0,0,0
