,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002304.SZ,X000651.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X000596.SZ,X600703.SH,X000100.SZ,X002371.SZ,X300142.SZ,X000157.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X000799.SZ,X600741.SH,X600702.SH,X002007.SZ,X002236.SZ,X600779.SH,X601877.SH,X300146.SZ,X600584.SH,X002414.SZ,X300003.SZ,X601799.SH,X600183.SH,X000800.SZ,X600460.SH,X002074.SZ,X002508.SZ,X600089.SH,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00836584297274133,0,0,0,0.057503387347587,0,0,0,0.00988330746295812,0,0,0,0.0747995872309991,0,0,0,0,0,0.00262673713560776,0,0,0,0,0.0165640439766115,0,0,0,0.00285906736591924,0,0.0378337672471004,0,0,0,0,0.061291403859173,0,0,0,0,0,0,0,0,0,0.135283147616149,0,0,0,0,0,0,0,0,0,0,-0.0090809466471628,0,0
X000858.SZ,0,0,0,0.0200924772077584,0.13389267813486,0.37851968806751,0,0,0,0.0633629057484237,0,0,0,0.00818739755779711,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0726761248674243,0,0.0102985967228265,0,0.0875016401437658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00670433751445349,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486713477660151,0,0,0,0,0.135036931806154,0,0,0.0138442327291677,-1.73472347597681e-18,0,0,0,0,0.0283442282242007,0.0458696302811669,0,0.0119911453995794,0,0,0,0,0,0.0375201082475836,0,0,0.0781821894992344,0,0,0.0712675791284192,0,0,0,0,0,0,-0.0203405362518874,0,0,0,0,0.00981651701036873,0,0
X600276.SH,0,0.118317687167897,0,0,0,0,0.087881338843476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103946424541932,0,0,0.046999458292577,0.0973414327009317,0,0,0,0,0,0,0,-0.120859216792782,0,0,0,0.139308233502279,0,0,0,0,0,0,0,0,0,0.144799225437962,0,0,0,0,0.00993249108147483,0,0
X600809.SH,0,0,0,0,0,0.186434684488594,0,0,0,0,0,0,0,0.109499283600486,0,0,0,0,0,0,0.00507887463411477,0.0237170765352438,0,0,0,0,0,0,0,0,0.454986895749735,0,0.0164792332617344,0,0,-1.73472347597681e-18,0,0,0,0,0,0.125631369730461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295613009264412,0,0
X000568.SZ,0,0.473171834827583,0,0,0.192556106221132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765291431050692,0,0,0.109758877386149,0.0123769833316749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175479590622414,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.318269558330732,0.0828534847942348,0,0,0,0,0.0828911480058377,0,0,0,0,0,0,0,0,0,0,0,0.158993084998112,0.00946580498294619,0.0563443587236631,0,0,0,0,0,0,0.0707493892712865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0618473913252792,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.054982732903256,0,0.0681337432563314,0,0,0,0,0,0,0,0,0,0,0,0.0163444090878367,0,0,0.0795042196399061,0,0,0.0562068480306333,0,0,0,0,0.112084044676973,0.0310164055803583,0,0,0,0,0,0,0,0,0,0,0,-0.00780835167659555,0,0,0,0,0,0,0,0,0,0,0,0.0035108186455043,0,0
X600690.SH,0,0,0.096914833086017,0,0,0,0,0.00249503378664842,0,0.0734004642028094,0,0,0,0,0,0.0253979810994043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848961441509247,0,0,0,0,0.0543228953020036,0.0882148135302433,0,0,0,0,0,0,0,0,0.0494480921140829,0,0.0811019786304872,0,-0.0406763023939898,0,0,-0.00804246939717223,0,0,0,0.0242547006853453,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.190949860372504,0,0,0,0.0335440131414191,0,0,0.0411189029504616,0,0.267016575857516,-0.031060646883962,0,0.134817698330162,0.103982253684862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032603064367757,0,0
