,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X300003.SZ,X601877.SH,X000625.SZ,X300124.SZ,X600183.SH,X000157.SZ,X300014.SZ,X002007.SZ,X000066.SZ,X300142.SZ,X002008.SZ,X002371.SZ,X600271.SH,X002456.SZ,X300136.SZ,X002179.SZ,X000977.SZ,X002463.SZ,X002180.SZ,X600584.SH,X600177.SH,X002129.SZ,X000050.SZ,X600487.SH,X600498.SH,X600066.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.224460746590636,0,0,0,0,0.0529182484039956,0,0.248281392056533,0,0,0,0.142395477538431,0,0,0,0,0,0,0,0,0.0679746965446524,0,0,-0.0275873565440417,0,0,0,0,-0.0558295607092983,0,0,0,0,0,0,0,0,0,0,-0.0388223391729645,-0.0293629552679127,0,0,0,-0.0122435499309641,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.470651515749744,0.0571017990185534,0,0,0,0,0,0.0600914951827557,0.0794112014998041,0,0,0,0,0,0,0,0,0.000724889453900061,0,0.0363679478129601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00827426137991582,0,0,0,0,-0.000704304780886499,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133909282444305,0,0,0,0,0,0,0,0,0.0647588979636941,0,0,0,0,-0.0181251382420577,0,0,0.0305851840358055,0,0,0,0,0,0,0,0,0,0,0.0987877944812283,0,0,0.0531281237858067,0,0,0,0,0.204513732137196,0,0,0,0,0,0,-0.0373927096827626,0,0
X600276.SH,0.180996991891985,0,0,0,0,0,0,0,0,0,0,0,0,0.0783487467932164,0,0.257300177769075,0,0.0255056792513306,-0.0173844607170065,0.107050201635044,0,0,0,0,0,0.142703966446906,0,0,0,0,0.141806571357603,0,0,0,0,0,0,0,0,-0.10017567393575,0,0,0,0,0,0,0,0,0,0,0,0.0132938732706063,-0.00905287303150125,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.00385467708360457,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.081473954853342,0.0380540356023525,0,0,0,0,0,0.0188024174525667,0,0,0,0,0,0,0,0,0,0.184206194487424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184103944638407,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847094234104795,0,0,0,0,0,0,0,0,0,0,0,0.08008204954867,0,0,0,0.12142036219486,0,0,0,0,0,0.00182713895088987,0,0,0,0.00147395678993527,0,0,0,0,0,0,0,0,0.0498811574019564,0,0,0,0,0,0,-0.00281661259361626,0,0
X002475.SZ,0.000320074688196321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00753563943533904,0,0,0,0,0,0.322793970912673,0,0,0,0,0,0,0,0,0.0621736594895592,0,0.106918830127106,0,0.195443710932705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506463937656704,0,0,0,0.0616314119836416,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.118203347117043,0,0,0.133077686562661,0,0,0,0,0,0,-0.0151130107618025,0,0,0,0,0,0,0,0,-0.0846996257124257,0,0,0,0,-0.075706588385437,0.17534517684892,0.0675800446766121,0.136167654239002,0,0,0.0962735435136284,0,0,0,0,0,0,0,0,0,0,0.000496799170227924,0.0201960333201053,0,0,0,0,0,0
X002304.SZ,0,0,0.0326748285187942,0,0,0,0,0.0915810350747775,0,0,0,0,0,0,0,0,0,0,0.00672863255996387,0.0957122676153723,0,0,0,0,0,0,0,0.021950067258702,0,0,0.211593979942048,0.0055355362945385,-0.0667140612140582,0,0,0,0,0,0,0,0,0,0.00275511487788881,0,0,0,0,0,0,0,0,-0.0364059626089907,0.0233266303849643,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169349664133433,0,0,0,0,0,0,0.0813701993033507,0,0.0658358590204798,0,0,0.0273840526113656,0,0.0336265887585435,0,0,0,0.0243497659764662,0,0.0825411885085011,0,0.0561051369345103,0.0118802741266762,0,0,0,0,0,0,-0.0158988001599325,0,0,0,0,0,0
