,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000559.SZ,X600031.SH,X600271.SH,X000100.SZ,X600118.SH,X600066.SH,X600372.SH,X000157.SZ,X002292.SZ,X600741.SH,X002241.SZ,X002236.SZ,X002475.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X600839.SH,X002074.SZ,X000568.SZ,X600177.SH,X002129.SZ,X002276.SZ,X300003.SZ,X002294.SZ,X000800.SZ,X002085.SZ,X600867.SH,X600498.SH,X000869.SZ,X002506.SZ,X000977.SZ,X600582.SH,X002180.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0740941679908203,0,0,0,0,0.0707927939271738,0.0916977541350404,0,0,0.0322659071173471,0.0333002478638748,0,0,0,0,0,0,0,0,0,0.0541758554113197,0,0,0,0,0,0,0,0,0,0.116817225482604,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0389310382426634,0,0,0,0,0,0,0
X600104.SH,-4.33680868994202e-19,0,0,0,0,0,0,0.0803985350186427,0.384805321401805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184744127990873,0,0,0,0,0,-0.00564945543008752,0.180801260039626,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232526246430941,0,0,0.00556930295318093,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0431984053379227,0,0,0,0,0,0.0117651550083118,0,0,0,0,0,0,0,0.219607702640822,0,0.0616334578118758,0,0,0,0,0.0533391999239428,0,0,0,0,0,0,0,0,0,0,-0.0864453810412524,0,0,0,0.02996268230764,0,0,0,0,0,0.0522716882668913,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.131917331683836,0,0,0.223017810025028,0,0,0,0.0835540829278681,0,0,0,0,0.0771391192619577,0,0,0,0,0.0135874519985291,0,0,0,0.0483804942267353,0,0,0,0.0266736045846736,0.0358221359211293,0,0,0,0,0,0,0,0.0324532664832178,0,-0.033692549331055,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0176128726912561,0.151899953084692,0,0,0,0,0,0,0,0.223261730613621,0,0,0,0,0,0,0,0,0.0579319173717915,0,0,0.033916798522221,0,0,0,0.0306130801498985,0,0,0,0,0,0.0598808357937942,0,0,0,0,0,0.0493833323743908,0,0,0,0,-0.0410133053684551,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,-8.67361737988404e-19,0.0473538963859416,0,-0.160949593847678,0,0,0,0,0,0,0,0,0,0.0143556898927596,0,0.115052314307489,0,0,0,0,0,0.0787062920486767,0,0,-0.0156431089199428,0,0,0,0,0,-1.6940658945086e-21,0,0,0,0,0.0432586158381211,0,0,0,0,0,0,-0.00269667849528839,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0902725741782191,0,0,0,0,0,0,0,0,0.132681789702438,0,0,0.167621570935771,0,0,0,0,0,0,0,0,0,0,0.027231430341163,0.0566407797189043,0.0425408400950551,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.0507778559941832,0,0,0,0,0,0,0,0,0,0,0,0,0.230192728141045,0,0,0,0,0,0,0,0,0,0.405518195544953,0,0,0,0,0,0,0,0,0,0.134237633283242,0,0,0,0,0,0,-0.000856931936274949,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0184657809237101,0,0,0.0979483449313828,0,0,0,0,0,0,0,0,0,0,0.191471143820372,0.123561579823692,0,0,0,0.0969417866617804,0.0555584390486892,0,0,0,0,0,0.0427839465725238,0,0,0.0448805780655735,0.00495871750425833,0,0,0,0.0915848827080811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.203434461690175,0.0817288835109411,0,0.0329161543757043,0,0.218898337005981,0,0,0,0,0.0139055608916918,0.0491562641813109,0,0,0.0747427635519445,0.034955006768725,0,0,0,0,0,0,0.0098775151150802,0,0,0,0,0,0,0.0269029579399525,0,0,0.0256942295062233,0,0,0.084741922332278,0,0,0,0,0,0,0,0,0
