,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X000725.SZ,X003816.SZ,X000625.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X600702.SH,X600522.SH,X600741.SH,X002074.SZ,X000157.SZ,X000799.SZ,X600460.SH,X600584.SH,X300003.SZ,X600779.SH,X002007.SZ,X600884.SH,X300146.SZ,X600487.SH,X002294.SZ,X601799.SH,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0531439874542099,0.238968723653654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578214589925623,-0.02992209930539,0.0548182107752131,0,0,0,0,0,0,0,0,0.190019197675569,0.00838724765009391,0,0,0,0.0188867960144115,0,0,0,-0.00240322863294141,0.0226394483137647,0,0,0,0,0,0
X000858.SZ,0,0,0.105047206859852,0.341672309489105,0,0.234280788212361,0,0,0,0,0,0,0,0,0.107465578028801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422027543993672,0,-0.00782931626208555,0.00899545105418439,0,0,0,0,0,0
X600809.SH,0,0,0,0.613937602465698,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177383029158279,0.000802832595370743,0,0,0,0,0,0,0,0,0.0631026002254178,0,0,0,0,0,0,0,0,0,0.017172507440308,0,0,0,0,0,0
X000568.SZ,0,0.454409227990913,0.336054121286019,0,0,0.127883939107379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162140000790665,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309201701885576,0.0122017294470733,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.000263860400141766,0,0,0,0,0,0.0444838913677122,0,0,0,0,0,0,0.155490053498252,0,0,0,0,0,0.0253479888492255,0.0652105067134762,0,0,0,0,0,0,0.10369024149478,0,0,0,0,0.124028791419022,0,0,0,0,0.0740004309491956,0,0,-0.0117019936926679,-0.0294345773726448,0,0,0,0,0,0
X002304.SZ,0,0,0,0.512189911064193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313681413830848,0,0,0,0.047399407861499,0,0,0,0.0442062923760849,0,0,0,-0.0320786877612079,0,0,0,0,0,0.0149811765136242,0,0,0,0,0,0
X600690.SH,0,0,0.0603072294030674,0.0892519929497902,0,0.100726291385133,0,0,0,0,0,0,0,0,0.0946458221058578,0,0,0.0285504914215455,0.015734426056592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597994724009395,0,0,0,0,0,0,0,0,-0.00875943051978924,-4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.0230496578841359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179521265925079,0,0.0228679325846653,0,0,0,0.00612211818864538,0,0,-0.0564553591753826,0,0,0,0,0,0,0.100403885122056,0,0.0265222813393334,0,0,-0.0820086100951714,0.157316654165171,0,0.0195507903270372,-0.079218292352315,-0.000550568596045801,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0802478429327373,0,0,0,0,0,0,0,0,0.0392261156153182,0,0,0,0,0,0,0,0,0,0,0.246972239944574,0,0,0,0,0,0,0,0,0,0.0342963666662686,0,0,0,0,0,0,0,0.0516017773899918,0,-0.00442014150179389,-0.0243776107658654,0,0,0,0,0,0
X000651.SZ,0,0,0,0.137432436678769,0,0,0.17243699142932,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0297795370344242,0,-0.0152201684472935,0,0,0,0,0.125955026833719,0,-0.156686658760455,0,0,0,0,0,0.0204544231193449,0,0,0,0,0,0,0,0,0,0.0090306462080941,0,0,0,0,0,-0.0261138782200695,0,-0.00953762529802578,0.0140091946314606,0,0,0,0,0,0
