,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X000596.SZ,X002049.SZ,X000625.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X002241.SZ,X000733.SZ,X000100.SZ,X601877.SH,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X002414.SZ,X000799.SZ,X600487.SH,X000066.SZ,X002223.SZ,X002236.SZ,X002294.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.189290258605956,0.080867728982241,0,0.205034820184236,0,0,0.0268431986019838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261467289207001,0,0,0,0.00198064081005768,-0.0894584302260705,0,0,0,0,0,0,0,0,0,0,0,0.0885362399139133,0,0,0,0,0,0,0,0.0073671281039524,0,0,0,0,0,0,0
X000858.SZ,0.341196228868404,0,1.38777878078145e-17,0,0.285116865665017,0.0444022996410908,0,0,0.0102614692196946,0,0.017257460293587,0,0,0,0,0,0,0.0270337019101268,0.00816682058083596,0,0,0,0,0,0,0,0.0485593254513761,0,0.0787785330304008,0,0,0,0,0,0,0,0,0,0.0904027334096238,0,0,0,-0.0831515893683364,0,0,0,0,0,0,0,0,-0.0152543880181323,0,0,0,0,0,0,0
X600809.SH,0.173032657737524,0,0,0,0.61460154969635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143247562606032,0,0,0,0,0,0,0,0,0.0586048489776217,0,0,-0.049333183294992,0,0,0,0,-0.0240496230629495,0,0.114954627808671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0455079583854438,0,0,0,0,-0.0706794522005913,0,0,0,0,0,0,0,0.234690400762984,0,0,0,0,0,0,0.0847908918836146,0,-0.0834795413301087,0.109786280332145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393051325927596,0,0.161398811098078,0.135647874628862,0,0.158206575005526,0,-0.00351766778128474,0,0,0,0,0,0
X000568.SZ,0.407644404959558,0.190099795922605,0.670042872929101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023627431963698,0.024671268180951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016441003185252,0,0,0,0,0,0,-0.0131175932577753,0,0,0,0,0,0,0
X600276.SH,0,0.0894676826467469,0,0,0,0,0,0,0,0,0,0,-0.0298213033133769,0,0,0,0,0,0,0,0,0.0756965238081474,0,0,0,0,0,0.0249312589061328,0,-0.146940339871892,0,0,0,0,0,0,0,0,0,0,0.097904971549864,0,0,0.0763428668888777,-0.0357328763753349,0,0.10599156169177,0,0,0,0,0,0.0106933243471255,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.100560251707875,0,0,0.104871299869876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484367732438877,0.336813818962502,0,0,0,0,0,0,0,0.0930234901991221,0,0,0,0.0625758969827337,0,-0.0801713907255882,0,0.0718676137022198,0,0,0,0,-0.0208915139584398,0.0245677884286305,0,0,0,0,0,0
X600690.SH,0.0856306842023236,0,0,0,0.136540320480483,0,0,0,0,0,0.34976946615295,0,0,0.0363764853617308,0,0,0,0,0,0,0,0,0,0,0.0287200993352966,0,-0.13499143770232,0,0,0,0.0498791252210884,0,0,0,0,0,0,0,0,0,0,0,0,0.0155862603195947,0,0,0,0,0,0,0,-0.0128690137106729,0,0,0,0,0,0,0
X002304.SZ,0.195770478662345,0,0,0,0.0759390469049907,0,0.0289625455181826,0,0,0.033451519789897,0,0,0,0,0,0,0,0,0.036713446020098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654555878708134,0,0,0,0.219743661538306,0,-0.0210681023285476,0,-0.131308141090956,0,0,0,0.0912726317624747,0,0,0,0,-0.0318796205082114,-0.0218257478362971,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427693168292027,0,-0.0470856986922529,0,0,0,0.0803742698760076,0,0,0,0,0,0.184462696849926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137394992749874,-0.337340541042165,-0.00717500871629387,-0.044731499626224,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0107132123006476,0,0,0.369677269218034,0,0,0,0,0,0,0,0,0.19970606393464,0,0,0,0,0,0,0,0,0,0,0,0.0142795727929722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0586363657376727,0,0,0,-0.0804492766048649,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0545563515810225,0.0641468583705073,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454801684433377,0,0,0,0.19865322789398,0,0.0919041661110066,0,0,0,0,0,-0.00927035901366279,0,0,0,0,0,-0.0188613792557493,0,0,0,0,-0.0202795833522549,0,0,0,0,0,0,0
X300014.SZ,0,0,-0.000432577744536788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155595693448084,0,-0.313779864344874,0,0,0.535175375443162,0,0,0,0,0,0,0,0.192433416662699,0,0,0,-0.110534876962287,0,0,0.171124753058799,0,0.0194814561980955,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.187682425754336,0,0,0,0,0,0.0523016866123974,0,0.0259278406611913,0,0,0,0.0384098022099783,0.0931227281788698,0,0,0.135750304883177,0,0,0,0,0,0,0,0,0,0,0,0.0330162903316608,0,0.0803152135291076,0,0.188240337494706,-0.0910907638055321,0,0,0,0,0,0,-0.0472347914701766,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0986204381555463,0,0,0,0,0,0,0,0,0,-0.0531752425966836,0,0,0,0,0,0.413292319264158,0,0,0,0,0,0.0798962929513102,0,0,0,3.46944695195361e-18,0,-0.0156285364207568,0,-0.00478158552383939,0,0,-0.00525384277543743,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0797524956072445,0,0,0,0,0,0,0,0,0.0309511691494382,0,0,0,0,-0.0744566726592896,-0.090487929864146,0.0131818212091986,0,0,0,0,0,0,-0.0571448098178033,0,0.131720456692451,0,-0.00957605701054794,0,0.0980273331446469,0,0,0,0,0,0,0,0,0.101772879484025,0.0497779347884153,0,0,0,0,0,0,0,0,-0.0138803242876469,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.0181878157628735,0,0,0,0.0599033234115452,0,0,0,0.171358939367774,0,0,0,0,0.0609144369835868,0,0,0,0,0,0,0,0,0,0,0,0,0.41073168881711,0.0429483950969464,0,0,0,0,0.0331097128921231,0,0.00760197857878161,0,0,0,0,0,0,0,0.0230149889475346,0,0,0.0157068016518276,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.470085073068161,0,0,0,0,0,0,0,0,0,0,0,0,0.173400625995235,0,0,0,0,0,0,-0.0580803539566512,0,0,0,0,0.224481375582798,0,-0.0210099717430176,0,0,0,0,0,0,0,0,0,0,0.0770538983395378,0,0,0.416908903749697,-0.110553961918302,0,0,-0.0331130905579613,-0.0452382940232644,-0.0753325104465146,0,0,0,0,0
X000596.SZ,0,0,0.221407815014591,0,0.141396640762601,0,0,0,0.299107748567711,0,0,0,0,0,0,0,0,-0.0179600852546199,0,0,0.0852071256710778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630824739550295,0.0224389975391784,0,0,-0.00176112540406379,0,0,0,0,0,0
