,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X002241.SZ,X600703.SH,X300014.SZ,X000596.SZ,X000625.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X600584.SH,X300142.SZ,X601877.SH,X002236.SZ,X002129.SZ,X002179.SZ,X600183.SH,X000157.SZ,X002049.SZ,X000800.SZ,X300003.SZ,X601799.SH,X002414.SZ,X002008.SZ,X000066.SZ,X300136.SZ,X000977.SZ,X002185.SZ,X300146.SZ,X002508.SZ,X002456.SZ,X600118.SH,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.220814451469845,0.0664863580847312,0,0,0.0735926263559146,0,0.0562079208329642,0,0,0.268598977879853,0,0,0,-0.0335689103953336,0,0,0,0,0,0,0,0.019249628712025,0,0.0560091459527749,0,0,0,0.0172073141434402,0,0,-0.0640721549952712,0,0,0,0.0208504552934262,0,0,0,0,-0.0144787185272751,0,0,0,0,0,0,0,0,0,0,0.0260771805111076,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0670694519791109,0.0609810472398544,0,0.258860181799568,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0157467959689805,0,0.0401062924073014,0.107836683312428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135790397944796,0,0,0,0,-0.00194837704263977,0,0
X600276.SH,0,0.0780278368895094,0,0,0,0,0,0,0,0,0.111010026955781,0,0,0,0.0700888157839761,0,0,0,0,0,0,0.00482257683665452,0,0,0,0,0,0,0.0316971056597101,0,0,0,0,0,0,0,0,0.0387747351326923,0,0.0727912396672755,0,0,0.0392762475529685,0,0,0,0,0,0,0,0,0,0.00952930090425071,0,0,0,-0.0136625302114076,0,0
X002415.SZ,0,0,0,0,0,0.151779352975618,0,0,0.0543769161257913,0,0.0197239725021298,0.184378905113616,0,0,0,-0.0970960155895091,0,0,0,0,0,0,0,-0.00687679426516628,0,0,0,0,0,0,0.258250002800766,0,0,0,0,0,0,0,0,-0.0226403006387716,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.115480703181221,0,-0.012818470153439,-0.0161354695375101,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0856065856030955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786755353395735,0,0,0.0113562821281885,0,0,0,0,0,0,0,0,0.0490394115261494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264565711936667,-0.0144617874507147,0,0,0,-0.030379131675294,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138185309308841,0,0,0,0,0.422355249747314,0,0.00488745882741604,0,0,0,0,0,0,0,0,0.0606063894764777,0,0,0,0,0,0,0,0,0.108953630588864,0,0.0342918924020418,0,0.0661001087674131,0,0,0,0,0,0,0,0,0.0217977445676997,0,0,0,0,-0.0056155005400486,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261538715824943,0,0,0,0,0,0,0.00651285300459507,0.146490957077663,0,0.0992176374157538,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0273313334701609,0,0,0.0559206349463514,0,0,0,0,0,0,0,0,0,0.00542589279684639,0,0,0,0,0,0,-0.00375690588393853,0,0
X000568.SZ,0,0.00984448216382517,0,0,0,0,0,0,0,0,0.230662688052198,0,0,0,0,0,0,0,0.0553353371707053,0,0,0.173123587043211,0,0,0,0,0.0107972309629593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108707763331131,0,0,0,0,0,0.0206610817670492,0.0026863625228533,0,0,0,-0.00415358994708745,0,0
X002304.SZ,0,0,0,0,0,0,0,0.20349244797731,0,0,0.0678671582672245,0,0,0,0,0,0,0,0.0889849883238133,0,0.166974384887406,0.0500883998489522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493412320015338,0,0,0.0125712494288986,0,0,0,0,0,0.0182053946152862,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0997514301953301,0,0,-2.16840434497101e-19,0,0.0418715849593868,0,0.102167797663901,0,0,0,0.222286586298533,0.539525702108158,0,0,0,0,0.0244443779083046,0,0,0,0,0,0.0325581880136583,0,0,0,0,0.00606667579867725,0,0.03843032842602,0,0,0,0,0.0297679962049883,0,0,0,0,0,0,0,0,0,-0.0579362409285543,0,0,0.046420195044709,-0.0108436896507896,0,0,0,0,0,0
