,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X600031.SH,X002475.SZ,X002241.SZ,X600066.SH,X000338.SZ,X002236.SZ,X000100.SZ,X601877.SH,X600271.SH,X600118.SH,X002456.SZ,X300124.SZ,X002085.SZ,X000157.SZ,X002508.SZ,X600089.SH,X600372.SH,X600177.SH,X600522.SH,X002007.SZ,X300136.SZ,X300003.SZ,X600487.SH,X000981.SZ,X600699.SH,X002294.SZ,X002074.SZ,X600867.SH,X000066.SZ,X000559.SZ,X002008.SZ,X600435.SH,X002180.SZ,X600566.SH,X002292.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0328006093220333,0,0,0.015951718303135,0,0,0,0,0,0,0.284739188758833,-0.136242748394369,0,0,0,-0.0419074007226698,0.0282080981834617,0,0,0,0,0,0.0590194451462763,0,0,0,0,0,0,0,0,0,0,0.0550983443388391,0,0,0,-0.0225799282765499,0,0,0,0,0,0,0,0,0,0.0253938601880418,0.0104578184306371,0.000202703395089927,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.030299990375483,0,-0.0653727512707181,0,0,0,0,0,0,0,0,0,0,0,-0.0686066058762059,0,0.112425417016342,0.0841769793596686,0.0408922418362076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00870149098195413,-0.00411817544026799,0,0,0,0,0,0
X002415.SZ,0,0,0,0.205860686073433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161353232770531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150149381714181,0.0213458029361971,0,-0.0723897562600805,0,0.0294635999601103,0,0,0,0,-0.00880090327994511,-0.000303780931835672,0,0,0,0,0,0
X000651.SZ,0.0288796961832718,0,0.0142864400199019,0,0,0,0,0,0,0,0,0.0273293320842515,0,0.286823210435151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301952138400312,0,0.040842605589269,0,0,0,0.0145566661590348,-0.00584331370986922,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0890429181810742,0,0,0.177836582056225,0,0,0,0,0.0206348265097676,0,0.214785439117242,0,0,0,0,0,0.0958848152339734,0.0479500939298528,0,0,0,0.0421472614639413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103577622487085,0,0,-0.00919252034713092,0,0,0,0,0,0.00651692366011798,-0.00137779207760226,0,0,0,0,0,0
X000725.SZ,0,0,0,0.229122439759255,0,0,0,0,0,0,0.0178933459014769,0,0,0,0,-0.123996540564733,0,0,0,0,0,0,0,0,0,0,0,0.054489588756689,0,0,0,0,0,0.0938899284904299,0,0,0,0,0,0,0.0127913192965159,0,0.0480158770024725,0,0,0.0930515667770614,0,0,0.143655574839537,0,0,-0.0199839334616065,0.0136799607258573,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0374490231075241,0,0,0,0,0,0,0,0,0.415721220183911,0.121591286917248,0,0,0,0,0.0271477417918471,0.19256126218298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435238506109395,0,0,0,0,0,0,0,0,0.00971781276126188,0.00552606535132777,0,0,0,0,0,0
X600276.SH,0,0,0,0.00826944677093823,0.149036387158739,0,0,0,0,0,0,0.278869891922172,0,0,0,0,0,0,0,-0.115563319626805,0,0,0,0,0.0376490055145349,0,0,-0.0833494344011283,0,0,0,0,0,0,0,0,0.0535167939950204,0,0,0,0,0,0,0,0,-0.0240360371103457,0.103866065326475,0,0,-1.73472347597681e-18,-0.0796717646633436,0,0,-0.102219899210356,0,0,0,0,0
X000625.SZ,0,0.0423809180279075,0,0,0,0.110994967352703,0,0,0,0,0,0,0.254001197306238,0,0,0,0,0,0,0.0623831539995063,0,0,0,0,0,0,0,0,0,0.0415056128835052,0.183080735014662,0,0,0,-0.0081166826568332,0,0,0,0,0,0,-0.0241753955129997,0,0,0,0,0,0,0,0,0,0.00853388093350843,0.00221663976199982,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.151634080364766,0,0.104276490116063,0,0,0,0,0,0.0367240922282424,0,0,0,0,0,0,0,0,0,0,0.0744922383993477,0,0,-0.090507247309439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00875903196402675,0,0,0,0,-0.0357264135340832,0,0,-0.0243213599010709,0,0,0.00206798026568028,-0.0132693009248802,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0739217537179778,0,0,0,0,0,0,0,0,-0.0329095834027189,-0.10366798041693,0,0,0,0,0,0,0,0,0,0,0.203142250318823,0,0,0,0,0,0,0,0.0913139703239605,0,0,0.135984857117966,0,0,0,0,0,0,0,0,-0.0404404960611474,0,-0.0900990451899432,0,0,0,0.0138288360361226,0.0103507653966402,0,0,0,0,0,0
X600703.SH,0,0,0,0.053320483214811,0,0.0663704667721381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208732088432098,0,0,0,0,0,0,0,0.0763247054154728,0,0,0,0,0,0,0,0,0.153692009460916,0,0,0,0,0,0,0,0,0,-0.0131576553575686,0,0,0.0185218283178577,0,0,0.0213247042917542,0,0,0,0,0,0
X600741.SH,0,0.286649377461889,0,0,0.0275096283816991,0,0,0,0.190244343007154,0.0493289059889194,0,0.139749552793472,0,0,0,0,0,0,0.0284024580780545,0,0,0,0,0,0,0,0,0,0,0,-0.0906086494724529,0,0,0,0,0,0,0,0.0116310981532995,0,0.0289538382145694,0,0,0,0,0,0,0,0,0,0,-0.0018037198634527,1.16025826742607e-05,0,0,0,0,0,0
