,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002241.SZ,X000625.SZ,X002475.SZ,X600741.SH,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X300124.SZ,X000100.SZ,X601877.SH,X002008.SZ,X600809.SH,X002085.SZ,X300136.SZ,X600487.SH,X300003.SZ,X600089.SH,X002508.SZ,X600271.SH,X600522.SH,X600177.SH,X000157.SZ,X000050.SZ,X600699.SH,X600118.SH,X300115.SZ,X600867.SH,X002294.SZ,X000559.SZ,X000981.SZ,X600372.SH,X002074.SZ,X600498.SH,X600566.SH,X600884.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.13570553217177,0,0,0,0.0143111319996504,0,0,0.151575546117371,0,0,0,0,0,0,0,0,0,0.0189827866967345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773553776123693,-0.0132893216208212,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.00715766870185523,0.116762689386383,0,0,0,0.408502396670366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358743994641516,0.00625064274505272,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0830427732791335,0,0,0,0.242229839612228,0,0,0,0.0713074225418439,0,0,0,0,0,0,0,0,0.100568660555943,0.10366079037399,0,0,0.0719975891751787,0,0.0251613428679614,0,0,0,0,0,0,0,0,0,0,0.0390276698275026,0,0,0,0,0,0,0,0,0,0.0203964490807559,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.215346327516219,0,0,0,0,0,0.209555599373438,0,0.0613562634667928,0,0,0,0.120127277343103,0,0,0.186628685360886,0,0,0,0,-0.0493151037205209,-0.0194438404054938,-0.00967601511784066,-0.0185385261894818,0,0,0,6.93889390390723e-18,-0.0751520271177147,0,0,0,-0.116932307372569,0,0,0,0,0,0,0,-0.0429418715849543,0,0,0,0,0,0,-0.00476294290978037,0.0146895555538317,0,0,0,0,0,0
X000858.SZ,0,0,0,0.188167424020601,0,0,0,0,0,0,0,0.455190563971998,0.0213720476753992,0,0,0,0,0,0,0,0,0,0,0,-0.0209816004155976,0.109139570622339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240555296843706,0,0,-0.0117487229406411,0.00620728282262874,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.161416667698226,0.0108250398483131,0,0,0,0,0,0,0,0,-0.030858230065544,0,-0.135030318695044,0,0,0,0,0,0,0,0.0140025490287615,0,0,-0.0332542644111872,0,0,-0.0438134587602515,0,0,0,0,0,0,0,0,0.0947626858228831,0,0,0,0,0.0223771678747614,-0.0182096228687238,0,0,0,0,0,0
X000725.SZ,0,0,0.169160922677776,0,0,0,0,-0.0604121840944036,0,0.0265752099101506,0,0.124473697674077,0,0,0,0,0,0,0,0,-0.00468252785667205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145780422325001,0,0,0,0,0,0.0422764510000702,0,0.0174149991578857,0,0.243362009682151,0,0.115388843120552,0.158329693467406,0,-0.019926450064479,0.0300993737207153,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.127883193328219,0,0,0,0,0.0168314890787349,0,0,0,0,0,0,0.103288878752419,-0.093960404286727,0,0.300202496343185,0,0,0,0,-0.000113775710937368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13395953626766,-0.0610139953923916,0,0,0,0,0,0,0,-0.0368834308759542,0,0,-0.00202740002556347,0,0,0,0,0,0,0
X000063.SZ,0,0,0.155705801660094,0,0,0,0,0,0,0,0,0,0.110945795568279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153549149259622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383340788919368,0.086894942523219,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0642752843886565,0,0,0,0,0.112399328711139,0.116745477188942,0,0,0.210071078418152,0,0,0,0,0.217901936731038,0,0,0,0,0.0865649168938948,0,0,-0.275367522770138,0,0,0,0,0,0,0,0,0,0,0,0.0347538329544318,0,0,0,0,0,0,-0.106779663201566,0,-0.172033919982246,0.0179357890555294,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.230138023274421,0.0623438639667106,0,0,0,0.0191265339353696,0.0282920994303688,0,0,0.112365608765642,0,0,0,0.0966941360012631,0,0,0,0,0,0,0,0.00914409586835422,0.065796411796608,0.125611368185525,0,0,0,0,0,0,0,0,0,0.117352957831638,0,0,0,0,0,0,0,0,0,0,0.0694876220806517,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.159377451325817,0,0,0,0.382271476794951,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237087129949202,0.156406954353216,0,0,0.0474667863412614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048400875527189,0,0,0,0.00281055766669634,0,0,-0.00291408021361399,-0.0258616657269941,0,0,0,0,0,0
X002236.SZ,0,0,0.186399008992316,0,0,0,0,0,0.0746627045926985,0,0.081590373265969,0,0,0,0,0,0,0.0129416792702348,0,0,0,0,0,0,0.0483917282985455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208428007109219,0,0,0,0,-0.0302768981962837,0,0,0.11898263710576,0,0.205499256174304,0,-0.00442384116900547,0.0132757155121206,0,0,0,0,0,0
X002241.SZ,0,0,0.228385105405952,0,0,0,0,0,0,0.0619114349450024,0,0,0,0,0,0,0,0.302741333166201,0,0,0,0.17753808310447,0,0,0.108615586191737,-0.0608684881517397,0,0.0687608014313169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197741538372358,-0.0138281189287056,0,0,0,0,0,0
X000625.SZ,0,0,0,0.00534529407630157,0,0,0,0,0.0330700553517329,0,0,0,0.0344856617705282,0,0,0,0,0,0.0537067046155609,0.0879796186328186,0,0,0,0,-0.0351668191499901,0,0,0,0,0,0,0,0,0,0,0,0.145317798229727,0,0,0,0,0,0,0,0.0961752940863591,0,0,0,0,0,0,0,0.0156340195024464,0,0,0,0,0,0
