,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000568.SZ,X600741.SH,X600031.SH,X000338.SZ,X600703.SH,X002475.SZ,X300003.SZ,X600271.SH,X601877.SH,X600487.SH,X300124.SZ,X002008.SZ,X002236.SZ,X000596.SZ,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002456.SZ,X002007.SZ,X000625.SZ,X002179.SZ,X300142.SZ,X600498.SH,X600066.SH,X000977.SZ,X600566.SH,X000157.SZ,X002294.SZ,X300146.SZ,X002180.SZ,X002241.SZ,X600089.SH,X600522.SH,X600177.SH,X600372.SH,X000869.SZ,X300136.SZ,X000050.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.378766080583395,0,0,0,0,0,0,0.0557217593985527,0,0,0,0,0.0181449701895563,0.093607698640951,0,0,0,0.0175078869015705,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.00568199662991288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136225266112396,0.0222787090774752,0,0,0,0,0,0
X600104.SH,0,0,0,0.0306613623466648,0,0,0,0,0,0,-6.93889390390723e-18,0.288189109215909,0,0.345782003123561,0,0,0,0,0,0,0,0.0987061555625044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213515423208094,0,0,0,0.00552734006444796,-0.00753667258492249,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0730243713679225,0,0,0,0.113422988031425,0,0,0,0,0,0,0,0,0,0,0,0.394417673520542,0,0,0,0,0,0,0,0,0,0,0.00395982994798398,0,0.13418690335018,0.0145383830212987,0,0,0,0,0,0,0,0,-0.0114924784915598,0,0,0,0,0,0.0172913391668151,0.0302567433954031,0,0,0,0,0,0
X000858.SZ,0.166868133245287,0,0,0,0.034842675672663,0,0.171722491810047,0,0,0,0.291601887577664,0,0,0,0,0,0,0,0.0108236168684515,0,0,0.0936426839028309,0.0268905636716025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.075738598723001,0,0,0,0,0,0,0,0,0,0.278560533597787,0,0,0.031053403346501,0,0,0,0,0,0,0,0.22894947825794,0,0,0.0148549091746108,0,0,0,0,0,0,0,0,0,0.070173552857641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00511530378500003,0.00887624186632707,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487708246532209,0,0,0,0,0,0,0,0.0809074971767175,0.184524151173185,0,0,0,0,0,0,0,0,0,0,0.000154169088342921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83328932259758e-05,-0.000710202482985265,0,0,0,0,0,0
X002304.SZ,0,0,0.0352022987010416,0.610255640330109,0,0,0,0,0,0,0.164625378939113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331200615871691,0,0,0.0171276729059001,0,0,0,0,0,0.0499126825215325,0,0,0,0,0,0,0,0,0,0,0,-0.0254558014861634,0,0,0,0,0,0.00968542313736112,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373215606253769,0.139919253455001,0,0.0107415877292898,0.0565203654408393,0,0,0.0631040771181016,0,0,0,0.265958419673472,0,0,0,0,0,0,0.0849695113418393,0,0,0,0,0,0,0,0,0,0.158482318107011,0,0.210835146590267,0,0,0,0,0,-0.00112937455491139,0.0152016889918546,0,0,0,0,0,0
X600690.SH,0,0,0.219543695155043,0,0,0,0,0.0599300392989674,0,0,0,0.0501043714094749,0.0412406996780317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11617718623542,0,0,0,0,0,0,0.0234797088388128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00860044219318881,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0742451011006646,0,0,0,0,0,0,0,0,0.132493450340971,0,0,0,0.144394237478837,0,0.101064504113319,0,0,0.0795427067608576,0,0,0,0.236480654795093,0,0,0,0,0,0,0,0,0,0,-0.0314103369614488,0,0,0,0.0398401185076034,0,0,0,0,0,0,0,0.0160487862081894,-0.0175039326592153,0,0,0,0,0,0
