,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X000063.SZ,X000596.SZ,X000157.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600741.SH,X002179.SZ,X002371.SZ,X000625.SZ,X002007.SZ,X002236.SZ,X601877.SH,X300142.SZ,X002049.SZ,X600584.SH,X002414.SZ,X000799.SZ,X600183.SH,X300003.SZ,X000800.SZ,X601799.SH,X300146.SZ,X002074.SZ,X002008.SZ,X600707.SH,X600089.SH,X000066.SZ,X000977.SZ,X600460.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.156470676329897,0,0,0.0189641132923611,0,0.125195354359995,0,0,0.0603082562077187,0,0,0,0,0,0,0,0.0653767441090638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207810211747666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00696404927158504,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.38228027917185,0.059703930565328,0,0,0,0.116540696202434,0,0,0,0,0,0,0,0,0,0,0.0151804608413067,0,0,0,0,0.0753396571707493,0,0,0,0,0,0,0,0,0,0.124908577089952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154475084582661,0,0,0,0,-0.0241771795407113,0,0
X002415.SZ,0,0,0,0,0,0.154840185109612,0,0,0,0,0,0,0,0,0,0,0.0267432301132123,0,0,0,0,0,0,0,0,0,0,0,0,0.242151564336091,0.132861003028519,0,0,0,0,0,0.0430023309515199,0,0,0,0,0,0.0588877961441894,0,0,0,0,0,0,0.0643506572177455,0,0.071007181018625,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.034363253219449,0.0875572378769857,0,0,0,0,0,0,0,0,0,0,0.0134820249316962,0,0,0,0.061391996959894,0,0,0,0,0.162049765285384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498757573789727,0,0,0,0,0,0,-0.0256727037234539,0,0,0,-0.00909399525442586,0,0,0,-0.0015604738276029,0,0
X000651.SZ,0,0,0,0,0,0,0.0536558411122381,0.281945296645118,0,0,0.00178850149672812,0,0,0.00737647241595887,0,0,0.0837636998663299,0,0,0,0,0,0,0,0.128012067302907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0927888066669947,0,0,0,0,0,0,0,0,0,0,-0.0114915172821526,0,0,0,0,-0.0137524678318095,0,0
X000568.SZ,0.232572790810434,0.417146255543195,0,0.100715160019348,0,0,0.0691658596539587,0,0,0,0,0,0,0,0,0,0,0.0498901748825574,0,0,0,0,-0.0209800840824017,0,0,0,0,0,0,0.0636368173316053,0,0,0,0,0,0,0.192556218707076,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0472273379950753,0,0,0,0,0,-0.0328221974429381,0,0,0,-0.0213551803823312,0,0
X600809.SH,0,0,0,0,0,0.0558938528956005,0,0,0.338389861501495,0.0366064355253375,0,0,0,0.058184141383709,0,0,0.0442279564364481,0.185746745359234,0,0,0.150817021666666,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.22845218486236,0,0,0,0,0,0.00890634613792454,0,0,0,0,0,0,0,0,0,-0.0697246997514241,0,0,0,-0.0394162616561418,0,0
X600690.SH,0,0,0.0943393234713292,0,0,0,0.192399491396015,0,0,0,0,0,0,0.130726536356303,0,0,0,0,0,0,0,0,0,0,0,0,0.120619820772709,0,0,0,0.0761737305146867,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315656457152245,0,0,0,0,0,0,0,0.0175264886208878,0,0,0,-0.0108208414665647,0,0
X600031.SH,0,0,0,0,0,0,0.164267622228342,0,0,0,0,0,0,0,0,0,0.0927514087842007,0,0,0,0,0.0570320606689501,0.162718359499235,0,0.191880516958592,0,0.0979929898827699,0,0,0,0,0,0,0.127111435573866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317578396005366,-0.00131899964980101,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0357783815752947,0,0,0,0,0,0,0,0,0,0,0.0805397666517053,0,0,0,0,0.0903218939479954,0,0.454227644354688,0,0,0,0,0,0.0397137149681786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136816089182563,0,0,0,0,0,0
