,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X000625.SZ,X002456.SZ,X600031.SH,X600066.SH,X601877.SH,X000100.SZ,X002008.SZ,X300124.SZ,X600809.SH,X600487.SH,X300136.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600089.SH,X002294.SZ,X002085.SZ,X600498.SH,X600699.SH,X600867.SH,X600271.SH,X000596.SZ,X600177.SH,X000157.SZ,X000050.SZ,X600566.SH,X600118.SH,X000559.SZ,X600584.SH,X002180.SZ,X000661.SZ,X300142.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.220660986811052,0,0,0.00941453131731049,0.090650039402654,0,0,0,0.0399042316630071,-0.0611204960784823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110367689072224,0.0283074598548617,0,0,0,0,0,0.00874614793458317,0,0,0,0,0,-0.0363193023236653,0,0,0,0.0092762080489757,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0706630596927312,0,0,0,0.322704798336014,0.0884537522810537,0,-0.059758622735737,0,0,-0.0039525687987103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453206468126708,0.0542487836808123,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0880870742295134,0,0,0.0769820855079863,0,0,0,0,0,0,0,0.100977013025731,0.064409859685925,0,0,0.123203061684832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760507701589736,0,0,0,0,-0.00175795966235838,-0.00143468779989745,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.077199454678921,0,0,0,0.393500554303174,0,0,0,0,0,0,0.0202357050333694,0,0,0,0,0,0,0.176695572969035,0.0201138886547752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126228404030286,0,0,0,0,0,0,-0.0293499171497501,0.00971248900426699,0,0,0,0,0,0
X000651.SZ,0,0.0934745070772986,-0.105854934268111,0.0631385685927478,0,0,0,0,0,0,0,0,0.0681343042680949,0,0,0,0,0,0,0.0553867073718125,0,0,0,0,0,0.021275051791662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703517001058632,0.0055427130114945,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0322590080099763,0.124198557865487,0,0,0,0,0,0,0,0,0,0,0,0,0.217263016967494,0,-0.0368779549491706,0,0,0,0.294126790987953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20149231122272,0,0,0,0,0,0,0,0,0,-0.0208605388570947,0.0335869043687134,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00887303519702361,0,0.0155766725217109,0,0,0,0,0,0,0,0,0,0,0,-0.0248364623395696,0,0,0,0,-0.00669090293566202,0,0,0,0,0,0,0,0.158915976125457,-0.0602076387367804,0,0,0,0,0,0.0466380700806811,0,0,0,-0.135779170650512,0.0155598247521264,0.0527581102285104,0.0134327984692192,0,0,0,-0.0010004370546592,0,0,0,0,0,0
X002304.SZ,0,0,-0.0378993335269222,0.404665601627696,0,0,0,0,0,0.00783461862261834,0,0.0438419290674709,0,0,-0.175576747351594,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109646414452467,0,0,0,0,0,0.0478876367202546,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619727460741494,0.0384892687640215,0,0.0989500014114533,0,-0.0475451583969087,0.0548656510582712,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0980811413339177,0,0,0,0,0,0,0.0413871637342371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348735981239307,0,0,0,0.327191792819125,0,0,0,0,0,-0.0494459921965693,0.0717791731887494,0,0,0,0,0,0
X600703.SH,0,0.0317841096442769,0,0,0,0.0608867010388904,0.233792802563026,-0.0494702864952564,0,0,0.157448071156944,0,0.0459346998405991,0,0,-0.0271875461675905,0,0,0,0,0,-0.268793179491424,0,0,0,0,0,0,0,0,0,0,0,0,0.0729002627700383,0.215258787508064,0,0,0,0,0,0,0,0,0,-0.0715598766706634,0,0,0,0,0,0.0199364359952545,-0.0147756979291617,0,0,0,0,0,0
