,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X600276.SH,X300124.SZ,X000725.SZ,X300014.SZ,X003816.SZ,X600031.SH,X002129.SZ,X002371.SZ,X002241.SZ,X000625.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X300142.SZ,X601877.SH,X600741.SH,X600460.SH,X000661.SZ,X600522.SH,X000100.SZ,X002180.SZ,X000733.SZ,X002074.SZ,X000157.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X600584.SH,X601799.SH,X000800.SZ,X002414.SZ,X002176.SZ,X600183.SH,X002007.SZ,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.323475720283677,0,0.0519027601351689,0,0,0,0,0,0,0,0,0,0,0,0,0.00932489275290882,0,0.0114229683099009,0.0426013276971186,0,0,0,0,0,0,0.0514651928773784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011662100438241,0,0,-0.0363961738532357,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.182575079113274,0,0,0,0,0,0,0,0,0,0,0.0662546809621155,0,0,0,0,0,0.0693407284695373,0.111101553733806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261702746384624,0,0,0,0,0,0,0,0,0,0,0.0306340630039363,0,0,-0.0239806854302768,0,0,0,0,0,0
X002415.SZ,0,0,0,0.119732619117001,0,0,0,0,0,0,0,0.109166241792477,0,0,0,0,0,0,0.0942128728854334,-0.331338628205694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596500151251798,0.0995911721506704,0,0,0,0,0.0840178908254382,0,0,0,0,-0.0365069188307104,0.0505243783051129,0,0,0,0,0,0
X600809.SH,0,0,0.0512712264132235,0,0.412188279602447,0,0,0,0,0,0,0,0,0,0,0,0,0.0118625897078431,0,0,0,0,0.040715032467391,0,0,0.182586752638479,0,0,0,0,0,0,0,0,0,0.0131835223312625,0.130475725564726,0,0.154392054193087,0,0,0,0,0,0,0,0.0131688375419769,0,0,0,0,0,0.0268030961723308,0,0,0,0,0,0
X000568.SZ,0,0.359152799504594,0,0,0,0,0.0953774807217928,0,0,0,0,0,0,0,0,0,0,0.0766416518742262,0,0,0,0,0.0704606795772564,0,0,0,0,0.0366203241431173,0,0,0,0,0,0,0,0,0,0,0.0893772115933999,0,0,0,0,0,0,0,0,0,0,0.0524866341451306,0,0.00478205221230757,0.00249282335692166,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0302012911665171,0,0.269511139077753,0,0,0,0,0,0,0,0,0.098892321686237,0,0,0,0,0,0.0595792454016905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308036975801962,0,0,0,0,0,0,0
X002304.SZ,0.0210492998838186,0,0,0,0.197345090987406,0,0,0,0,0,0,0.15645063091417,0,0,0.307919837249266,0,0,0,0,0,0,0.0291517369897569,0.105552476727661,0,0,0,0,0,0,0,0,0,0.00502407478548858,0,0,0,0,0,0.156257221521375,0,0,0,0,0,0,0,0,0,0,0,0,0.00121796261466632,-0.0485381288909749,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148378492390431,0.413950250851292,0,0,0,0,0,0,0.00329972372721344,0,0,0,0,0,0,0.0306233316616455,0,0,0,0,0,0,0,0.106633187337564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111281350655707,0,0,0,0,0.134843978623179,0,0,0,0,0,0,0,0,0,0.185485131381938,0,0,0,0,0.0448945819281985,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0405049177595696,0,0,0,0,0,0,-0.00321343922543987,-0.00453567733835753,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0398471441139236,0.0659156535993587,0,0,0,0,0,0,0,0,0.167339632872484,0,0,0,0.0955590388895614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234177920481218,0,0,0,0,0,0,0
