,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X601877.SH,X000661.SZ,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X300003.SZ,X000157.SZ,X002007.SZ,X002236.SZ,X300142.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X600177.SH,X000625.SZ,X002371.SZ,X600776.SH,X000977.SZ,X600498.SH,X000066.SZ,X600487.SH,X002506.SZ,X600183.SH,X300146.SZ,X000050.SZ,X600066.SH,X600867.SH,X002129.SZ,X600522.SH,X600118.SH,X002049.SZ,X600566.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120808562658151,0,0,0,0,0,0.137385522004507,0,0,0,0,0,0.0378712190971417,0,0.075791879997939,0,0,0,0,0,0,0,0,0,0,0.0631584876065082,0,0,0,0,0,0,0.00861087711682075,0,0,0,0.0505671379264843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030072551831074,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0526374197025993,0,0,0,0,0,0.207296265689379,0.072614335963434,0,0.0333930383803057,0,0,0.447424247516569,0,0,0,0,0,0,0,0.00780049185840654,0,0,0,0,0,0,0,0.0183195089932192,0,0,0,0,0,0,0,0,0,0.0499318408421742,0,0,0,0,0,0,-0.0194325764422561,0,0,0,0,0,0,0
X000651.SZ,0,0.162334840476992,0,0,0,0,0.0477134727970573,0.0414741372663842,0,0,0.0824357909285573,0,1.73472347597681e-18,0.110306267750789,0,0,0,0,0,0,0,0,0,0,0,0.00389466035667176,0,0,0,0,0,0,-8.67361737988404e-19,0.00229048578767841,0,0,0,0,0.033504800958869,0,0,0.0259331574228592,0,0,0,0,0,0,0,0,0,-0.0342826469387867,0,0,0,0,-0.0264204475644141,0,0
X600104.SH,0,0,0.156369632159643,0,0,0.0342447153211669,0,0,0,0.0191166901087667,0,0,0,0,0.0110001620570028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714857484511915,0,0,0.0961264733970673,0,0,0.0176170990079225,0,0.0622981254756834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193949224352714,0,0,0,0,-4.2351647362715e-22,0,0
X600276.SH,0,0,0.134892501768595,0,0,0,0,0,0,0,0,0,0,0.255024264796617,0,0,0.0729019231354065,0.111881836437953,0,0,0.0100142299629207,0,0,0,0,0,0.0498792765488415,0,0,0,0,0,0,0.0137968445499904,0,0,-0.0403376230022406,0,-0.0808058742373192,0,0.100916148525725,0,0,0,0,0,0,0,0,0,0,-0.00988820412840761,0.00269640496620223,0,0,0,-0.00601794896273843,0,0
X002415.SZ,0,0,0.0310783870360993,0.00428420552468206,0,0,0,0.0355701546946973,0,0.0328503784089424,0,0,0,0.079070326129371,0.0829280203523984,0,0,0,0,0,0,0,0,0,0,0.447415566021428,0,0,0,0,0,0,0,0,-0.0246726937667755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284111100474301,0,0,0,0,-0.0390908411992041,0,0
X002304.SZ,0,0.140000640268609,0.219036597181744,0,0,0,0,0,0,0,0.0378617689194519,0,0,0,0,0.209983318836681,0,0,0.121166096874412,0,0,0,0,0,0.108917729214198,0,0.00918281613219422,0,0,0,0,0,0.00127536553519947,0,0.00912577779653941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0329098709070206,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212646171186297,0,0,0,0,0,0,0.139780131279318,0,0,0,0,0,0,0,0,0,0,0.00693423165890153,0.126185674448926,0.120880908879203,0,0,0,0,0.0754074340292702,0.160486529193967,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0522751763222261,-0.0643977714121819,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.00477356171661765,0,0,0,0,0,0,0,0,0,-0.064915733867593,0,0.198650773817252,0,0.0341318982357707,0,0,0,0,0,0,0,0,0,0.0292302066393979,0,0.0120888914940611,0,0,0.0123662550817183,0.0398902281336349,0,0.215737821431991,0,0.221399089155455,0,0,0.0983949033366761,0,0,0,0,0,0,-0.0299067292981848,0,0,0,0,0.0342531580844795,0,0
X000568.SZ,0,0.32981609058715,0,0,0,0,0,0,0,0,0,0,0.204110410790476,0,0,0.0871925030962937,0,0,0.103883105903295,0,0.0360082652007737,0,0,0,0,0,0,0,0,0,0,0.0615513892251679,0,0,0,0,0,0,0,0,0,0,0.0234641822595109,0.0531825380967489,0,0,0,0,0,0,0,-0.015400699090796,0,0,0,0,-0.0135734119649553,0,0
