,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X600690.SH,X000063.SZ,X000100.SZ,X600703.SH,X600271.SH,X600031.SH,X000157.SZ,X600089.SH,X000338.SZ,X002241.SZ,X002292.SZ,X600118.SH,X600741.SH,X600066.SH,X002236.SZ,X600372.SH,X601877.SH,X002129.SZ,X002223.SZ,X600177.SH,X002475.SZ,X000016.SZ,X002456.SZ,X000568.SZ,X300124.SZ,X600839.SH,X000559.SZ,X300003.SZ,X002276.SZ,X002294.SZ,X600582.SH,X000550.SZ,X000869.SZ,X000066.SZ,X000623.SZ,X000800.SZ,X002465.SZ,X600252.SH,X002008.SZ,X000581.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0295153478397683,0.107712299829493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183740331756192,0,0,0,0.01022040568734,0,0,0,0,0,0,0,0,0,0,0,0.038483207448646,0,0,0,0,0.0610801531587728,0,0,0.0109374934423829,0,0,0,0,0,0
X600104.SH,0,0,0.122286464024941,0,0,0,0,0,0,0.0455232444829724,0,0,0.0433574057970957,2.16840434497101e-19,0,0.00239283035807177,0.166843317814591,0,0,0,0,0,0,0,0.0197424743915985,0,0,0,0.0413878194854888,0,0,0,0,0,0.0605443363823134,0,0,0,0,0,0,0,0,0.00840154443899472,0,0,0,0,0,0,0,-0.00333132182552358,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112504216813485,0,0,0,0,0,0,0.00342806622130039,0,0,0,0.200854797968211,0,0,0,0,0,0,0,0.172706628912539,0,0,0.045542448155719,0,0.0354619621844855,0,0,0,0,0,0.0871755130677468,0,0,0,0,0,0,0,-0.0190869359056011,0,0,0,0,0,0,0
X000651.SZ,0,0,0.184133006673936,0,0,0,0,0,0,0,0,0,0,0,0.0706015649757548,0,0,0.0547801693214581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424428102480325,0,0.0748776423636589,0.00033877855423606,0,0,0,0,0,0,0,0,0,0.0215593121817389,0,0,0,0,0,-0.00467656573236166,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.159242282405389,0,0,0,0,0.00257002310551517,0,0,0.245975235036205,0,0,0,0,0,0,0,0,0,0,0,0.1724983839648,0,0.0772804820536591,0,0,0,0,0,0,0,0,0,0.0577552131247405,0,0,0.00511241484831632,0,0,0,-0.000835827406346675,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0438735744216568,0,0.104277255517088,0,0,0,0,0,0.100017206699604,0,1.73472347597681e-18,0.00368440069770361,0,0.0962382787548403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446529601115018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216414941657169,-0.0133400310353952,0,0,0,0,0,0
X002304.SZ,0,0,0.111225675730027,0,0,0.337927424285401,0,0,0,0,0,0,0.0719613107099018,0.0216196085791014,0,0,0,0,0.0859026539893608,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0171612513895837,0,0,0,0,0.0199396472944626,0,0,0,0,0,0,0,0,0,0,0.066425336930947,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.133716975037815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989979324693998,0,0,0,0,0,0,0.0282224727775757,0,0,0,0.0469034923080984,0,0,0,0,0,0.0761497675148659,0,0,0,0,0.020900001378229,0,0.146342695952489,0,0,0,0,0,0,0.0333492182540475,0,0,-0.000187847301892521,0,0,0,0,0,0,0
X600276.SH,0,0,0.0765189784252586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140385749497234,0,0,0,0,0.0409644431548444,0,0,0,0,0.127865981739777,0,0,0,0,0,0.051971877759943,0,0,0,0,0.0431460522856398,0,0,0,0,0,0.0404720508600254,0.0393999768019146,0,0,0.0522613845334481,0,-0.0124953694978972,0.0157418535775717,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0132072679502706,0.0554854465658817,0,0,0,0,0,0,0,0,0,0,0.137415265357807,0,0,0.0454856939427128,0,0,0,0,0,0,0,0,0,0,0,0.0746629640346803,0,0,0.07434125657435,0,0,0,0,0,0,0,0,0.00676918280322814,0,0,0,0,0.0866479168595619,0,-0.00727059420228238,-0.00583607451938857,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131249940579109,0,0,0,0,0,0,0.0389715070357828,0,0,0,0,0.164603026499765,0,0,0,0,0,0.0326803339301745,0,0.0850239484872602,0,0,0,0,0,0,0.047915539879839,0,0,0.0204075949816136,0,0,0.0710413418498587,0,-0.0209027983228317,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.0440492989233867,0,0,0,0.162909416454488,0,0.140726509580026,0,0,0,0,0,0,0,0.111692020434771,0,0,0,0,0,0,0,0,0,0.251342604262057,0,0.0173112324337667,0,0,0,0,0,0,0.0399901851003163,0,0,0,0,0,0,0,-0.00952948083254416,-0.00983068208433367,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.0375814481052044,0,0,0,0,0,0,0,0,0,0.0746631612810594,0,0.129425413337018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296356220351358,0.106197776021551,0,0,0,0,0,0,0,0,0,0,0.158357709951405,0,0,0,-3.46944695195361e-18,0,-0.0193125012294237,3.46944695195361e-18,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452796697125179,0,0,0,0,0,0.022709314953241,0,0,0,0,0,0.12445278373764,0,0,0,0,0,0,0.067127205131765,0,-0.0519358994203218,0,0,0,0,0,0,-0.0279587828770363,-0.0097271325186208,0,0,0,0,0,0
X600031.SH,0,0,0.0731671446999824,0,0,0,0,0,0,0,0.00785936149503121,0,0,0,0,0.0162683761446757,0,0,0,0,0,0,0,0,0.23400050239679,0,0,0,0,0,0,0,0,0,0,0.215619516240351,0,0,0,0,0.00224815799468373,0,0,0,0,0,0,0,0,0,0,-0.021642355718496,-0.00668582973389396,0,0,0,0,0,0
X000157.SZ,0,0,0.181246660372912,0.156127438101698,0,0,0,0,0,0,0,0,0,0,0.449214121087329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373488974074993,0,0.0280700448650699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078248277371651,0,-0.00298810386665525,0.0034034644479857,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0.285780517106541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808441645122747,0,0,0,0,0,0.0260034798604075,0,0.0402508638184677,0,0,0,0,0.0581778377647767,0.186078449712658,0,0,0,0,0,-0.00173592902457013,-0.006199661953168,0,0,0,0,0,0
X000338.SZ,0,0,0.142339999274988,0,0.0317626580399001,0.0721195089787842,0,0,0,0,0,0,0.0518504040821735,0,0,0.192981864869889,0,0,0,0,0,0,0,0,0.00288754504037779,0,0,0,0,0,0,0,0.0423950527305299,0,0,0.0659431392143801,0,0,0,0,0,0,0,0,0,0.00357864393107902,0,0,0.0715511649243985,0,0,-0.00712544955284904,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.225674092737642,0,0,0,0,0,0,0,0,0,0.0382330070752677,0,0,0.0103796391470046,0.0214261246841482,0,0,0,0,0,0,0,0,0.121720272640865,-3.46944695195361e-18,0.0301675973558891,0,0,0,0.07628371724066,0,0,0,0,0,0.0605290015228097,0,0,0,0.11915114522478,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236169824384276,-0.0202793796556173,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.0557067037784264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431477551833299,0,0,0,0,0,0,0,0,0,0.0794010534824027,0.000464366963258807,0,0,0,0,0,0,0,0,0,0.0468782545226726,0,0,0,0,0,-0.0150875066266332,0.00176436690934718,0,0,0,0,0,0
X600741.SH,0,0,0.0594683249871403,0,0,0,0,0,0,0,0.0507812999723734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02468963672958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273628878211274,0,0,0,0,0.0802287518079908,0,-0.00774553833172276,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649980314570601,0,0,0.0260678382744592,0,0,0,0,0,0,0,0,0,0.0804888513976953,0,0,0,0,0,0,0,0.0280793263498182,0,0,0,0,0,0.0515310732696908,0.171415443132122,0,0.042582434659403,0.0155925747886602,0,0,0,0,0,0,-0.00981495461979878,-0.0115271838591014,0,0,0,0,0,0
X002236.SZ,0,0,0.030469178397816,0,0,0,0,0,0,0,0,0,0,0.371525426980956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164177112123753,0.0851193717526255,0.0256741087644592,0,0,0,0,0,0,0,0,0.0117850553979075,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0.0255851061272245,0,0,0,0,0,0,0,0,0,0,0,0.0212987014371592,0,0,0,0,0,0.0542785150176963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639226984754687,0.135401815627098,0,0,0,0,0,0,0,0,0.0977088602555967,0.0496476148120864,0,0,0,0.108770696625467,0,-0.0251216013083365,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0398263804116557,0,0,0,0,0,0,0.106816280113362,0,0,0,0,0.0241501636189836,0,0,0,0,0,0,0,0,0,0,0,0,0.0591072444747296,0,0,0,0,0.0152461916107685,0,0,0,0,0,0,0,0,0.0292492104890376,-0.0131825619743962,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152895808138377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165068509322746,0,0.2361454562738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185974144533801,0,-0.0323100879672479,-0.0167483125369192,0,0,0,0,0,0
X002223.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0321912771331514,-0.0334410600687965,0,0,0,0,0,0,0.0634013935981421,-0.0826761061312614,0,0,0,0,0,0,0,0,0,0.0424680924162539,0,0.132804621133858,0,0,0,0.507549493203135,0,0,0,0,0,0.0413338585291964,0,0,0,0,0,0,0,0.140196957515878,-0.00682044702291687,-0.0104423756387329,0,0,0,0,0,0
X600177.SH,0,0,0.0239365700088524,0,0,0,0,0,0.00491285940795078,0,0.237684977854422,0,0,0,0,0,0,0,0,0,0,0,0,0.00374729680917664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510879705454757,0.140427459316674,0,0,0.0284208483953167,0,-0.00169997327915549,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875646818430066,0,0,0,0,0,0,0.155199322370153,0,0,0,0,0,0,0,0,0,0,0.00657379933812685,0,0.00977299441511331,0,0.00884102170236378,0,0,0,0.234701503767817,0,0,0,0,0,0.105689915335106,0,0,0,0,0,-0.00504523727299106,0,0,0,0,0,0,0
X000016.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293349395207647,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.0164673862160336,0,0,0,0.12897641438334,0.166745102069849,0,0,0,0,0,0,0,0.339391757009654,0,0,0,0,0,0,0,0,0,0,0,0,0.00172456063994883,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0684263880072481,0,0,0,0,-0.0193415974422274,-0.0533380316453164,0,0,0,0,0,0
