,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X000725.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002007.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X000596.SZ,X600183.SH,X300124.SZ,X600741.SH,X300003.SZ,X002129.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X600584.SH,X000800.SZ,X000157.SZ,X300136.SZ,X002456.SZ,X002414.SZ,X002049.SZ,X002463.SZ,X002179.SZ,X002008.SZ,X000066.SZ,X002185.SZ,X600118.SH,X002223.SZ,X002180.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.158647454649833,0.106373630249107,0,0,0,0,0,0,0,0,0.112137711653126,0,1.0842021724855e-19,0,0,0,0,0,0,0.0252062677465807,0.0051273665498902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358037527941738,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0556536045197371,0,0.253075442040729,0.209072908678673,0,0,0,0,0,0.0426660035567317,0,0,0.0324256232252652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222777895862517,0,0,0,0,-0.0105449755914143,0,0,0.00313837780599258,0,0,0,0,0,0
X600276.SH,0,0.196022919108888,0,0,0,0,0,0,0.344701307478831,0,0,1.0842021724855e-19,0,0,0.0179684491659452,0,0,0,0.0220610905120006,0,-8.67361737988404e-19,0,0,0.0233063905055126,0,0.100639030168465,0,0.0472703812708808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332000731799223,0,0,0,-0.0130662397693401,0.014427390444358,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0759852024456215,0,0,0.0650781328469604,0,0,0.07497184067132,0,0.215989210092162,0,0,0,0,0,0.00450470229962018,0,0,0,0,0,0,0,-0.00257589203528757,0,0,0,0,0,0,0,0,0,0,0.0197965814328911,0,0,0,0,0,0,0.0303609454735926,0,0,0.0022411676225338,0.0043337404082376,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317151748108699,0,0,0,0,0,0,0,0,0.0261678951434323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1500492911118,0,0,0.00786222019917077,0,0,-0.00770666774427379,-0.0151377108869611,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0637326640076378,0,0,0,0,0,0.131454139097008,0,0,0.0118882280636275,0,0.0106554776693373,0,0,0,0,0,0,0,0,0.0314757952963773,0,0,0.160210820505993,0,0.122007662707419,0,0,0,0,0,0.106088115673867,0,0.0788705411658847,0,0,0,0,0,0,0,0,0,0,0.00188599072672215,-0.00754063236687367,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058614648007896,0.101532495660145,0,0,0,0,0.454094716913573,0,0,0,0,0,0.0263998383906024,0,0,0,0,0.12401802352508,-0.0251089266090315,0,1.73472347597681e-18,0,0,-0.0378543609647307,0.0019953685744482,0.00271051063565575,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825285540646262,0,0,0,0,0.0711280564306486,0,0,0,0,0.0186112264566681,0,0,0,0,0,0.0425771175184454,0,0,0,0,0.0928790710707833,0,0,0,0.0427246290709441,0.144183958027141,0,-0.0389252457912405,0.0288312654221875,-0.039728601725426,0,0,0,0,0,0
X000661.SZ,0,0,0.0990522696147239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175631641025894,0,0.013081006136182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134974275569466,0,0,0,0,0.00607338260262301,0,0,0,0,0,0,0,0.00080277858264342,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0685897932392212,0,0,0,0,0.0594219180735029,0.0478722812483448,0,0,0,0.327638107541788,0,0,0,0,0,0.113498508114403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650318140663794,0,0.0104616902022596,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0452202672281414,0,0,0,0,0,0,0,0.0594364230549871,0,0,0,0,0,0,0,0.108313251716995,0,0,0,0,0.0824837983404374,0,0.055257246858321,0,0.00393581082456114,0,0,0,0,0,-0.151968271230988,0,0.393597695901996,0,0,0,0.0259815865291183,0,0,0.111034557096667,0,0,0,0,0,0,0,-0.0164887843621818,0.0103954660369643,0,0,0,0,0,0
X002304.SZ,0,0.169141196189649,0,0,0.103145952398639,0,0,0,0,0,0,0,0,0.127502784194622,0,0,0.164298832997033,0,0,0,0,0,-1.73472347597681e-18,0.0567267082356887,0,0,0,0.0351985341007721,0,0,0,0,0,0,-0.00820291681932332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452520154777978,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.0157589806829604,0,0,0,0,0.0103597632638077,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0566648038188893,0,0,0.0394476971903508,0,0,0,-0.0194916677200585,0,0,0,0,0,-0.0150141412651855,0,0,0.113833275984152,0,-0.00142253109588737,0,0,0,0,0,0.00411572044944168,-0.00127927705665808,0,0,0,0,0,0
X000568.SZ,0,0.569743245836924,0,0,0,0,0,0,0,0,0,0,0,0,0.228369822842258,0,0,0,0,0,0,0,0.00436819759870468,0,0,0,0,0.0477022404376011,0,-0.101889751462557,0,-0.0198028458506504,0,0,0,0,0,0,0,0,0.0124642293031409,0,0,0,0,0,0,0,0.0627238808992635,0,0,0.00995558854649659,-0.0107417549393299,0,0,0,0,0,0
X600809.SH,0,0.119082011237248,0,0,0,0,0,0,0,0,0,0,0,0.364495648305059,0,0,0,0,0,0,0,0,0,0.0310225883768111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131531610421549,0,-0.00562550587775693,-1.0842021724855e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0.15958593721535,0,0,0,0,0,0,0,0.251356859540025,0,0,0,0,0,0,0,0.0171552393406406,0,0,0,0,0,0.0796375713719864,0,0,0,0,0,0,0,-0.0942304993791943,0,0,0,0,0,0,0,0,0,0,0.0478780835417492,0,0,-0.0530925197392898,0,0,-0.00429747738315767,0.00417165693270575,0.000524678651496409,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0327287777203033,0,0.101218022659123,0,0.0340452569699888,0.00975558326611726,0,0,0.0191910040903912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102938039446751,0,0,0,0,0.0626314244237944,0.114612404831836,0,0,0.026557615254573,0,0,0,0.00729664763329973,-0.00347097355727946,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103552097274055,0,0,0,0.0484348363170863,0.312657566410433,0.161430469917465,0,0,0,0,0,0,0.0751162654506701,0,0,0,0,0.203310211679606,0,0,0,0,0.119231746261521,0,0,0,0,0,0,0,0,0.00115258771045893,0,0.00543048079010151,0.0106770849043047,0.00898130369866903,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,-0.00279297815278515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202819395134489,0,0,0,0,0,0,0,0,0,0,0,0,-0.165714981555109,0,0,0,0,0,0,0,0,0,0,0.344484477915417,-0.132080640466474,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0.16442832982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264016902520585,0,0,0,0.0309766229197283,0,0,0,0.211085398821309,0,0,0,0,0,0,0,0,0,0,0.237933947255232,0,0,0,0,0.0196353056413582,0,0,0.0509745160867407,0,0,-0.0179729750960387,-0.0356400853272447,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.302581725638738,0,0,0,0,0,0,0,0,0,0,0,0,0.263194867133033,0,0.0768525073445448,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0183577748602094,0,0,0,0.0585562533405989,0,0.0418692028881021,0,0,0,0,0.158746309033591,0,0,0,0,0,-0.0185595965928982,0.00552826764996148,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.20290738043545,0,0,0,0,0,0,0,0.0192650414638717,0,0.0337555155927682,0.219434763022943,0,0,0,0,0,0,0,0,0.0417839598585707,0,0,0,0,0,0,0,0,0.00066621347940032,0,0,0,0,0,0,0,0,0,0.211276972908098,0,0,0.0189517570709283,-0.0206601827353785,0,0,0,0,0,0
X002371.SZ,0,0,0,0,-4.33680868994202e-19,0,0,0,0.125746193181474,0,0,0,0,0,0,0,0,0.0645217575068236,0.124516491954155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430673524722281,0,0,0,0.221672215406807,0,0,0,0,0,0,0.123796137478154,0,0,-0.0281562495021517,0,-0.162166136385523,0,0,0,0,0,0,0,0
X300142.SZ,0,0,0.151083375471035,0,0,0,0,-0.241852895618333,0,0,0,0.26356550815163,0,0.19460216911085,0,0,0,0,0.117601961873722,0,0,0,0,0,0,0,0.0354142375235278,0,0,0,0,0,0,0,0,0,0,0,0,0.0616049589371408,0,0,0,0,0,0,0.118705511662811,0.0454491715822114,0.0321082336255089,0,0,0.00715603832275618,-0.0236516421166408,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.00799704833890241,0,0,0,0,0.227069907547489,0.142166172595096,0,0,0,0,0,0,0,0,0.0118874006574455,0,0,0.0473184504783128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415496237489596,0,0,0.0383854554736518,0,0.00662277318109478,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955049893670573,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.131200674133245,0,0,0,0,0,0.0242308099213678,0.0425481798741404,0,0,0,0.140784099189144,0,0,0,0,0,0,-0.0151096540282955,0,0,0,0,0,0
X300124.SZ,0,0.242387833452962,0,0,0,0,0,0,0,0,0,0.061440257281511,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.136183872059082,0,0,0,0,0.0934266142364159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159643971070634,0,0.0595551917217299,-0.0304470578650498,0,0,0,0,0.00352668153022141,0.0273464441464595,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.181869896283135,0,0.0371945533267121,0.0483095862191813,0,0,0,0.0667270133741101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222464533523537,0,0,0,0,0,0,0.0561984143152789,0.0974565015259856,0,0,0,0,0,0,0.124051724902201,0,0,0,0,0,0,-0.0221036592097895,0,0,0,0,0,0,0
X300003.SZ,0,0,0.00241134790058256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045086948288278,0,0,0,0,0,0,-0.111669501064592,0,0.0797728537553851,0,0,0,0,0,0,0.207368556638584,0,0,0.0280743438761699,0,0,0,0,0,0,0,0.129732044416213,0,-0.00362360025062526,0,0.00248051919186151,-0.0119425950175319,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.118172408243648,0,0,0,0,0,0,0,0,0,0.090173357514757,0,0,0,0,0,0.0162448832121692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562530645757299,0,0,0,0,0,0,0.126509606256821,0,0,0.0187727825988122,0,0,0,0.015487576956849,0.0188296370003697,0,0,0,0,0,0
