,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002371.SZ,X000625.SZ,X002049.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X600522.SH,X002241.SZ,X000100.SZ,X000733.SZ,X601877.SH,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X600487.SH,X002414.SZ,X000799.SZ,X002236.SZ,X002223.SZ,X601799.SH,X002294.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.186572313087854,0.0807818339772109,0,0.203754043785836,0,0,0.0286463022811855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252158881448439,0,0,0,0,0,-0.0927555139620147,0,0,0,0,0,0,0,0,0,0,0,0.0910381497670649,0,0,0,0,0,0,0.00788686581050901,0,0,0,0,0,0,0
X000858.SZ,0.346473459866402,0,0,0,0.284127035099811,0.0421358589557547,0,0,0,0,0.0127515039465952,0,0,0,0,0,0,0.0103825780691489,0.0268715828933327,0,0,0,0,0,0,0,0.0457136405496581,0.0789367672125518,0,0,0,0,0,0,0,0,0,0,0.0929128544567136,0,0,0,0,-0.0810903962821223,0,0,0,0,0,0,0,-0.0144699836414693,0,0,0,0,0,0,0
X600809.SH,0.225099915266243,0,0,0,0.61426854091853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164466358394509,0,0,0,0,0,0,0.0413742658310838,0,0,0,0,0,0,0,0,0,0,0.110481795020695,0,0,0,0,0,0,0,0,-0.0192042689938213,0,0,0,0.00510834064888411,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0587575177158272,0,0,0,0,-0.0790566987120345,0,0,0,0,0,0,0.0601334358114793,0,0,0,0,0,0,0,0,0,-0.0776401177856626,0.149760866312293,0,0,0,0,0,0,0,0,0,-0.0231162548281067,0,0,0,0,0.189047934432421,0,0.12233807753355,0.174047370467145,0,0.213606252908886,0,-0.00492883200815461,0,0,0,0,0,0
X000568.SZ,0.372218644723852,0.195406444431263,0.686390029907272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396187398760112,0,0.0451016855581376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201539479352936,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0955657262937726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429803929395958,0,0,0,0,0,0,0.0400998213139098,-0.150876954550445,0,0,0,0,0,0,0,0,0,0,0.092213892858297,0,-0.0391181740273729,0,0.0464804514458941,0,0.0956555877838076,0,0,0,0,0,0.00290252680520358,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0864889132902032,0,0,0.103785630709559,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.298910108591851,0,0,0,0,0,0,0,0,0,0,0,0,0.109543145873125,0,0.0483948061242451,0.0704171559255861,0,0,0,0,-0.0202972964515286,0,0,0,0,0,0,0
X600690.SH,0.034204475538642,0,0,0,0.16934131259254,0,0,0,0,0,0.49951327169334,0,0,0.0413837374356732,0,0,0,0,0,0,0,0,0,0,0.0614770973872788,0,-0.152611237860484,0,0,0.0425775633392029,0.0622924371147636,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214637321819962,0,0,0,0,0,0,0,-0.000506765520108868,0,0,0,0,0,0,0
X002304.SZ,0.0200163914663379,0.191411688926502,0,0,0,0,0,0,0,0.0297525983383095,0,0,0,0,0,0,0,0.121463767798692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274769073987892,0,0,0,0,-0.0492988835284725,0,0,0.0458205236594083,0.047905647387516,0,0,0,0,-0.0286974586945936,0,0,0,0,0,0
X300124.SZ,0,0,-0.0458429753171447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145462894377002,0,0,0,0,0,0,-0.123069295577737,0,0,0,0,0.0311378417608612,0,0,0,0,0.370497294958058,0,0,0,0,0,0,0,0,-0.00734695739763109,0,0,0,0,0,0.0396681997558725,-0.0898316052066506,-0.0523023367728016,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.388671950774124,0,0,0,0,0,0,0,0,0.185017897041813,0,-0.0167226924691464,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522586707585924,0,-0.135988709010715,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0420460604376224,0.0779635257859754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185850563706709,0,0,0,0.230385309905247,0,0,0.0863301033017142,0,0,0,0,0,-0.00794606425093766,0,0,0,0,0,-0.00888737687865806,0,0,-0.011072050983334,0,-0.0132839940358271,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144635193548831,-0.0198113481873181,0,-0.312076320794985,0,0.536203538318708,0,0,0,2.16840434497101e-19,0,0,0,0,0.214450360134895,0,0,-0.0993894051661438,0,0,0.160390573969915,0,0.0315002109459467,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.209043515313835,0,0,0,0,0.0505472548913141,0,0,0,0,0,0,0,0.0291437534694157,0,0.165053510119665,0,0,0,0,0,0,0,0,0,0,0,0,0.0431797286030444,0,0.220285893744009,0.0638033308785779,0,0,0,0.0822687498541521,0,0,0,0,-0.0227632180422943,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104124651878815,0,0,0,0,0,0,0,0,0,-0.0624851741432496,0,0,0,0,0.414060062590871,0,0,0,0,0,0,0.0803089909035423,0,0,0,-0.0171783359888268,0,0,0,-0.00343265818696926,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0571157268787003,0,0,0,0.0676614690618225,-0.036351503154961,-0.0397664915874328,0,0.015437745558542,0,0,0,0,0,-0.0626885657152198,0.125620278560286,0,0,-0.0389064767026853,0.0590505094382805,0,0,0,0,0,0,0,0,0,0.0615221775341747,0,0.0605543234265881,0,0,0,-0.0967214036451482,0,0,0,-0.0044342656571043,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.0102634804926057,0,0,0,0.0398227753862522,0,0,0,0.151302518391165,0,0,0,0,0,0.0745098557809974,0,0,0,0,0,0,0,0,0,0,0.451383364364764,0,0,0,0,0,0,0.0539530001707245,0,0.0180738254893916,0,0,0,0,0,0,0,0,0,0,0.0179752049180002,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.443509039980323,0,0,0,0.0626935707207571,0,0,0,0,0.0578219417530534,0,0,0,0,-0.00243524082065782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972309217045103,0,0,0.0216850250528638,-0.0149075370711086,0,0,-0.027598798766672,-0.0731121910081054,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.39320519182518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438410168998531,0,0,0.144171506124596,0,0,0,0,0,0,0,0,0,0.0543463246526774,0,0,0.513638979885313,0,0,0,0.00802733176963349,0,0,-0.0529559266585674,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.074430214802318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551365965469415,0,0.0768154192273054,0,0,0,0,0,0,0,0,0,0,0,0.408712855534395,0,0.0831193698592877,0,0,0,0.0125214997904587,0.0920027672573793,0,0,-0.0286012597982605,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0839610326452023,0,0,0,0,0,0.135603231075886,0,0,0,0,0,0,0,0,0,0,0,0,0.18024147185,0.0500096124223797,0,0,0,0,0,0,0.0795993837383885,0,0,0,0.141596767515214,0,0,-0.0508733126444578,0,0,0.183286757263282,0,0.0537538875331379,0.0382756841530636,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.115669819578979,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0436571625597849,0,0,0,0,0,0.0123098843906962,0,0,0,0.0866107671015653,0.227579165333133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176248428250128,0,-0.0114518324420216,0,0,0,0.0057291989005017,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337639815792676,0,0.0686725119568569,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.063051193040005,0.119496863105409,0.0010448998713042,0,0.365737977310867,0,0,0,0,0,0,0,0.0445583269660645,0,0,0,0,0,-0.0761089618469256,0,0,0,0,-0.00660927783105709,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.069794658895819,0,0,6.93889390390723e-18,0,0,0,0,0.00813002147375772,0,0,0,0.357617378667978,0,0,0,0,0,0,0,0,0.0812713170687829,-0.050743060512545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11606904126623,0,0.0697077514130017,0.0906839450166691,0,-0.0347083783952923,0,0,0,0,-0.000236925453000889,0.00814578105216993,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010354009389559,0,0,0,0.114407743798351,0,0,0.257315103396142,0,0,0,0,0,0,0,0,0,0.221429829114856,0,0,0.0940245737741912,0,0.0279216620601893,0,0,-0.0104791654806044,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194551888773311,0,0,0,0,0,0,0,0,0,0.0576793110194795,0,0,0,0,0,0.0573431733841034,0.0203131291193564,0,0,0.304696357965833,0,0,0.0208948676143099,0,0,0,0,0.133299628375427,0,0,0,0,0,0,0.0706758379800318,0,0,0,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,-0.0240396600503445,0,0,-0.261494111493886,0,0,0,0,0,0,0,0,0,0,0,0,0.119128635775294,0.159727547764734,0,0,0,-0.100082825899126,0,0.00617344961785778,0,0.103495872671263,0,0,0,0,0,0,0.317240884404473,0,0,0,0,0,0,-0.13461435294632,0,0,0,0,0,0.136992746747927,0,-0.0547178459696212,0.0806909295016053,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160008601800033,0.321713931705146,0.033213508163714,0,0,0,0,0,-0.401029014611509,0,0,0,0,0,0,0.374141177248139,0,0,0,0,0,0,0.156278177469174,0,0.308810597674731,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0741196998119493,0,0.012395947848889,0,0,0,0,0,0,0
X300142.SZ,0.014030518022701,0,0,0,0,0.042564445677007,0,0,0,0,0,0,-0.165008187361764,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368167586426432,0.0737222878647243,0,-0.00556741510111355,0.108213493745495,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.156956197479669,0.0946968629476927,0,0,0.0642047155290993,0,0.262424592572285,0,0,-0.0333271144643154,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0.063682970879876,0,0,0,0,0,0,0,0.0300815176269734,0,0,0,-0.184342012513557,0,0,0,0,0,0,0,0,0.314115252077309,0.0140120487422059,0,0,0,0,0,0.385776873653202,0,0,0,0,0,0,0,0,0,0.613391280592793,0,0,0,0,0.00921033216399138,0,0.210436017650669,0,0.10084946484866,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.0798218556304187,0.340900836595454,0,0,0,0,0,0,0,0,0,0,0,0.0804465000871676,0,0,0,0,0,0.0605328139597221,0,0.108141291561037,0,0.128923407594249,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118696263843092,0.0435638339009348,0.102428005341367,0,0,0,0,0,0,0.213781871685227,0,0,0,0,0,0,0
