,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000625.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002241.SZ,X002129.SZ,X600372.SH,X002236.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X002463.SZ,X600522.SH,X600183.SH,X002007.SZ,X002028.SZ,X000800.SZ,X002074.SZ,X600460.SH,X601799.SH,X300142.SZ,X002294.SZ,X600418.SH,X002156.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.104850700222807,0.327740291448108,0,0.0809737291740103,0,0,0.00249313801539463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134126249317927,0,0,0,0.0713602895447366,0,0,0,0,0,0,-0.00657330213410734,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0.175889689674112,0,0,0,0.106554546342675,0.329966307264338,0,0.0316664239561488,0,0,0,0.0236084912248691,-0.117861277314683,0,0,0,0,0,-0.018457942272325,0,0.0470651272726549,-0.00646803731763006,0.0900240400516849,0,0,0,0.0437758407402556,0,0,0.0376871176689614,0,0,0,0,0,0,0,0.0465920168912586,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00127038362266237,5.42101086242752e-20,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00405697952831796,0,0,0,0,0,0,0,0,0,0,0,0,0.04187911430248,0,0,0.0318224161014814,0.142744839844363,0.107344740274396,0,0,0,0,0,0,0,0.00846723415513612,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0254942157936655,0,0.00249541369703655,0,0,0,0.0100424713101677,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.117608730011262,0,0,0.00473751114667737,0,0,0,0,0.00944684465964208,0,0,0.0972630537398426,0,0,0,0,0,0.0183169536642963,0,0,0,0,0.084202394148362,0,0,0,0,-0.0186176345460901,0,0,0,0,0,0,0,0,0,0,0,0.194311831988642,0,0,0,0,0.0209145579065517,-0.0183761961564163,0,0,0,0,0,0
X600809.SH,0.104211401465712,0,0,0,0,0.497718066013031,0,0,0,0,0,0,0,0,0,0,0,0.252888273889763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784739299858403,-0.0177966027366473,0,0,0.0291359581200655,-0.0628279450725606,0,0,0,0,0,0,0.0281559495270352,0,0,-0.0168688210898036,0.0154906149474991,0,0,0,0,0,0
X000568.SZ,0,0.359364699089355,0,0,0.526975354621611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416848581608101,0,0,-0.0364049615646839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123344922494132,0,0,0,0,0,0,0,0,-0.046250979654588,0,0,0,0.00989771841147173,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216889352526027,0,0,0,0,0.247184876737539,0,0,0.0674153310898257,0,0,0,0,0,-0.0726882587574576,0,0,0.108278086258325,0.0208437688743666,0,0,0,0.0702081199727629,0,0,0,0,0.054333329836467,0,0,0,-0.00176124611776379,0.0259463435028015,0,0,0,0,0,0
X600690.SH,0.0568820431315288,0.0275009705803918,0,0,0,0.271538746337167,0,0,0.0690336149833666,0,0,0,0,0,0,0,0,0.0634161855367762,0.0209556673874314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0563461650650093,-0.00260290238771102,0.0299658893918821,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-1.73472347597681e-18,0,0.184826885793963,0,0,0.0113299218171533,0,0,0,0,0,0,0,0.0448906203757132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675268456788241,0.023276665453002,0,0.0126736150333156,0,0,0,-0.00407238598659872,-0.0310994922668381,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.232663902618449,0.0450260703829368,0,0,0,0,0,0.335326380282075,0,0,0,0,0,0.0323316631829148,0,-0.0944273390501492,0,0,0,0,1.73472347597681e-18,0,0,0.186576488241097,0,0.00779069893801852,0,0,0,0,0,0,0.0930738255607597,0,0,0,-0.088316378639796,-0.214245874668074,0,0,0.285114640720261,0,0,0,0,0,0,0.00998218684533582,0,0,0,0,0,0
X000625.SZ,0,0,0,0.105968114260484,0,0,0,0,0,0,0,0.0507618899653925,0,0,0,0,0,0,0.327306606754077,0,0.0289314056558963,0,0,0,0,-0.157221360121386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809611967379166,0,0,0,0,0.337498358695563,0,0,0,0.0032884580303604,-0.0097276028919457,0,0,0,0,0,0
X002304.SZ,0,0,0.0455320515752233,0,0,0.334226751243529,0,0,0,0,0.0366465073939369,0,0,0,0,0,0,0,0,0,0.142048598936344,0.0597186610156296,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0462594040905884,0,0,0.0436225761900056,0,0,0,0,0,0,0,0,0,0,0,0,0.0152356559727528,0.0370210916820743,0,0,0,-0.00896122850437255,0,0,0,0,0,0
X600104.SH,0.0397484128295091,0,0,0,0,0.0708819671823782,0,0,0.0360199703897017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000515319704582428,0,0,0,0,0,0,0,0,0,0,0,0,-0.000614034304279916,0.0947560458103597,0,0,0,-0.000553853197791257,0.0273015222319175,0,0,0,0,0,0
