,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X300124.SZ,X300014.SZ,X600104.SH,X000651.SZ,X002371.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X002241.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X600522.SH,X000733.SZ,X002074.SZ,X601877.SH,X000100.SZ,X600741.SH,X300003.SZ,X000157.SZ,X600460.SH,X600702.SH,X600487.SH,X600884.SH,X600584.SH,X600563.SH,X601799.SH,X002414.SZ,X000799.SZ,X002236.SZ,X002223.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00907785036630896,0.0833664664550706,0,0,0.220057394752273,0,0.0157769550787642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313077424688341,0.00538408543219049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216400451196556,0,0,0,0,0.0453431672169862,0,0,0,0,0,0,0
X000858.SZ,0.0563772686421008,0,0.100643884449823,0,0.133701716425891,0.191531668069812,0,0,0,0,0,0,0.0283264637625379,0.106274610956716,0,0,0,0,0,0,0.0560824436429934,0,0,0,0,0,0,0,0,0,0,0,0.0865982747792717,0,0,0,0,0,0,0.154494333754236,0,0,0,0,0,-0.0776924273670465,0,0,0,-0.0481543231057116,0,0,0,0,0,0,0,0,0
X600809.SH,0.371008757459933,0,0,0,0,0.599418992685775,0,0,0,-0.015149906182947,0,0,0,0.00596174310950978,0,0,0,-0.0474833877789357,0,-0.0616611958439746,0.056453520966611,0,0,0,0,0,0,0,0.0535017395972911,0,0,0,0,0,0,0,0.0578505620573767,0,0.0181865317819083,0.0400750338364331,0,0,0,0,-0.06370076373452,0,0,0,0,0,0,0,-0.00113999585358788,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.143835036309915,0,0,0,0,0,-0.0549294910421356,0,0,0,-0.0915286898629644,0,0,0,0,0,0,0,0,0,0.171015785046787,0,0,0,0,0.174646369077054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159103790933973,0.158460329248022,0.065771818564769,0,0.112656543683483,0.034701020027914,0.0166553400530621,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0770882247995378,0,0,0,0,0,0,-0.0430625392827635,0,0,0,0,0,0,0.0248232041732884,0,0,0,0,0,0,0,0,0,0,0,0.0405158364142581,-0.0778143625423617,0,0,0,0,0,0,0,0,0,-0.0433436776762158,0,0,-0.0110899357852802,0,0,0.127251297676352,0,0.196911308381113,0,0,-0.0196370829436338,0,0,0,0,0,0,0
X000568.SZ,0,0,0.586851932798979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553810269143572,0,0,0,0,0,0,0,0.00944587493568269,0,0.0217969485759358,0,0,0,0,0,0,0,0,0.153364325306126,0,0,0,0,0,0,0,0,0,0,0,0.0192992014912052,0.0162963724679665,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.20925842198284,0.122346264040667,0,0,0.0105299329783291,0,0,0,0,0,0,0,0,0,0,0.116034843085282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06021844664354,0,0.141585795983202,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0139133939301897,0,0,0,0,0.130420818911982,0,0,0,0,0,0,-0.00498706191615434,0,0,0,0,0,0,0.153995408311496,0,0,0,0,0,0,0,0,0,0,0,0.100599071761211,0,0,0.0875673055042936,0,0,0,0.311290871754024,0,0,0,-0.02359074591409,0,-0.140197721807053,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.181224687450018,0,0,0,0,0.314946827509059,0,0,0,0,0,0,0.179672392269472,0,0,0,0,0,0,0,0,0,0,0,0.0748013659530803,0,0.0307079824657313,-0.0157504405243078,0,0,0.0783157212941671,0,0,0,0,0,0,0,0,0,0,-0.0584440433016765,0,0,0,-0.0162811213382969,0,0,0,0,0,-0.0178602847987549,-0.0143136862012931,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.0146477584913076,0,0,0,0,-0.13220560342372,0,0,0,0,0,0.0461271802949249,0,0,0,0,0.0192407851750821,0,0,0,0,0.0578138273452668,-0.124132380903471,0,0,0,0,0,0,0.327810099259938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155387284388113,-0.00713173858660478,-0.0203563808526741,0,0,0,0,0,0
