,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X000338.SZ,X002236.SZ,X600031.SH,X601877.SH,X300003.SZ,X002008.SZ,X002456.SZ,X300124.SZ,X000625.SZ,X600271.SH,X600066.SH,X600809.SH,X000100.SZ,X600487.SH,X600867.SH,X002241.SZ,X002294.SZ,X600566.SH,X000981.SZ,X000977.SZ,X002180.SZ,X300136.SZ,X600522.SH,X002049.SZ,X000157.SZ,X002179.SZ,X600584.SH,X000050.SZ,X600089.SH,X000661.SZ,X002508.SZ,X600177.SH,X000596.SZ,X300142.SZ,X600699.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0356202675245433,0,0.459370592235779,0,0,0.0101182546786959,0,0,0.0154075564121776,0,0,0.118032036582568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067471729227001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139481483131791,0.00282778026860261,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-9.24520040374447e-05,0,0,0,0,0.258220459502157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130251625289531,0,0,0,0,0,0,0,0,-0.0134064598247855,0,0,0,0,0,0,0,0,-0.0657605830793199,0.117975563432029,0.102711376566088,-0.0340231119826635,0,-0.0344156455625141,-0.00894156438782423,0,0.031569128256999,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0966815206360756,0,0,0,0,0,0,0,0.081001821897176,0,0,0,0.230532373996084,0,0,0,0,0,0.0139866979788628,0,0.191939008019986,0,0.205665295622616,0,0,0,0,0,0.0951917849884987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.300084612793814,0,0,0,0,0.305744602170523,0,0,0,0,0,0,0.0626029119648916,0,-0.0221466027782975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987331579381556,0,0,0.0793742710803344,0,0,0,-0.00719491905452869,0.00623521005126693,0,0,0,0,0,0
X000858.SZ,0.239754418048283,0,0,0.181843091945415,0,0,0,0,0,0,0,0.493955236238552,0,0,0,0.0143224491322516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00790636690618404,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0583699302531798,0,0.0702535438281244,0,0.0742568232717903,0,0,0,0,0,0,0,0,0,0,0,0.146172691819729,0,0,0,0,0,0,0.0749335154454665,0,0.244158249815838,0,0,0,0,0,0,0,0,0,0.0106548143887002,0,0,0,0,0,0.113316519127803,0,0,0,0,0,0,0,-0.0317323447867727,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.215120509840396,0,0,0,0,0,0,0.0943937074307372,0,0.124075786226804,0,0.0573473588528481,0,0,0,0,0,0,0,0,0,0.123171677199648,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.016916725628147,0,0,0,0,0,0,0.088348504141207,0,0,0,0,0,0,0.00337142437678371,-0.0134212766313511,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.188886400470684,0,0,0,0,0,0,0,0,0,0.0273948928680201,0,0,0,0,0,0,0,0.365187973910599,0,0,0,0,0,0,0,0,0.00971639244807387,0,0,0,0,0,0,0.492148308333514,0.145730337919794,0,0,0.0783785062937316,0,0,-0.0275349763320063,0,-0.0402890069681813,0.0259641983681503,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254255946487078,0.579827239888261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142363955953144,0.0562338770081522,0,0.0838158469553617,0,0.0441756546601818,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.310447703370463,0.241978955969743,0,0.0795590153631812,0.0354500158396581,0,0,0,0.122095356093833,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158579519359161,0,0,0,0,0.018304750879493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.0756574130470556,0,0,0,0,0,0,0,0,0,0.0947664511456451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912108150803898,0,0,0,0,0,0,0,0,0,0.173429367907993,0,0,0.380981332211163,0,0,0,0,0,0,0,0,0,0,-0.0428820166486625,-3.46944695195361e-18,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.536159437494638,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.15225277062868,0,0,0,0,0,0.0925867312347834,0.101492336908685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137772929786832,0,0,0,0,0.000963209759474931,0.0107960539571561,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305404810964823,0,0,0,0,0.329205135322038,0,0,0,0,0,0,0,0,0,0,0,0,0.0406341239778127,0,0.00384770033586677,0,0,0,0,0,0,0,0,0,0,0,0.0177312451659496,0,0,0,0,0.0147135563101068,0,0,0,0,0,0
X600741.SH,0,0.542762446171051,0,0.0746118888825123,0,0,0.00275423977999734,0,0,0,0,0.238007942596275,0,0,0,0,0.0211135730620228,0,0.0184151457361746,0,0,0.0223592501798862,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433497237909499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177456243479088,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0549183130416045,0,0,0,0.173081694840604,0,0,0,0.0557240394595185,0,0,0,0.104255106364283,0.361670778457714,0.026053763057848,0,0,0,0,0,0.126008782343215,0,0,0,0,0,0,0,0,0,-0.0510853973180982,0,0,0,0,0,0,0,0,0,0,0,0.00758969515972231,0,0,0,0,0,-0.005796325386175,0.0321548666640044,0,0,0,0,0,0
X002236.SZ,0,0,0.433442329211897,0,0,0.0101369383084857,0,0,0,0,0,0,0,0,0,0,0,0.029480908115079,0,0.13751681957125,0.326127246698546,0,0,0,0,0,0,0,0,0,0.0562036378078632,0,0,0,0,0.0334934134506672,0,0,0,0,0,0,0,0.0572218586030216,0.0440879496970696,0,0,0,0,0,0,0.0102670948053591,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.236356406924172,0,0.0129212398158438,0,0.016909555617156,0,0,0,0,0.191901634444932,0.141210644445484,0,0,0.0365573501833214,0,0,0,0,0,0.105934143829687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.00571735161082668,0.0529170910702597,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0.138741687767656,0,0,0,0.00541077673620047,0,0,0,0,0,0,0.081118050437722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877169070799985,0.156606743984416,0,0,0,0,0,0,0,0,0.0188005514188408,0,0,0,0,0,0,0,0,0.0174526087795073,0,0.0766427309987405,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.0142146480070574,0,0.334094357205455,0,0,0,0,0,0,0,0,0,0.0437165237248769,0,0,0,0,0,0,0,0,0,0,0.250183479937913,0,0,0,0,0,0,0,0,0.132345144393154,0,0,0,0.0946925188643873,0,0,0.0327802878035121,0,0,0.0308294361370844,0,0,0,-0.020295979303052,0,0,0,0,0,0,0
X002008.SZ,0,0,0.168639675892899,0,0,0,0,0,0,0,0,0.183411538352045,0,0,0,0.0575065974197333,0,0,0,0,0,0.165761549267234,0,0.153410942854253,0,0,0,0.185316972558776,0,0,0.0911060721587392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.0432960216098599,0,0.109047130143869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870937614851496,0.0740856742346876,0.212053380613595,0,0,0,0,0,0.178745091979343,0,0.0143570216970519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188344677739124,5.42101086242752e-20,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0452422892763608,0,0.230246169579701,0,0,0,0,0,0,0,0,0.187069071509213,0,0,0,0,0,0,0,0.0193497611563066,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0922063689047578,0,0,0,0,0,0.176995907516185,0,0,0,0,0,0,0,0,0.0972197132817749,0,-0.0499597086601077,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.100678728218497,0.0087285652322746,0,0,0,0,0,0.0646211561395465,0,0.06534897292104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663060740236728,0,0.0294577443290554,0,0,0.0471990187189228,0.0385766510343802,0,0,0,0,0,0,0,0.0135640513605294,0,0,-0.00101891232202086,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.310054607019749,0.026171956548344,0,0,0,0,0,0.201870187389136,0,0.239280025248771,0,0,0.201187797622928,0,0,0,0,0,-0.183584547584836,0,0,0,0,0,0,0,0.143843199459739,0,-0.144634428980168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337231345100673,0.063483886326636,0,0,0,0,0,0
