,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X000100.SZ,X600741.SH,X600066.SH,X600031.SH,X600118.SH,X002506.SZ,X002236.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000568.SZ,X600372.SH,X000157.SZ,X600177.SH,X002085.SZ,X000338.SZ,X002074.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002465.SZ,X600867.SH,X601877.SH,X002049.SZ,X600498.SH,X002180.SZ,X002007.SZ,X000869.SZ,X002456.SZ,X000981.SZ,X300001.SZ,X002512.SZ,X000623.SZ,X000977.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00163247145668751,0,0,0.31272268656849,0,0,0,0,0,-0.0423319700140379,0,0.070620417417728,0,0,0,0,0,0,-6.93889390390723e-18,0,0.00620676890348491,0,0,0,0,0,0,0,0,0,0,0,-0.0143760309213983,0,0,0,0.0659840959016496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0.0663976177075931,0.0244582975918595,0,0,0,0,0.0131892605157112,0,0,0,0,0,0.234437309069731,0,0,0,0,0,0,0,0,0,0,0,0.0977620733219085,0,0,0,0,0,0,0,0,0,0,0,0,0.103831169623003,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393043546747949,0,0,0,0,0,0,0,0.0325022992170211,0,0,0.081002844795543,0,0,0,0,0,0,0,0,0,0,0,0,0.193222886541142,0,0,0,0.0876279317611173,0.054603297949719,0.123187045445558,0,0.0130785193359916,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.213529650359709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202838035667874,0,0,0,0,0,0,0,0,0,0,0,0,0.0684527984136001,0,0,0,0,0,0,0,0.0747292890472836,0,0,0.0509750300328568,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0489592758789303,0,0,0.0535427708709494,0,0,0.0771875387095981,0,0,0,0,0,0,0.0920977965194322,0,0,0.00907403745236646,0,0.227981591134021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119834477647224,0,0,0,0,0,0,0
X002304.SZ,0,0.12397257221478,0.0518177965814048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726505872281733,0,0,0,0,0.241235467492682,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0281385173886872,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.00279306245473854,0.0152546409083941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25582696712721,0.0070882313621195,0,0.041863847385772,0,0,0,0,0,0,0,0,0.0557299102228161,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157469211088769,0.0179316639134854,0,0.163485681872685,0,0,0,0,0.152130917508387,0,0,0,0,0.159413224393715,0,0,0,0,0,0,0.0999453471057958,0,0,0,0,0,0,0,0,0.0335300547476809,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297251993902091,0.026349833697243,0,0,0,0,0,0,0,0,0.0399217494149968,0,0,0,0.0700038274829975,0,0.0804345724727023,0,0.0800571038974989,0.0419372682922717,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.203297543167528,0,0,0,0,0,0,0,0.0961862710470438,0,0,0,0,0,0,0,0,0,0.174464259888964,0.051029889601635,0,0,0,0,0,0,0,0,0,0,0,0.0090545130875648,0.0161879378692456,0,0.208349240185577,0,0.0760680167232514,0,0,0,0,0,-0.00903437443199613,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219952440914391,0.0599257191804814,0,-0.101143026794391,0,0,0,0,0,0.00429357753391695,0.226459370369832,0,6.93889390390723e-18,0,0,0,0,0,0.122981945880367,0,0,0,0,-0.067513180160078,0,0,0,0,0,0,0,0,0,0,0.02403364279499,-0.192486443828697,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639744445207294,0.25771693136267,-0.0264487591691299,0,0,0,0,0,0.0116770003102655,0,0,0,0,0,0.112414982106624,0,0.385214156572815,0,0,0,0.336803721864353,0,0,0,0,0.202608977107797,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.027178172619695,0,0,0,0,0,0,0,0,0,0.00711077647016593,0,0,0,0,0,0.120806469321402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110397140428024,0,0.13590318258534,0.0186990607198028,0.0504401446477122,0,0.0767064480663942,0,0.0167262478915824,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0523839263241203,0,0,0,0,0,0.118334074538975,0,0,0,0,0,0,0,0,0,0.119672215773829,0,0,0.0734848842060929,0,0,0,0.0501713141363976,0,0,0,0.0619276624236886,0,0,0,0,0,0,0.0286316077039816,0,0.00463235519342596,0,0,0,0.133244513270996,0,0,0,0.0663100047791727,0.0168753400008966,0,0,0.0240913032935728,0,0,0,0,0,0,0
X600741.SH,0,0.259019209669999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206612750015816,0,0,0,0,0.121777486408777,0,0,0,0,0.160357951916736,0.00173988277819178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823535508805851,0,0,0,0,0,0.0525689432162253,0,-0.000806363781275153,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00997963812875479,0.342852637819726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869652432249238,0,0,0.0829320648954829,0,0,0,0,0,0,0,0,0.122083960887907,0.00977841672690631,0,0,0,0,0,0,0,0,0,0,-0.0131099503845366,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597747011537647,0,0,0.0279100581694871,0,0,0,0.119225826448591,0.203907861554027,0,0.0865187750421295,0,0,0,0,0.207969345970342,0,0.0437498151715367,0,0,0,0,0,0,0,0,0,0,0.0905268035286822,0,0,0,0.0160868535015615,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653873922722803,0,0,0,0,0,0.233026865231082,0,0.250421805628107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218796362264417,0,0.189889547221312,-0.0134246860855583,0,0,0,0,0.00177689524043425,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0.140548329761282,0,0,0,0,0,0.151757401555578,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.050466574299736,0,0,0,0,0.0707182175670997,0,0,0,0,0,0.17516860975542,0,0,0,0,0,0.0198233144287448,0,0,0.33274296183307,0,0,0.0351173118504489,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168769885891401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278560160839195,0,0.339238133058261,0,0,0,0,0,0,0,0,0.158856348736454,0,0,0.00249798302560968,-0.0884593266117916,0,0,0,0,0,0
