,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X002304.SZ,X600104.SH,X000651.SZ,X002371.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X000338.SZ,X600703.SH,X003816.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X002129.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X002074.SZ,X300142.SZ,X600741.SH,X600460.SH,X600089.SH,X000100.SZ,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X000157.SZ,X600884.SH,X601799.SH,X002414.SZ,X000733.SZ,X600584.SH,X002180.SZ,X600563.SH,X600522.SH,X600183.SH,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.433480174879502,0,0,0.079370045386668,-0.0126817631605462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642373533685275,0,8.67361737988404e-19,0.0794217995056642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149932472867064,0,0,0,0,0,0
X000858.SZ,0,0,0,0.338332387337731,0.0318885993930679,0,0,0,0.030694087534713,0,0,0,0,0,0,0,0,0,0,-0.0529387671730967,0,0,0,0,0,0.176446377283943,0,0,0,0,0,0,0,0,0.120937581330091,0,0,0.0963292338817254,0,0,0,0,-0.00946019102744707,0,0,-0.0713359594265796,-0.0367059070056242,0,0,0,0,-0.0148580252243626,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.184171886170133,0,0,0.155972241614517,0,0,0.0305443865937416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0946319513850708,0,0,0.0177089487404578,0,0,0,0,0,0,0,0,0.0221422356555265,0,0.0455261273665047,0,0,0,0,-0.0021697986629095,0,0,0,0,0.00859492449511468,0,0,0,0,0,0,0
X600809.SH,0,0.195256077460333,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222403897294102,0,0,0,0,0,0,0,0,0,0.0382104436968144,0,0,0,0,0,0,0,-0.0738655310716967,0,0.382724668428282,0,0,0,0.00784186552565478,0,0,0,0,0,-0.0265701755613386,-0.0715324009618838,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.0343895192334324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21730135986895,0,0,0.0604292660647205,0,0,0,0,0,0,0,0,0.10350158243813,0,0,0.252450735820662,0,-0.0369566857961401,0,2.71050543121376e-20,-0.163742316063568,0,0,0,-0.0435028442477283,0,0,0,0,0.031807357871147,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0910739691194182,0,-0.0832819017899561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507999060572534,0,0.0679440816925796,0,0.0609576402586335,0,0,0,0,0,0,0,0,0,0,0,-0.0840631958465776,-0.0233731740458682,0,0,0,0,0,0,0,0.0557594138500821,-0.132465287253359,0,0,0.00138274094666607,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0837259957012165,0,0,0,0,0,-0.0277762636314104,0,0,0.03003138758325,0,0,0,0,0,0,0.0464362473327613,0,-0.181543088703023,0,0.147676258575192,0,0,0,0.101372703593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00737275836207748,0,0,0,0,0,0
X002475.SZ,0,0.259174473774055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107743987810958,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0841877547085272,0,0.114092948278647,-5.42101086242752e-20,0,0,0,0,-0.0758843001137155,0,0,-0.0992445475758045,0,0,0,0.153803992071361,0,0,0,0,0.0131371016171417,0,0,0,0,0.0249444593806834,0,0
X300014.SZ,0,0,-0.144354703789336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922816030746949,0.0757853265253305,0,0,0,0,0,0,0,0.105542775678647,0,0.0902883175293429,0.0150289637199882,0.0497548991467123,0,0,0,0,0,0,0,0,0,0.00677675089013722,0,0,0,0,0,0,0,0,0,0,0,0,0.0983723911404197,0,0,0,0.0777289362368485,0,0
X002304.SZ,0,0.11094259773418,0.13295749977563,0.252315732040797,0,0,0.170017763461212,0,-0.0390039494586854,0,0,0,0,0,0,0,0,0,0,-0.11727812116765,0,0,0,0,0.14128992642031,0,0,0,0,0,0,0,0,0,0,0,0.0563586388280594,0.113982804946285,0,0,0,0,0,0,0,0,-0.0621853126006408,0,0,0,0,0,0,0,0,0,-0.0456059520507076,0,0
