,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X601877.SH,X600703.SH,X000596.SZ,X000100.SZ,X600271.SH,X600809.SH,X000661.SZ,X300003.SZ,X002236.SZ,X000625.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X600487.SH,X000157.SZ,X300142.SZ,X002456.SZ,X002506.SZ,X600498.SH,X600867.SH,X600776.SH,X600066.SH,X600177.SH,X000977.SZ,X002241.SZ,X300146.SZ,X600522.SH,X000050.SZ,X002179.SZ,X600089.SH,X002180.SZ,X600566.SH,X002508.SZ,X002129.SZ,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.262669891144663,0,0,0,0.0909575372092922,0,0,0,0,0,0,0,0,0,0,-0.0583552335739956,0,0,0,0.0452668653378414,0.0353306561553967,0,0,0,0,0,0,0.00935043252568902,0,0,-0.00464295101631249,0,0,0,-0.0298638039760108,0,0,0,0,0,0,0,0,0,0,0,0,0.0418833320655983,0,0,-0.0160716483993568,0.0270732385315758,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0470586869341585,0,0.178929254757315,0,0,0,0.0591237025064534,0.0256773501677309,0,0,0,0,0,0,0,0,0.203125034188748,0,0,0.0359919744243788,0,0,0.0744565591965354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353925783835285,0,0,0,0,0,0,0,0,-0.0347980820418215,0,0,0,0,0,0,0
X000651.SZ,0,0.262119013151035,0,0,0.0439014735194808,0,0.0590956138156798,0,0,0,0.0254762952748919,0,0,0,0,0,0,0,0,0,0,0,0,0.050912232122215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117602298065371,0,0,0,0,0,0,0
X600104.SH,0,0.0176796381832733,0,0,0.0226354756024647,0,0,0,0,0,0,0.0665032204498736,0.0797445575909466,0,0,0,0,0,0,0,0,0,0,0.0969926362207186,0.0854121870355073,0,0,0,0,0,0,0,0,0,0,0,0.0416721701961275,0,0.0483326866960549,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134436452255564,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0770406139885961,-8.67361737988404e-19,0,0.0249181289440076,0,0,0,0.0222523341246345,0.0623892613639782,0,0,0,0,0,0.00310148741617155,0,0.00290229292331915,0.316602169300287,0,0,0.0786878745021664,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0458259164052045,0,0,0,0,0,0,0,0.0300527411113865,0,0,0,-0.029605312101622,0.0403229496244718,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0956000051021249,0,0,0,0,0,0,0,0,0,0.0119609761849342,0.114638215720401,0,0,0,0.149178232731063,0.126153735448439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898411470953049,0,0,0,0,0,0,0.0823069279427318,0,0,0,0.00400694855500779,-0.0162262783329028,0,0,0,-0.0260039130125018,0,0
X002304.SZ,0,0,0.065017718601253,0,0,0,0,0,0,0.031167895997808,0,0,0.495078845218334,0.0935494584814942,0,0,0,0.168380982713021,-0.00156571180021667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398197013256989,0,0,0,0,0,0,0,0,0,0,0.0504263456225288,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0387558499080545,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0684203723051309,0,0,0,0,0.109467566885253,0,0,0,0,0.178387779097661,0.0819876552221041,0,0,0,0,0,0,0,0,0,0,0,0.0237523964334445,0,0,0.045170800452135,0,0,0,0,0,0,0,0.0570887944410204,0,0,0,0,0,0.0473186489435555,0,0,-0.0439686892155894,0.00835105111835752,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130179023770998,0,0.0175526834861169,0,0,0,0,0,0.0067416622918083,0,0.0639447749296023,0,0,0.0422381377374573,0,0.284331754656257,0,0,0,0,0.0988616378094222,0,0,0,0,0.227657514757459,0,0,0,0,0,0,0,-0.0184766045924939,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.169345038480703,0,0,0,0,0,0,0.0284752397365502,0,0,0,0,0,0,0,0,0,0,0,0.078471743039061,0,0,0,0.0753278599521468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20416345417811,0.0266625444790448,0,0,0,-0.0213854635076978,0,0,0,0,-0.0067936471460749,0,0
