,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000625.SZ,X000596.SZ,X000157.SZ,X300142.SZ,X002129.SZ,X600741.SH,X002371.SZ,X002179.SZ,X002049.SZ,X002007.SZ,X002236.SZ,X000799.SZ,X601877.SH,X600584.SH,X300003.SZ,X600183.SH,X002414.SZ,X300146.SZ,X000800.SZ,X600779.SH,X600702.SH,X601799.SH,X600089.SH,X600460.SH,X002074.SZ,X000977.SZ,X600707.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.102617369541406,0,0.0544618400775204,0,0,0,0,0.13261231598498,0,0,0,0,0,0,0,0,0,0,0.0525701296101943,0,0,0,0,0.0338489627912614,0,0,0,0.225416727668461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173490204962774,0,0,0,-0.0195970188732165,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.146823397590644,0.297450031239347,0,0,0,0,0,0,0,0.0162542574128141,0,0,0,0,0,0,0,0,0,0.064207585270757,0,0,0,0,0.0847989548181894,0,0,0,0.104820905961147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311190063441831,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0596178951264765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251644899577433,0.264061301881253,0.133481080995868,0,0,0,0,0.085387457229978,0,0,0,0,0,0,0,0,0,0,0,0,0.0127218900802724,0,0,0,0,-0.00493259098139022,0,0
X600276.SH,0,0.0972939357790954,0,0,0,0,0.138812877018955,0,0.0659944968922125,0,0,0,0,0.117999869595898,0,0,0,0,0,0,0,0,0,0,0.00891368198982658,0,0,0,0,0,0,0,0.0124246903340627,0,0,0,0,0,0,-0.183883450646048,0,0,0,0.00757235817223449,0,0,0,0,0,0,0,0.00616060684179245,0,0,0,0,0.013544249709025,0,0
X000651.SZ,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0868238937581002,0,0,0,0,0,0,0.0521364727758039,0,0,0,0.0499243735935743,0,0.0268493771099322,0,0,0,0,0,0.158612600676954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332057172627427,0,0,0,0,0,0.0112851015622297,0,0,-0.00948910702550947,-0.00950030892495794,0,0,0,1.0842021724855e-19,0,0
X600809.SH,0,0,0,0,0,0,0.0126665873648546,0,0,0,0,0,0,0,0.0739133111903079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596696167795722,0,0.108155344823191,0,0,0.405413840067027,0,0,0,0,0,0,0,0,0,0.0556047504840676,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0782437168469587,0,0,0,-0.053713532631866,0,0
X000568.SZ,0,0.74030058399264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29197147117892,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0881896505924262,0,0,0,0,0,0,0,0,0,0,-0.0092008882356148,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0177915500698634,0,0,0.225789988309807,0,0,0,0,0.100813067264314,0,0.0508968794079874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017094239657991,0,0,0,0,0,0,0,0.126447366155974,0,0,0,0,0,0,0,0,0,0,-0.0193336033881468,0,0,0,0.013994843242253,0,0
X002304.SZ,0,0,0.146477492078106,0,0,0.185990052831919,0.192231434424302,0.0845604680246507,0,0,0,0,0,0.135240835889144,0,0,0,0,0,0,0,0,0,0.0447919004018738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169042106521743,8.67361737988404e-19,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0345695667718914,0,0,0,0,0,0,0,0,0,0.246827102296447,0,0.136066441684247,0,0,0,0.0219834439234659,0,0,0,0,0,0,0,0.0694932980856218,0.268020350676066,0,0,0,0,0,0,0,0,0,0,0,0,0.0695244609771297,0,0,0,0,0,0,0,-0.00980210128992723,0,0,0,0,0.00946893719946541,0,0
X002475.SZ,0,0,0,0,0,0,0.0414772921401711,0,0.0962463206587331,0,0,0,0,0.0306858069281667,0,0.0715595859510176,0,0,0,0.0291791700416397,0.512025705126584,0,0,-0.106401923508769,0.0474051753650542,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030850708827366,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677697710356254,0,0,0,0,0,0,0.0220170780478348,-0.0148582933199757,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266892770653022,0,0,0,0,0,0,0,0.0300325839378567,0,0.0885342329254542,0,0,0,0.0230663318114415,-0.00770312344969113,0,0,0,0,0,0
X000725.SZ,0,0,0.0774066744752224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2149624927242,0,0,0,0.0209600145041305,0,0.159828902528435,0,0,0,0,0,0,0,0,0,0.110310363762265,0,0,0,0,0,0,0,0,0,0.00183062307478946,0,0,0.13874580462705,0,0,0.0162351724131954,0,0,0,0,-0.00688336279530676,0,0
X000661.SZ,0,0,0,0,0,0,0.0897265944372005,0,0,0,0,0,0,0,0,0.0716311183331181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199324207704939,0,0,0.081594536438851,0.022052055046394,-0.117732923105589,0,0,0,0,0,0,0,-0.00758647582575447,0,0
X300014.SZ,0,0,0,0,0,0.089032100242345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600129260153407,0,0,0,0,0,0,0,0,0.13876350608023,0,0,0,0,0,0,0,0,0,0,0,0,0.211655328166183,0,0.469346681908028,0,0.246147794446109,0,-0.0140041953670251,0,0,0,0.0489562742760598,0,0,0,0.0138786792191505,0,0
X300124.SZ,0,0,0.143139866082224,0,0,0.345024969755604,0,0,0,0.0341809669897128,0,0,0,0,0,0,0,0,0,0,0,0,0.00103655749434026,0,0,0,0,0,0.183955963148301,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720626300311968,0,0,-0.0353253033812028,-0.0443184053408455,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.0883835046252321,0,0,0,0,0,0,-0.0610710294362224,0,0,0,0,0,0,0,0,0.0154003876084478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530242666339057,0.0269675100029209,0,0.0545041433647159,0,0,0.017791809299138,0.0294566060193935,0,0,-0.0129103442209428,0,0,0,0,-0.0190637195431887,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.125120954203571,0,0,0,0,0.211501836673595,0,0,0,0,0.032507041916244,0,0,0.0510738604613586,0,0.113335935089523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00466972666214497,0,0,0,-0.000326048840343956,0,0
X000063.SZ,0,0,0,0,0,0.0199601841448244,0,0,0,0.016734586970518,0.0461501202795761,0,0,0,0,0.0462395183668111,0,0,0,0,0.0623189140394776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437924281095158,0,0,0,0,0,0,-0.00724514172911594,0.0132481794947612,0,0.0201224007569463,0,0,0,0,0,0,0.0197311481650192,0,0,0,4.33680868994202e-19,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.280183540358084,0,0,0.0683012865426427,0,0,0,0,0.00533165775943463,0.0673767282167383,0,0,0,0,0.0346699914213769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135235131821961,0.28645373395911,0,0,0,0,0,0,0,-0.017716616832669,0,0
X002241.SZ,0,0,0,0,0,0,0,0.000251090006328413,0,0,0.367628965717185,0,0.210985744420733,0,0.108253743106401,0,0,0,0,0.0383425120081676,0,0,0,0,-0.0553374116469136,0,0,0,0,0,0,0,0.0836322164588165,0,0,0,0,0,0,0,0,0.0476305177667617,0,0,0,0.0507638533949526,0,0,0,0,0,0,0,0,0,0,0,0,0
