,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000568.SZ,X600741.SH,X600031.SH,X000338.SZ,X600703.SH,X002475.SZ,X300003.SZ,X600271.SH,X601877.SH,X002008.SZ,X600487.SH,X300124.SZ,X002236.SZ,X000596.SZ,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002456.SZ,X002179.SZ,X000625.SZ,X300142.SZ,X002007.SZ,X600066.SH,X600498.SH,X000977.SZ,X600566.SH,X000157.SZ,X002294.SZ,X300136.SZ,X002241.SZ,X300146.SZ,X002180.SZ,X600522.SH,X600177.SH,X600089.SH,X600372.SH,X000050.SZ,X000869.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.453871279048293,0,0,0,0,0,0,0.0427916001559723,0,0,0,0,0.0223361302809005,0.0974638046948164,0,0,0,0,0.0550817443764507,0,0,0,0,0,0.0119789354652857,0,0,0,0,0,0.0801118920172968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0562347819061633,0.377619773508703,0,0.31121864669067,0,0,0,0,0,0.0235026919026107,0,0,0,0,0,0,0,0,0,0,0,0,0.0162385938524746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091833169289108,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.117492696277994,0.0325974219938165,0,0,0.0606823182345017,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.443006098065919,0,0,0.0280385861065943,0,0,0,0,0,0,0,0,0,0.119690380501573,0,0,0,0,0,0,0,0,0,0,-0.039344569824579,0,0,0,0,0,0.0126407481305429,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0599783330180267,0,0.308482541458928,0,0,0,0.207996737749284,0,0,0,0,0,0,0,0,0,0,0,0,0.0958684322250321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016372060187442,0.00608861096279098,0,0,0,0,0,0
X000651.SZ,0.092727807762228,0,0,0,0,0,0,0,0,0,0.271908140705451,0,0,0,0,0,0,0,0,0.264060672324009,0,0,0,0,0,0,0,0.0177415085028543,0,0,0,0,0,0.0613258719677529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518208828465557,0.0104334339435127,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42290883201098,0,0,0,0,0,0.0298753002634847,0.185281706735557,0,0.0921994618842156,0,0,0,0,0,0,0,0,0,0,0,0,0.11742524291528,0,0,0.153913710076843,0,0,0,0,0,0,0,0,0,0.0314866626177676,0.042839955398508,0,0,0,0,0,0
X002304.SZ,0,0,0.0909262645836451,0.39641095986376,0,0,0,0,0,0,0.327808169122151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320859694339039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045472961863274,0,0,0,0,0,0,0,0,0.00328496177185371,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372789854600199,0.112220366463425,0,0,0,0,0,0.000238841051603943,0,0,0,0.316996716586627,0,0,0,0,0,0,0,0.080803732477559,0,0,0,0,0,0,0,0,0.0504696306041278,0,0,0.25316067929692,0,0,0,0,0,0.00801780255268844,0,0,0,0,0,0
X600690.SH,0,0,0.0300447285472982,0.26124015333801,0,0,0,0.174396193178703,0,0,0,0,0,0,0,0.0105911813561988,0,0,0,0,0,0,0,0,0,0,0,0.166841049762442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144545002985837,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.146244622994473,0,0,0,0,0,0,0,0,0.202971991849513,-0.0438885264319684,0,0,0.0995669674981309,0.165302941960876,0,0,0,0,0,0,0,0.0726519368896261,0,0,0,0,0,0,0,0,0,0,0.0497530023118104,0,-0.077053999743711,0,0.221568358294887,0,0,0,0,0,0,0,0.00225820414302382,-0.033010430280212,0,0,0,0,0,0
X000568.SZ,0,0,0,0.541564087257388,0,0.0146826037741521,0.0639237489986784,0,0,-0.0166523696821803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804184145884509,0.0877423947114466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17271425540953,0,0,0,0,0,0,0,0,0.0176326167620152,0.0216767574202707,0,0,0,0,0,0
X600741.SH,0,0,0.0105747412967613,0,0,0,0,0,0,0,0,0,0,0,0,0.140860004999882,0,0,0,0.157798312731224,0,0,0,0.12154406394853,0,0,0,0,0,0,0,0,0,0.10732691698118,0,0,0,0,0,0,0,0,0.00472643549085141,0,0,0,0,0,0.0084056455431658,0,0,0.0147903403629303,0.00675055821125693,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.289817346528273,0,-0.0887713518177462,0,0,0,0,0,0,0.0519270972935129,0.053142240828585,0,0,0.0674409554599545,0,0,0,0,0,0,0,0.0761537380790236,-0.160715466141088,0,0.0076693721454935,0,0,0,0.109028402928881,0,0,0,0,0,0,0.012590203216502,0,0,0,0,0,0,0,0,0.0264328085790026,0.0226183646035476,0,0,0,0,0,0
X000338.SZ,0,0.0910584592085976,0,0,0.489848097661066,0,0,0,0,0,0,0,0,0,0,0,0,0.0201649282619601,0,0,0,0,0,0.000779612551829631,0,0,0.105827471816529,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288520675794823,0,0.0107640931561739,-0.0052662738197439,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0919975103789396,0,0,0.0201685794399332,0,0,0,-0.041967286771556,0,0,0.138517076559437,0,0,0.128929050715725,0,0,0,0,0,0.111474002952115,0,0,0.0889257382694243,0,0,0.0957930171317204,0,0,0,0,0,0.0435478593261616,0,0.0502531747929362,0,0,0,0,0,0,0,0,-0.0142464878965657,-0.00547876617392715,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209926070378203,0,0,0,0,0,0,0,0,0,0,0,0.401251372805545,0,0,0,0,0,0,0.0207056018230189,0,0,0,0.302603815809448,0,0,0,0,0,0,0,0,0,0,0,0.00881844962399494,0.0387837833411689,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.731514907750083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231778351160606,0,0,0.0971620019475156,0,0.0750259683685994,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555511903990411,0,0,0,0,0.109503105480691,0,0,0,0,-0.0204428080832738,0.015286562453754,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,-2.16840434497101e-19,-0.15106878892642,0,0,0.0900233890462643,0,0,0,0,0,0,0,0,0,0,0.219387284976359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375195171352032,0.132008327693871,0,0,0,0,0.0294119473861914,0,0,0,0,0.341456206689147,0,0,0,0,0.00425189208296069,0,0,0,0,0,0,0
X601877.SH,0,0,0,0.0331365735159137,0,0,0.0937853298337625,0,0,0.0613722192403627,0,0,0,0,0,0,0,0,0,0.141028425914119,0,0,0,0,0,0,0.0759774472364396,0,0.0722581688687855,0,0,0,0,0,0,0,0,0,0,0.0834184489016201,0,0,0,0,0,0,0.0252455665616862,0,0,0,0,0.00586356189078841,0,0,0,0,0,0,0
X002008.SZ,0,0,0.131220747966803,0,0,0,0,0,0,0.149939339592904,0.389306743877104,0.0378730863710259,0.0641808505301742,0,0,0.145395539650955,0.0529257085396762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478665984807982,0,0,0,0,0,0,0,0,0,0,0,0,0.0417217367715084,0,0,0.0149285164814017,0,0,0,0,0,0,0
