,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X000100.SZ,X000596.SZ,X000661.SZ,X002236.SZ,X600809.SH,X300003.SZ,X002008.SZ,X300124.SZ,X000625.SZ,X002456.SZ,X300142.SZ,X002007.SZ,X600487.SH,X000157.SZ,X600498.SH,X600776.SH,X600867.SH,X002241.SZ,X000977.SZ,X002180.SZ,X002371.SZ,X600066.SH,X600177.SH,X300146.SZ,X000050.SZ,X002508.SZ,X002179.SZ,X600522.SH,X600089.SH,X000066.SZ,X600118.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.292060540675117,0,0,0.0968295249279103,0,0,0,0,0,0,0,0,0,0,-0.0298913045451447,0,0,0,0,0.0106874910745862,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389268719420494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145564552364871,0.00515528741254379,0,0,0,0,0,0
X000858.SZ,0.0636488495078159,0,0,0,0,0,0.161478396891897,0,0,0,0,0,0.0399911128290001,0.274376211544271,0,0,0,0,0,0,0,0.0859870901090102,0.127135297286126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129135754477723,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0313910482077152,0,0,0,0.0480900811185672,0,0,0,0.069263982715194,0,0,0,0,0,0,0.273174458619725,0.0271615556666936,0,0.0346099926866802,0,0,0,0,0,0,0,0,0,0,0.0725965914360254,0,0,0,0,0,0,0,0.0668350455155055,0,0,0,0,0,0,0,-0.0310245344455161,0.0377095471689539,0,0,0,0,0,0
X600104.SH,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.269379904806618,0,0.0305917070625656,0,0,0,0,0.00992179959737761,0.046191291683037,0,0.0956258578087936,0,0,0.0429408840861742,0,0,0,0,0,0,0,0,0,0.0946239424632842,0,0,0,0,0,0,0,0,0,0,0.0143707021316999,0,0,0,0,-0.0375804531386543,0,0,0,0.0134343658000672,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0724834904263409,0,0,0,0,0,-0.0395581422258343,0,0.119923818373606,0,0.140784657188019,0.178192853265206,0.0461340441899457,0,0,0,0,0,0,0,0,0.0119930823934958,0,0,0,0,0,0,0,0.0456404773907228,0,0,0,0,0,0,0,-0.0109656876867576,0,0.0111113952130076,-0.00784233095813124,0,0,0,0,0,0
X000651.SZ,0,0.310204388351535,0.0309693885749339,0.0967507620482359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729210730929143,0,0,0,0.0162560984752023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00534999213389476,0,0,0,0,-0.0382874025390629,0,0,0,-0.00328875101872576,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.167883972578312,0,0,0.484319989583912,0,0,0,0,0,0.0583662460771768,0,0,0,0,0,0,0,0,0,0.0119715948382859,0,0,0,0,0,0,0,0,0,0,0,0.0231448371950051,0,0.00294757684981133,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0116892058237507,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0248831730472203,0,0,0.145434198604276,0,0,0,0.0319755973488015,0,0.102106173617274,0.157014351250185,0,0,0,0,0.00971050521915033,0,0,0,0.0669760826984211,0,0,0,0,0,0,0.0786992571428499,0,0,0,0,0,0,0,0.015665160330631,0,0,0,0,0,0,0,0,-0.033876879007241,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0597620171459676,0,0,0,0,0,0,0,0.0311312425000035,0,0,0,0,0,0,0,0,0,0,0,0.103376816587678,0,0,0.062036725677588,0,0.526433699127202,0,0,0,0.143944117881751,0,0,0,0,0,0,0.0444518292617137,0,0,0,0,0,0,0,0,0,0,0,0,-0.0729985124090511,0,0
X600690.SH,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0594362943793703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158715491028428,0.0446462441112675,0,0,0,0,0,0,0,0,0.0585783190202296,0,0,0,0,0,0,0.285676172061152,0,0,0,0,0,0,0,-0.00470877470370867,-0.026109103952052,0,0,0,-0.00379581805827151,0,0
X600031.SH,0,0,0.00955150861827149,0,0,0,0,0.0141686686739352,0,0,0,0.0922909953776551,0.22055081962771,0,0,0.00432398248979662,0,0,0,0,0,0.065467549914815,0,0,0,0,0,0,0,0.219412220874388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391299151895483,0,0,0,0,-0.0728962929823279,0,0,-0.0108156485590927,0,0,0,0,-0.0637690537535397,0,0
X002475.SZ,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0936368217466878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259841266449494,0,0,0,0,0,0,0.0169222693398822,0.281590013519676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252486013297159,-0.0907916846051269,0,0,0,-0.0491703206743439,0,0
X000338.SZ,0,0,0,0.0435693924583221,0,0.180588521767986,0,0,-0.0382490718159436,0.143026368081782,0.120519150539924,0,0,0,0,0,0,0,0,0,0,0.190416681413397,0.0258259716714305,0,0,0,0,0,0,0,0,0,0,0.00999288282711868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208456736646499,0,0,0,0,0,0,0
X000568.SZ,0,0.513282870812607,0,0,0,0,0.0718793906073059,0,0,0,0,0,0,0,0.0573283683481174,0,0,0,0,0,0,0,0,0,0.0439023111295249,0,0,0,0,0,0,0,0,0.0148786059970145,0.0568706248395448,0,0,0,0,0,0,0,0,0.0368693667659224,0,0,0,0,0,0,0,0.00292658510237202,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.0116881102650418,0,0,0,0.228051294314506,0,0,0,0,0,0.0596811341903043,0,0,0,0,0,0.2554898841771,0,0,0,0,0,0,0,0,0,0.130631110437535,0,0.0131372120879327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164641150829635,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.144227105084078,0,0,0,0,0,0,0,0,0,0,0,-0.0332212918378371,0,0.0938964262348645,0,0,0,0,0.301903373564359,0,0,0,0,0,0,0,0.00612953557448673,0,0,0.0541499590602641,0,0,0,0,0,0,0,0,0.172295548454554,0,0,0,0.0792397239165697,0.0659806553947309,0,0,0,0,0,0
X601877.SH,0,0.0396284038572996,0,0,0,0,0,0,0,0,0.0805084656444928,0,0.018931503809102,0,0.134819420901785,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0776985574207651,0,0,0,0,0,0,0,0,0,0.083697862587588,0,0.0272074381338319,0,0,0,0,0,0.0687847053634835,0,0,0,0,0,0,0,0,-0.00573893824952756,-0.066019023239679,0,0,0,0.0476626016155342,0,0
X600271.SH,0,0,0,0,0,0,0,0.164536453951018,0.0955241413006801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205275165620345,0,0,0.0181947854756201,0,0,0,0,0,0,0,0.00212017659725037,0,0.131194999987381,0,0,0,0,0.0517146820445758,0,0,3.46944695195361e-18,0,0,0,0,0.156271760608459,0,-0.0108011728747769,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.248320612639134,0,0,0,0,0,0,0,0,0,0.128092675665459,0,0,0,0,0,0,0,0,0.40848801522372,0,0,0,0,0,0,0,0.103727317941402,0,0,0,0.0824232394398482,0,0.0136186231661602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0.372209910908996,0,0,0,0,0,0,0,0,0,0,0,0.0265576778461808,0,0,0,0,0,0,0,0,0.0694807746687149,0,0,0,0,0.00667755603903895,0,0,0,0,0,0,0.0124787606104171,0,0,0,0,0,0,0,0.0346825375914599,0,0,0.0250291276743294,0,0,0,0,0.0339204200060908,-0.0162554476713653,0,0,0,0,0.0194636117147859,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200950100425188,0.217938319441851,0,0,0.0568755046994508,0,0,0,0,0,0,-0.00488336192394643,-3.46944695195361e-18,0,0,-0.0558678423600569,0,0,0,0,0,0.137822389976915,0,0,0,0,0,0,0,-0.0119177978939969,0,0,0,0,0,0,0
X002236.SZ,0,0,0.0343945670315325,0.00581236720672575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279391213201694,0,0,0,0,0,0,0.0635400326941437,0,0.127013112973836,0,0,0,0,0,0,0,0.175691291569133,0,0,0,0,0,0,0.0130961248034967,0,0,0,0,0,0,0,0,0.00611625891151939,0.0284230586864166,0,0,0,0,0,0
X600809.SH,0,0.434510167565636,0,0,0,0,0.173384573529887,0,0.039995039203949,0,0,0,0.0616510596390898,0,0.0184958694786885,0,0,0,0,0,0,0,0,0,0.0202242896734045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177668216846345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.192250449410166,0,0,0,0,0,0.0873777288908039,0,0,0,0,0.0910019267366163,0,0,0,0,0,0,0,0,0.0704886375340909,0,0,0,0,0.133186903178889,0,0,0,0,0.162367228847779,0,0.0730587783142577,0,0.0378269389297677,0,0,0,0,0.135741329998921,0,0,0,0,0,0,0,0.0225249547966654,-0.050074089357241,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0.0717457961439916,0,0,0,0,0.326700554069186,0.0274827434125192,0,0,0,0,0,0.0740672212703471,0.110906462271906,0.0513909055901899,0,0,0,0,0,0,0,0.311415572878595,0,0,-0.0487676403084278,0.0144262969824956,0,0.0265367193216031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.156566687716309,0,0,0,0,0,0,0,0,0,0,0,0.1523869749326,0,0,0.00133301213687431,0,0,0,0,0.100910133764492,0,0.0525384557504108,0,0.0684019305966139,0,0,0.0574477756897442,0,0,0.0104187037791911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0023373013532859,0.0341054372685918,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115644959361871,0,0,0.040314987760075,0.228931703517277,0,0,0,0,0.0477840049273515,0,0,0,0,0,0,0,0,0,0,0.0989657879621574,0,0.14491247277374,0,0,0,0.0283025088025282,0,0,0,0,0,0,0,0,0,0,-0.0206037109007563,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0.205141337537358,0.0171769914739367,0,0,0.135218166294704,0,0,0,0.0781086924780132,0,0,0,0,0,0,0,0,0.233605452446813,0.277193143589726,0.072866368495356,0,0,-0.117221442563361,0,0,0,-0.0232139627785084,0,0,0,0,0,0,0,0,0.0398127192849023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
