,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X000625.SZ,X300124.SZ,X600104.SH,X002371.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002463.SZ,X000977.SZ,X002241.SZ,X002049.SZ,X600372.SH,X002129.SZ,X600741.SH,X000661.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X600183.SH,X600066.SH,X601799.SH,X000800.SZ,X600418.SH,X002156.SZ,X000921.SZ,X002007.SZ,X002180.SZ,X002074.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.087918819525287,0,0.160681510539787,0,0.233529501102603,0,0,0.00608551936079386,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0226033784461652,0,0,0,0,0,0,0,0,0,0,0,0,0.0315764626007693,0,0,0,0,0,0,0,0,0,-0.00715490532870895,0.00865976355809243,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0531995123710615,0,0.490055882184847,0,0,0,0,0,0,0,0.0291093549616673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557825739712489,0,0,0,0,0,0,0,-0.0412468439373941,0,0,0,0.0535007474334759,0,0,0,0,0,0.0251227668093101,0,0.000512697438801991,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0818293625658677,0,0,0,0,0.0504606038020415,0,0,0,0,0,0,0,0,0,0,0,-0.00859221448740488,0,0,0,0.16292034505986,0,0,0,0.0512725877200934,0,0,0,0,0.067907974410875,0,0,0,0,0,0,0,0,0,0,0,0.0840131975797773,0,0,0,-0.0255867576054567,0,0,0,0,0,0,0
X600809.SH,0.302640187414109,0,0,0,-0.0252530740014938,0,0,0,0,0,0,0,0,0,0.402027607666277,0,0,0,0.203316616899173,0,0,0.027799053084101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00736238380354196,0,0.0306249500454427,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0729924453601686,0,0,0,0,0,0,0,0,0,0,0.0391468726166578,0,0,0,0,0,0,0,0.00231870068509404,0,0.195745580047276,0,0,0,0.205993631772962,0,0,0,0,0,0,0,0.00117934919088897,0,0,0,0,0,0,0,0,0.017180062214831,0,0,0,0,0,0
X000568.SZ,0,0.768772046875486,0,0.0748368869724239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478237915359342,0,0,0,0,0,0,0,0,0,0,0,0.0447192425858231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202295900882775,0,0,0,0,0,0
X600690.SH,0,0,0,0.0403674975382886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588003557450193,0,0,0,0,0.0580419123392221,0,0,0,0,0,0,0,0,0,0,0,0,0.206328889055483,0,0,0,0,0,0,0,-0.0474963950213924,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0793651018262349,0,0,0.0144350003779974,0,0.241597836526502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410426380579861,0,0,0.379369289662916,-0.0548082060544776,0,0,0,0,0.0379028819241305,0,0,0,-0.140374728781104,0,0.203150826836248,-0.0840390058067163,0,0,0,0,-0.00454846680601795,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0689297444520222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206526224968353,-0.0593780353227926,0,0,0,-0.145347190611619,0.519042620295576,0,0,0,0,0,0.0313202962140767,0,0,0,0,0,0,0,0.0532223787550755,0.105386297757618,0,0,0,0,0,0,-0.0219707053048676,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0568498012590907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15864747346832,0,0.0836647992349992,0,0,0,-0.250446253413002,0.0374085065109708,0,0,0,0,0,0,0,0,0,0,0,0,0.0428610349474152,0,0,0,0,0.358030341497635,0,0.0187771916229837,0,0,0,-0.0386705244475508,-0.00483469133438616,0,0,0,0,0,0
