,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X300014.SZ,X002241.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X600703.SH,X003816.SZ,X002371.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X000100.SZ,X600741.SH,X002074.SZ,X600089.SH,X600702.SH,X600460.SH,X002180.SZ,X002236.SZ,X000157.SZ,X000799.SZ,X600884.SH,X000733.SZ,X601799.SH,X002414.SZ,X600779.SH,X002007.SZ,X600183.SH,X600584.SH,X002008.SZ,X600522.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.610562212674721,0,0,0,0,0,0,0,0,0,0,0,0,0.0163638781767496,0,0,0,0,0,0,0,0,0.0758149635863877,0,0,0,0,-0.00319332044003088,0,0,0.0268260567561295,0,0.00810000438405754,0,0,0,0,0,0,-0.0179528482260223,0,0,0,0,0,0,0,0,0,0,0.000534452635646542,0,0,0,0,0.0122013424655242,0,0
X000858.SZ,0.299900033334275,0,0,0.117438213132957,0,0,0,0,0.272730725520805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163665612031418,0,0.144951694476235,0,0,0.0112866830658276,0,0,0,0,0.0482269912869331,0,0,0,0,0.0801103887016173,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00650676221755103,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.085798741986024,0.0197470525765992,0.128133844803021,0.168365441806391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405424995755794,-0.00203935428650765,0,0,0,0,0,0,0,0.0171965298855493,0,0,0.0812258940113926,0,0,0,0,0,-0.0479124328532103,0,0,0.00174221014750816,0,0,0,0,0.0169575865936185,0,0
X600809.SH,0,0.427367743171658,0,0,0.0733008316886043,0,0,0,0,0,0,0,0,0,-0.199397324334353,0,0,-0.0361968950537183,0,0,0,0,0,0,0,0.027641542997441,0,0,0,0,0,0,0,0.196471382630401,0,0,0,0,0,0,0,0,0,0.139908770543738,0,0,0,0,0,0,0,-0.0257814464870991,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0.197698798638184,0,0,0,0,0,0,0,0,0,0,0,0,0.433117937941997,0,0.0928360846207925,0,0,-0.0476299664138457,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.239164925408317,0.147991526000118,0,0,0,0,-0.08991950790388,0,0,0.0231214300767719,0,0,0,0,0.0748153463039799,0,0
X002475.SZ,0,0,0.0381415186586713,0,0,0,0.0730812629219821,0,0,0,0,0,0,0,0.204078275270908,0.0506974866911518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264433564509281,0,0,0.0740647887944247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132645426587734,0,0,0,-0.0323965589719605,0,0,0,0,0,0
X600276.SH,0,0,0.120576837701525,0,0,0.100630526922958,0,0,0,0,0,0,0,-0.0526252316111631,-0.0485652512207465,0,0,0,0,0,0,0,0.0843239997045356,0,0,1.73472347597681e-18,0.105971302183397,-0.2135765893387,0,0,0.00218008808009214,0,-0.0167312419895328,0,0,0,0,0,0,-0.0929330474699565,0,0,0.035367013057486,0,0.263676060303267,0,0,-0.0720046617810718,0,0,0,-0.0132544604828202,0,0,0,0,-0.0184147523392025,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.166688915007397,0,0.22183700126077,0.0481982402739926,0,0,0,0,0,0,0,0,0,-0.0513114084735832,0,0.0353778402753749,0,0,0,0,0.012732532692051,0,0,0,0,0,0,0,0,0.271578766360767,0,-0.0519585372298325,0,0,0,0,0,0,0,0,0,0,0,0,-0.00830689504737024,0,0,0,0.0436008445701673,0,0
X002304.SZ,0,0.39238875047943,0,0.178779707842308,0,0,0,0.0868227611169019,0,0,0,0,0,-0.0627391120614954,0,0,0,0,0,0,0,0.015819632046809,0,0.0168811953843594,0,0,0,0,0.0320568805905621,0,0,0,0,0,0,0,0,0,0,0,0.00882595176704341,0,0,0,0,0,0,0,-0.0568024052319374,0,0,0,0,0,0,0,-0.0409433243370008,0,0
X600104.SH,0,0,0,0,0.0269215369019791,0,0,0,0,0,0,0,0,0,0.0161260883139308,0,0,0.117964526035518,0,0,0,0,0,0,0,0,0,0,-0.122158342830523,0,0,0,0,0,0.0628950990799059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590314178133407,0.0352712697845018,0,0,0,0,0,0
