,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X600183.SH,X000100.SZ,X601877.SH,X002236.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X300124.SZ,X000066.SZ,X300014.SZ,X002179.SZ,X000625.SZ,X002463.SZ,X000977.SZ,X600271.SH,X002371.SZ,X300136.SZ,X002008.SZ,X002456.SZ,X600177.SH,X600584.SH,X000050.SZ,X002506.SZ,X600066.SH,X002180.SZ,X600487.SH,X600498.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0697262628053524,0,0,0,0,0,0.55620229090378,0,0,0,0.0459504196866133,0,0,0,0.0828023956009167,0.00742657895050736,0,0,0,0,0,0,0,0,0,-0.0433903884793045,0,0,0,0,0,0,0,0,0.00859960252262781,0,0,0,0,0,0,0,0,-0.0475094325414025,0,0,0.00343390273129668,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0638277793620608,0.00880714742583675,0,0,0,0,0.536615820182652,0,0,0,0.033394106659425,0,0.0281895352308993,0,0.0190139816308971,0.0196734701893865,0.0195750826224597,0,0,0,0,0,0,0,0.00347815171628704,0,0,0,0,0.0170342383510476,0,0.00809710661140157,0,0,0.0201753756962602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205633382634631,0,0
X600276.SH,0,0.140881589240362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30664825086199,0,0,0.00947594789803062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192539579706629,-0.0230256746613995,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0204429619710714,0,0,0,0,0,0.182779453319935,0,0,0,0,-0.127692682034005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277677033199905,0,-0.0641777238130952,0,0,0,0,0,0,0,0.00179076744232702,0,0,0,0,0,0,0,0,0,-0.0369006326338519,0,0,0,0.00979914019814344,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0165768256625068,0,0,0,0,0,0,0.073646436321717,0,0,0.00914085566239923,0,0,0,0,0.538915743258887,0,0,0,0,0,0,0,0.0488043793849095,-0.0944572483660298,0,0,0.0255799430172784,0,0,0,0,0,0,0,0,0,0,0.0546675049469676,0,0,0.00941742657359497,-0.0461201107525888,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0328789407782504,0,0,0,0,0,0.166356272028765,0,0,0.0106999850232903,0,0,0,0,0,0,0,0,0,0,0,0,0.00596230860385745,0,0,0.0425493027952252,0,0,0,0,0,0,0,0.0471008195656501,0,0,0,-0.0531814693821307,0,0,0,0,0.000449581308966358,0.0160528591330215,0,0,0,0,0,0
X002475.SZ,0,0.123174410920529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165987280445942,0,0,0,0,0,0,0,0,0,0,0.113284748170687,0,0,0,0,-0.0505228456396522,0,0,0.0608912651543375,0.382784464020119,0.0416077208123122,0,0,0,-0.0804354218801941,0,0,0,0,0,0,0.0172960308762254,0.0323941625555155,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0905405856072429,0,0,0,0,0.103774305683077,0.045532119903474,0,0,0,0.149979022372646,0,0,0,-0.0705354172997823,0.145018831218323,0,0,0,0,0,0,-0.0230010651262774,-0.0466374383362743,0,0,0,0,0,-0.115582651191228,0.0432112899344184,0,0,0,0,0.105758190888895,0,0,0,0,0,0,0,0.0710060095700402,0,0,0,0,0,0,0
X002304.SZ,0,0.151530103133385,0.0490948232570005,0,0,0,0.013105409083573,0.130713226001651,0,0,0.0146284377790332,0,0,0,0,0,0,0,0,0,0,0.185770898944596,0.0307019117194326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033421465853866,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372226447164919,0,0,0,0.0477909583012608,1.73472347597681e-18,0,0,0,0.127598602148258,0,0,0,0,0,0,0.0327353157969433,0,0,0.017417174954712,0,0,0,0,0.049229958607349,0.0192518623336972,0,0,0.0735087104640092,0.0809890881765675,0,0,0,0,0,0,0,0.0145365025628166,0.0301499912839751,0,0,0,0,0,0
