,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600031.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600271.SH,X600703.SH,X600089.SH,X600066.SH,X002236.SZ,X600118.SH,X601877.SH,X600177.SH,X000559.SZ,X000550.SZ,X000581.SZ,X002129.SZ,X300124.SZ,X600582.SH,X000568.SZ,X600060.SH,X000623.SZ,X002475.SZ,X000050.SZ,X300003.SZ,X300146.SZ,X000800.SZ,X000977.SZ,X600839.SH,X002294.SZ,X002292.SZ,X002456.SZ,X000400.SZ,X002465.SZ,X000869.SZ,X600166.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.187873785541993,0.0212180329863049,0,0,0,0,0,0,0,0.0640400551214672,0,0,0,0,0.357275728686523,0,0,0,0,0,0,0,0,0.013834543782437,0,0,0.0572681454452244,-0.0366131643157087,0,0,0,0,0,0,0,0,0,0.120900615894267,0,0,0,0,0,0,0,0,0,0,0,0,-0.00974949656790349,0,0,0,0,0,0
X600519.SH,0,0,0.119649430033919,0.0413125042393954,0,0,0,0,0,0.0191329011932879,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118188876857025,0,-1.73472347597681e-18,0.0672836739084504,0,0,0.00842632023173481,0,0,0,0.0334933722816547,0,0.043190670205534,-0.100116806579172,0,0,0,0,0,0,0,0,0,0,0,0.102032657383809,0.121774711809218,0,0,0,-0.0390036442255992,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0938926380326021,0.161954020058975,0,0.220874515228863,0,0,0,0,0.164590080639589,0,0,0.0504634370656325,0,0,0,0,0.0461908093259935,0,0.0691859298111338,0,0,0,0,0,0,0.0522294022211406,0,0,0,0,0.0160227869330511,0,0,-0.0482809026830655,0.061324119558356,0,0.0675144369954642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.219370454913583,0.230060610443586,0,0,0,0,0,0,0,0.0579786353111796,0.0208489767208247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208748773680829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00753232044934408,0,0,0,0,0,0,0,0.0606004353235485,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.155974097593749,0,0,0,0,0.0723120546589486,0,0,0,0,0,0,0,0,0,0,0,0.240246988016251,0,0,-0.029536892502936,0,0.188289265418991,0,0,0,0,0,0,0,0,0,0.0259061329011898,0,0.0497836543857031,0,0,0,0,0,0.0856304471233065,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.0370288466768993,0,0,0,0,0,0.133687107895447,0,0,0.0369221919882423,0,0,0,0,0,0,0.11100635894593,0,0,-0.0535048539711998,0,0,0,0,0,-1.73472347597681e-18,0,0.244151618104439,0,0,0.0994906080671464,-0.0762128989503413,0,0,0.0863060537699441,0,0,0,0,0,0,0.0155899835692097,0,0.0470800184662824,0,0,0,0,0,0,0,0,8.5312325802679e-05,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.3417944878783,0.136722693177178,0,0,0,0,0,0,0,0,0,-0.00075111420170734,-0.0151351147580828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0780131881627337,0,0,0.0853810360822167,0,0,0,0.0034968459718602,0,0,0,0,0,0,0
X000858.SZ,0,0,0.119118372898041,0,0,0,0.052915748414918,0,0,0.116002766503935,0.0424572988471022,0.19256164088162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408999315475439,0,0,0,0,0,0,0.043052701960506,0,0.0253866756274501,0,0,0,0,0,-0.0362903129372576,0.0294560453431397,0,0,0,0,0,0.13615887510713,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0184977629038193,0,0,0,0.0271724991862166,0,0,0,9.13961442645123e-05,0.185061537544644,0,0.10192874179532,0,0,0,0,0,0.0464434124597828,0,0,0.0672449054473124,0,0,0.0491449476281309,0,0,0,0,0.0140398861701578,0,0,0.0465404238503816,0.0869943516359308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.0792747186185921,0.0306600823450002,0.0478048999457398,0,0,0,0,0.0194720812622396,0,0,0.168652003594856,0,0,0.0538545193776233,0,0,0,0,0,0,0,0,0,0,0,0.136880096445324,0,0.16252282889972,0,0,0,0,0,0.0255429961230262,0,0,0,0,0,0,-0.0457058359260393,0,0,0,0,0,0,0,0,0,0,0,-0.0166377779923934,0,0,0,0,0,0
X000100.SZ,0,0,0.115201402454217,0,0,0,0,0,0,0.0495105881501082,0,0.0942547958076705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438907876629834,0,0.0262872616350958,0.0379373874146589,0,0,0,0,0.308861174840622,0,0,0,0,0,0.0764085876534091,0,0.0871610548325831,0,0,0.0884607848998415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0.0306612176681698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834713057621665,0,0,0,0,0,0,0,0,0,0.0707529208527211,0,0,0,0,0,0,0,-0.0462448289819967,0.0580826911041456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403105704698968,-0.00618695657688302,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0369399020572771,0,0,0,0,0,0.0262026375663575,0,0,0,0,0,0,0,0,0.04193079070659,0,0.160471950480329,0.0192043901556333,0,-0.0815894516144751,0,0,0,0.00337672240846045,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
