,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002074.SZ,X002180.SZ,X300142.SZ,X600741.SH,X600884.SH,X600460.SH,X000733.SZ,X600702.SH,X000100.SZ,X000157.SZ,X000799.SZ,X600563.SH,X601799.SH,X002236.SZ,X600584.SH,X002176.SZ,X600487.SH,X000800.SZ,X002414.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.212323279991295,0,0,0,0,0.0107811049899459,0,0,0,0,0,0,0,0,0.0358886853367224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074982378194473,0,0,0,0.0181343848595879,0.0422455077589175,0,0,0,0,0,0,0,0.0470688860180151,0,0.0068666749496069,0,0,0,0,-0.00735552758463429,0,0
X000858.SZ,0,0,0.0776746044594244,0.230905840525031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115980005520771,0,0,0.0612962600773839,0.0412742635583548,0,0,0,0.0204025443294384,0,0,0,0.192135786949977,-0.0108302161404802,0.00398009812234333,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.423924834533819,0.00160193340828924,0.165390628879588,0,0,0,0,0,0.0359789219759519,0,-0.0485903141053299,0,0,0,0.0338134603885304,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0579727201694461,0,0,0,0,0,0,0.0571992571847018,0,0,0,0.0118634889926188,0,0,0,-0.0734310476020909,0,0,0,0,0,0,0,0,0,0,-0.0352881241961498,0,0
X000568.SZ,0,0.0817729219646497,0.134542183861798,0,0,0,0,0,0.0107338061747495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234827606807408,0.0299470977856272,0,-0.0199695865076445,0,0,0,0,0,0,0,0.410559331314771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364335917974507,0,0,0,-0.0202002277821884,0,0
X002415.SZ,0,0,0,0,0,0.219627864325384,0,0,0,0,0,0,0,-0.106207635872191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089164364754634,0,0,0.879842302050968,0,0,-0.00764307189141592,0,0,0,0,0.0928629113390428,0,0,0,0,0.0211063016049045,0,0
X002304.SZ,0,0,0,0.217146295394569,0,0,0.0557518171904061,0,0,0,0,0,0,0,0,0,0,0.0240575384254831,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109238186848858,0,0.0783335486493239,0.211636136977181,0,0,0,0.0338770467662303,0,0,0,0.0412083335746116,0,0,0,0,0,0.00503368529170862,0,0,0,0,-0.0171945408740345,0,0
X600690.SH,0,0,0,0,0,0.00279225662960548,0,0,0,0.300886771974927,0,-0.0095583101021169,0,0,0,0.113188878793625,0,0.145301304542379,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0108147014130369,0,0,0,0,0,0,0,0.029914857598234,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0284113799394542,0,0,-0.0910453714147656,0,0,0,0,0,0,0,0,0,0.203301126066233,0,0,0.0486263933694521,0,0,0,0,0.162560466973089,0,0,0,0,0.0663333114136864,0.0923807017191149,0.0476631675727266,0,0.170710398222682,0,0,0,0,0,0.041315540891649,0,0.149054426980083,0,0.0839639519620497,0,0,0,0,0.0401427682556331,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0637194219602798,0,0,0,0,0.138964481540144,0,0.106950680592383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273334663722601,0.0181845973720298,0.0939269744800063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102660926580629,0.0676452916818885,0,0,0,0,0,0.133485459752782,0,0.047552016105672,0,0,0,-0.0289296396630426,-0.0317423129043235,0,0,0,0,-0.07733821448951,0,0,0,0,0,0,0.0510945501753648,0,0,0,0,0,0,0,0.00181885736409082,0,0.0252481222174078,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0223539770627233,0.0298748640490127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183135182968642,0,0,0,0.0262215965444248,0,0,0,0,0,0,0,0,0.102511275534531,0.1564253446389,0,0,0,0.000394739534920046,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0771479561815024,0,0,0,0,0,0,0,0,0,0.0675866565786705,0,0,0,0,0,0,0,0,0,0,0,0.179551938322738,0.209436403573316,0.091962779533148,0,0,0.198009368799131,0,0,0.0754771055808754,0,0,0,0,0.0846248423226246,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.0942326699173476,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935163810018321,0,0,0,0,0.0330793612442855,0,0,0,0,0,0,0,0,0,0,0,0.34592771192987,0,0.00391192677314705,0,0,0,0,0.133559270746237,0,0,0,0.128971431339115,0,0,0,0,0,0.026099880552451,0,0,0,0,0.108524372739357,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428006627071982,0,0,0,0,0,0,0,0,0,0,0,0,0.410033544179364,0,-0.0791540951756011,0,1.73472347597681e-18,0.00970189794063407,0,0,0,0.0310042227865326,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0875626928178954,0,0,0.1665167543887,0,0.000170624343891394,0,0,0,0,0,0,0,0,0.100556125456613,0,0.0128519739346182,0,0.208032148907135,-0.0640469425428332,0,0,0.0262391846112491,0,0,0,0,0,0,0,0,0,0,0.0100837713546651,0.0273927270925968,0,0,0,0.080950664919387,0,0,0,0,0,0,0,0,0,0.00835114299200022,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0671291418803032,0,0,0,0,0,0,0,0,0,0,0.111866740641035,0,0,0,0,0,0,0.0469578260738457,0,0,0,0,0,0,0,0.112687795181006,0.200318184474046,0,0,0,0,0,0,0,0,0,0.215706302622215,0,0,0,0,0,0,0.000857182169233465,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572582082680633,0,0,0,0,0.0624062185506471,0,0,0,0,0,0,0,0.0202866190155737,0,0,0,0,0,0,0.071051397032617,0.157077547238321,0,0,0,0.0124659386818349,0,0,0,0,0,0,0.0277736983331428,0,0.0349450977003669,0,0,0,0,0,0,0
